decision_date,execution_date,ticker,intended_shares,executed_shares,close_price_used_for_planning,next_open_price,close_to_open_percentage_gap,cash_available_before_execution,required_reserve,uncommitted_cash_after_reserve,close_required_reserve,close_uncommitted_cash_after_reserve,intended_notional,executed_notional,became_q0,buffer_basis_points,gap_alone_would_clip,open_uncommitted_cash_change_vs_close
2007-07-13,2007-07-16,GLBL1,134,133,28.68,28.97,1.0111576011157641,4117.79922100102,256.56595844200206,3861.233262559018,255.59618844200202,3862.2030325590176,3843.12,3853.0099999999998,False,20,True,-0.9697699999996985
2008-04-15,2008-04-16,THC,1,0,5.33,5.38,0.9380863039399667,246.74713566605615,245.67163188533212,1.0755037807240342,241.21783427133204,5.529301394724115,5.33,0.0,True,20,False,-4.453797614000081
2008-05-30,2008-06-02,JRCCQ,107,106,38.09,38.27,0.47256497768441985,4344.087644335514,263.376203248671,4080.7114410868426,263.2374952886709,4080.850149046843,4075.6300000000006,4056.6200000000003,False,20,True,-0.13870796000037444
2011-11-25,2011-11-28,GNCIQ,1,0,27.35,28.09,2.7056672760511935,296.84686499260425,270.27565885198527,26.571206140618983,265.4020937299852,31.444771262619042,27.35,0.0,True,20,False,-4.873565122000059
2011-12-15,2011-12-16,TJX,74,73,62.29,63.3,1.6214480655000862,4929.2412619515735,273.03867533790316,4656.20258661367,271.8400825239031,4657.40117942767,4609.46,4620.9,False,20,True,-1.1985928140002216
2012-09-07,2012-09-10,DK,158,156,26.2,26.5,1.1450381679389388,4466.846552568865,305.1230080091377,4161.723544559727,305.34822310513766,4161.498329463728,4139.599999999999,4134.0,False,20,True,0.22521509599937417
2013-03-05,2013-03-06,THC,62,61,40.24,40.62,0.9443339960238495,2841.9952031088696,335.9885634446708,2506.0066396641987,334.81544040621776,2507.1797627026517,2494.88,2477.8199999999997,False,20,True,-1.1731230384530136
2013-04-19,2013-04-22,MSGN,88,87,56.16,56.42,0.4629629629629761,5283.282388335385,327.4185767766709,4955.863811558714,327.0694047766708,4956.212983558714,4942.08,4908.54,False,20,True,-0.34917200000018056
2016-05-25,2016-05-26,B,278,272,17.28,17.6,1.85185185185186,5277.457464338664,469.0078949286773,4808.449569409987,466.86773492867735,4810.429729409987,4803.84,4787.200000000001,False,20,True,-1.980160000000069
2016-06-07,2016-06-08,CDE,32,31,8.32,8.65,3.9663461538461453,743.6302643386637,474.85769391667736,268.7725704219863,473.2583205286773,270.37194380998636,266.24,268.15000000000003,False,20,True,-1.5993733880000605
2016-11-29,2016-11-30,REN,87,83,27.89,31.39,12.549300824668341,3125.3295913331353,487.9177031826663,2637.411888150469,486.6584991826664,2456.611092150469,2426.43,2605.37,False,20,True,180.800796
2017-08-04,2017-08-07,WGHTQ,66,65,41.39,41.86,1.135539985503753,3328.520584879154,581.6940901557582,2746.8264947233956,579.4923811697581,2749.0282037093957,2731.7400000000002,2720.9,False,20,True,-2.201708986000085
2020-05-08,2020-05-11,NVAX,5,4,18.73,19.81,5.766150560597971,704.9098254622702,610.2380996509246,94.6717258113456,607.0330696509244,97.87675581134579,93.65,79.24,False,20,True,-3.2050300000001926
2020-07-08,2020-07-09,DOCU,43,42,206.35,211.5,2.495759631693728,9821.50482546227,757.9813196509247,9063.523505811347,749.5715496509246,9071.933275811347,8873.05,8883.0,False,20,True,-8.409770000000208
2020-10-08,2020-10-09,NIO,556,551,21.44,21.62,0.8395522388059629,12816.783768672289,887.8396383373448,11928.944130334943,882.0349275373446,11934.748841134944,11920.640000000001,11912.62,False,20,True,-5.804710800000976
2021-06-10,2021-06-11,NUE,171,169,106.31,107.5,1.1193678863700374,19471.39062873486,1185.5170972574701,18285.873531477388,1179.7866812574696,18291.60394747739,18179.010000000002,18167.5,False,20,True,-5.730416000002151
2022-01-12,2022-01-13,ON,176,173,66.49,67.52,1.5491051285907664,12911.069612734893,1188.2618992254697,11722.807713509423,1184.3794392254695,11726.690173509423,11702.24,11680.96,False,20,True,-3.8824600000007194
2022-02-28,2022-03-01,COP,96,95,94.86000000000001,95.85,1.0436432637570991,10254.705032734892,1125.3842900654697,9129.320742669423,1124.1757300654697,9130.529302669422,9106.560000000001,9105.75,False,20,True,-1.2085599999991246
2022-04-07,2022-04-08,MDRX,430,427,22.63,22.770000000000003,0.6186478126381179,10890.1816327349,1141.22726326547,9748.954369469431,1141.2078032654701,9748.97382946943,9730.9,9722.79,False,20,True,-0.01945999999952619
2023-02-28,2023-03-01,RMBS,220,218,44.23,44.75,1.1756726203933976,10826.809822734991,1049.18117964547,9777.628643089522,1045.74507964547,9741.104743089521,9730.599999999999,9755.5,False,20,True,36.52390000000014
2023-08-30,2023-08-31,APP,423,421,42.98,43.1,0.27919962773383933,19393.514822735026,1188.52590964547,18204.988913089557,1187.47418964547,18206.040633089557,18180.539999999997,18145.100000000002,False,20,True,-1.0517199999994773
2024-07-15,2024-07-16,TRGP,160,159,134.34,134.89,0.40940896233436774,23403.166086735033,1804.8194121734705,21598.346674561562,1793.07317217347,21610.092914561563,21494.4,21447.51,False,20,False,-11.746240000000398
2026-04-22,2026-04-23,SU,543,540,63.43,63.75999999999999,0.5202585527352754,37272.32446173521,2784.401738923471,34487.92272281174,2790.1306489234703,34482.19381281174,34442.49,34430.399999999994,False,20,True,5.728909999997995
