decision_date,ticker,outcome,planned_shares,close_price,close_nav,cash_before_decision,required_reserve,uncommitted_cash_after_reserve,intended_capital,funding_fraction,q0_reason,buffer_basis_points
2006-07-05,MED,PLAN,205,19.49,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,ACLI,PLAN,66,59.89,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,FALB,PLAN,75,53.26,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,TTI,PLAN,131,30.37,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,CHAP1,PLAN,56,71.0,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,LFCHY,PLAN,64,61.65,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,ADM,PLAN,94,42.21,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,LVS,PLAN,53,75.06999999999998,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,MNST,PLAN,19,205.35,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,BFH,PLAN,67,58.81,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,AVL1,PLAN,84,47.38,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,LECO,PLAN,65,60.63,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,DAKT,PLAN,137,29.03,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,MTW,PLAN,89,44.87,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,VOLT2,PLAN,83,47.67,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,EXPD,PLAN,74,53.73,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,KEX,PLAN,101,39.46,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,OII,PLAN,86,46.05,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,FTI1,PLAN,57,69.18,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,WEBX1,PLAN,111,35.75,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,JLL,PLAN,46,86.25,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,AGP,PLAN,130,30.67,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,ATI,PLAN,58,68.61,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,TEX,PLAN,40,98.96,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-07-05,WCC,PLAN,60,66.6,100000.0,100000.0,200.0,99800.0,4000.0,1.0,,20
2006-09-07,CMCSK,PLAN,101,34.86,88313.27174698001,10600.901746980015,176.62654349396,10424.275203486055,3532.5308698792005,1.0,,20
2006-09-11,HCR1,PLAN,65,52.21,86078.59694808102,7072.476948081014,172.15719389616203,6900.319754184851,3443.143877923241,1.0,,20
2006-09-15,CXW,PLAN,80,43.47,87240.796359581,6458.086359581013,174.481592719162,6283.604766861851,3489.63185438324,1.0,,20
