variant,start,end,sessions,control_min_allocation,candidate_min_allocation,control_max_allocation,candidate_max_allocation,core_return,spy_return,control_return,candidate_return,candidate_minus_control
E3_RECOVERY_CONCORDANCE,2012-01-19,2012-01-26,6,0.0,1.0,0.0,1.0,0.005859514081232975,0.008491857864819652,0.0,0.003370114432448945,0.003370114432448945
E3_RECOVERY_CONCORDANCE,2016-02-26,2016-03-11,11,0.65,1.0,0.65,1.0,0.014503247805309094,0.036919901660242394,0.009458832448528742,0.013415522767260324,0.003956690318731582
E3_RECOVERY_CONCORDANCE,2019-02-05,2019-02-22,13,0.0,1.0,0.0,1.0,0.031045330645857128,0.026399776266111674,0.001316629428662841,0.029686749041088145,0.028370119612425304
