cagr,max_dd,ending_multiple,days_le_m10,days_le_m20,days_le_m25,dd_1pct_tail,longest_underwater_sessions,name,transitions,delay_sessions,cost_bps
0.22251748466709476,-0.21949045670277334,55.60801829914156,1331,55,0,-0.20073582360660228,617,delay_0,20,0,10
0.22204895749544606,-0.21965822979580552,55.18332485618872,1342,55,0,-0.20097665423034328,617,delay_1,20,1,10
0.22101026629686849,-0.21949045670277323,54.25277098563166,1313,53,0,-0.20033713306182602,608,delay_2,22,2,10
0.22233400483840815,-0.21998202205302542,55.4413356220946,1339,55,0,-0.2009766542303435,617,cost_20bps,20,0,20
0.22215047264893584,-0.220762498612171,55.27508029559727,1343,57,0,-0.20110410257891445,617,cost_30bps,20,0,30
0.22178325100552554,-0.22232212785465288,54.943848027082105,1356,58,0,-0.20114652439927896,639,cost_50bps,20,0,50
