cagr,max_dd,ending_multiple,days_le_m10,days_le_m20,days_le_m25,dd_1pct_tail,longest_underwater_sessions,name,transitions,crisis,cagr_change_vs_full_candidate,dd_change_vs_full_candidate
0.22251748466709476,-0.21949045670277334,55.60801829914156,1331,55,0,-0.20073582360660228,617,leave_out_GFC,20,GFC,0.0,0.0
0.222423916475466,-0.2392559171389964,55.52295666246632,1339,61,0,-0.20136793529341795,617,leave_out_2011,18,2011,-9.356819162875674e-05,-0.01976546043622307
0.22017239105205677,-0.22990205596333402,53.5130089011851,1395,66,0,-0.2023064895414753,617,leave_out_2015_16,18,2015_16,-0.0023450936150379853,-0.010411599260560678
0.22251748466709476,-0.21949045670277334,55.60801829914156,1331,55,0,-0.20073582360660228,617,leave_out_COVID,20,COVID,0.0,0.0
0.22363821696743602,-0.23232960338278585,56.63653143406665,1315,52,0,-0.20029243112644757,607,leave_out_2022,18,2022,0.001120732300341265,-0.012839146680012514
