date,canonical_nav,canonical_alloc,wealth_core_nav,damaged,green,r20,r40,healthy,candidate_nav,candidate_alloc
2006-07-31,1.0,1.0,5.8954766700424575,0.6086956521739131,0.3478260869565217,-0.0499870372306699,-0.0203297993931501,False,1.0,1.0
2006-08-01,0.983355443080857,1.0,5.797349073042456,0.6956521739130435,0.2608695652173913,-0.0738564574122807,-0.0176632396480111,False,0.983355443080857,1.0
2006-08-02,0.9839179422921336,1.0,5.800665274019455,0.6086956521739131,0.2608695652173913,-0.0648060468430441,-0.0131813044247258,False,0.9839179422921337,1.0
2006-08-03,0.9947847332719952,1.0,5.864730186719456,0.5217391304347826,0.2608695652173913,-0.0569420261556063,0.0060504426356202,False,0.9947847332719953,1.0
2006-08-04,0.991786569630738,1.0,5.847054582919455,0.6086956521739131,0.2608695652173913,-0.0490738343828285,0.0075196103988874,False,0.9917865696307381,1.0
2006-08-07,0.9897543912386362,1.0,5.835073922619453,0.6086956521739131,0.3043478260869565,-0.0467109426142661,0.0057896581447656,False,0.9897543912386363,1.0
2006-08-08,0.9851137260420424,1.0,5.807714989219456,0.5652173913043478,0.3043478260869565,-0.0553029302558437,0.0323928570274127,False,0.9851137260420425,1.0
2006-08-09,0.9820845348163784,1.0,5.789856463019456,0.6086956521739131,0.3043478260869565,-0.044930228593066,0.0508120086183443,False,0.9820845348163785,1.0
2006-08-10,0.9764138497011476,1.0,5.756425071219456,0.6086956521739131,0.3478260869565217,-0.0259857412116523,0.0337830104216068,False,0.9764138497011478,1.0
2006-08-11,0.9642989179780296,1.0,5.685001773886657,0.4545454545454545,0.3181818181818182,-0.0341952001039734,-0.0087890748430983,False,0.9642989179780297,1.0
2006-08-14,0.9606750143828268,1.0,5.663637134786656,0.5454545454545454,0.2727272727272727,-0.027282170584549,-0.0083229046276102,False,0.9606750143828269,1.0
2006-08-15,0.9685138750019916,1.0,5.709850954686656,0.5,0.4090909090909091,-0.0291148032669006,0.0114633394156615,False,0.9685138750019916,1.0
2006-08-16,0.974943967949374,1.0,5.747759417644154,0.4285714285714285,0.3809523809523809,-0.0448001009313796,0.0203078922709316,False,0.974943967949374,1.0
2006-08-17,0.9642761644756396,1.0,5.684867631144155,0.5714285714285714,0.238095238095238,-0.0257778941969057,-0.0169109257117386,False,0.9642761644756396,1.0
2006-08-18,0.9639538839703744,1.0,5.682967633944156,0.5238095238095238,0.2857142857142857,-0.0089650690584747,-0.0162290897773528,False,0.9639538839703744,1.0
2006-08-21,0.9580913013270356,1.0,5.648404914744155,0.5238095238095238,0.3333333333333333,-0.0375441131493747,-0.0343961983576495,False,0.9580913013270356,1.0
2006-08-22,0.9628755602222197,1.0,5.676610401444155,0.5714285714285714,0.2857142857142857,-0.0341519729541927,-0.0368096205265549,False,0.9628755602222197,1.0
2006-08-23,0.9508344813342272,1.0,5.605622501777856,0.6818181818181818,0.2727272727272727,-0.0387520760779258,-0.0407462448087979,False,0.9508344813342272,1.0
2006-08-24,0.950114344161677,1.0,5.601376949877856,0.5454545454545454,0.3181818181818182,-0.0251402080141449,-0.0481442733904899,False,0.950114344161677,1.0
2006-08-25,0.9499478415775876,1.0,5.600395337777855,0.5,0.3636363636363636,-0.0401792206531288,-0.0792729525800089,False,0.9499478415775876,1.0
2006-08-28,0.9504737817133112,1.0,5.6034960055778535,0.5454545454545454,0.4090909090909091,-0.0495262182866887,-0.0970375865999677,False,0.9504737817133113,1.0
2006-08-29,0.9531769263090626,1.0,5.6194323314778565,0.4090909090909091,0.5,-0.0306893270222261,-0.1022791794602783,False,0.9531769263090628,1.0
2006-08-30,0.9400177298874708,1.0,5.541852595977855,0.4545454545454545,0.4545454545454545,-0.0446177577597509,-0.1065323041033851,False,0.940017729887471,1.0
2006-08-31,0.9471927323287396,1.0,5.584152655477854,0.5,0.4545454545454545,-0.0478415071637844,-0.102059340967147,False,0.9471927323287397,1.0
2006-09-01,0.9538873638647708,1.0,5.623620699513055,0.5217391304347826,0.4347826086956521,-0.038213066123771,-0.0854116388283815,False,0.9538873638647708,1.0
2006-09-05,0.9435620660123816,1.0,5.562748146913055,0.5652173913043478,0.391304347826087,-0.0466704928365581,-0.0912014127381561,False,0.9435620660123816,1.0
2006-09-06,0.9288543547495068,1.0,5.476039178293057,0.5652173913043478,0.4347826086956521,-0.0571095192415728,-0.109254125737855,False,0.9288543547495068,1.0
2006-09-07,0.9297166548118292,1.0,5.481122848193055,0.5652173913043478,0.391304347826087,-0.0533231897540674,-0.0958575952421718,False,0.9297166548118292,1.0
2006-09-08,0.9245418583691556,1.0,5.450614956493054,0.5652173913043478,0.3478260869565217,-0.0531250057010849,-0.0777302542627212,False,0.9245418583691556,1.0
2006-09-11,0.9205025785733412,1.0,5.426801476693056,0.5652173913043478,0.4347826086956521,-0.0454178041561238,-0.0780599333586955,False,0.9205025785733412,1.0
2006-09-12,0.9326931242106768,1.0,5.498670554093056,0.4782608695652174,0.391304347826087,-0.0291273216782124,-0.0556148357040655,False,0.9326931242106768,1.0
2006-09-13,0.9378581013812812,1.0,5.529120556503656,0.5,0.4166666666666667,-0.0316523845573685,-0.059845634874953,False,0.9378581013812812,1.0
2006-09-14,0.9233803922532446,1.0,5.443767560103656,0.5416666666666666,0.375,-0.0528887581145656,-0.0953194373442773,False,0.9233803922532446,1.0
2006-09-15,0.9266520857022256,1.0,5.463055752503655,0.5416666666666666,0.2916666666666667,-0.039017949586956,-0.063790043207629,False,0.9266520857022257,1.0
2006-09-18,0.9323501463717218,1.0,5.496648536245155,0.48,0.36,-0.0327855285654142,-0.0414566730961815,False,0.9323501463717218,1.0
2006-09-19,0.929725117495153,1.0,5.481172739745157,0.52,0.28,-0.0296069735656643,-0.0660395191494792,False,0.929725117495153,1.0
2006-09-20,0.9297178333852492,1.0,5.481129796445156,0.48,0.28,-0.0344361495989345,-0.0674120601033779,False,0.9297178333852492,1.0
2006-09-21,0.9306055245411812,1.0,5.486363158945156,0.48,0.36,-0.021274950782875,-0.0592025783495088,False,0.9306055245411812,1.0
2006-09-22,0.924776760876554,1.0,5.451999818745155,0.48,0.32,-0.0266679304873345,-0.0511377011817211,False,0.924776760876554,1.0
2006-09-25,0.931419614727372,1.0,5.491162608645156,0.44,0.32,-0.0195044675499714,-0.0589000138976882,False,0.931419614727372,1.0
2006-09-26,0.9380087615214546,1.0,5.530008769845154,0.44,0.32,-0.0131145334376161,-0.0619912384785454,False,0.9380087615214545,1.0
2006-09-27,0.9532260077122288,1.0,5.619721689745155,0.4,0.4,5.1492437354916376e-05,-0.0306394148531203,True,0.9532260077122287,1.0
2006-09-28,0.9481851273791742,1.0,5.590003297345156,0.44,0.32,0.0086885568559234,-0.0363168648289069,True,0.948185127379174,1.0
