Buffer basis points,Transaction date,Buy or sell,Ticker,Ticker name,Amount of shares
5,2021-02-23,SELL,REGN,,22.0
5,2021-02-25,SELL,PACB,,1131.0
5,2021-03-02,BUY,SICPQ,,159.0
5,2021-03-03,SELL,NIO,,339.0
5,2021-03-04,SELL,AGNT,,644.0
5,2021-03-05,SELL,FVRR,,196.0
5,2021-03-08,SELL,SWAV,,67.0
5,2021-03-09,SELL,BILI,,439.0
5,2021-03-25,BUY,TPR,,505.0
5,2021-03-29,SELL,MRTX,,71.0
5,2021-03-29,BUY,CTRN,,245.0
5,2021-04-05,BUY,DEN,,425.0
5,2021-04-06,BUY,SM,,1259.0
5,2021-04-07,BUY,TPL,,13.0
5,2021-04-08,BUY,CPE,,555.0
5,2021-04-09,BUY,DBRG,,3220.0
5,2021-04-26,SELL,SICPQ,,159.0
5,2021-04-29,BUY,ATKR,,289.0
5,2021-05-11,SELL,SAIL1,,385.0
5,2021-05-13,SELL,DOCU,,7.0
5,2021-05-26,BUY,CHRD,,256.0
5,2021-06-11,BUY,DAC,,319.0
5,2021-06-15,BUY,COF,,96.0
5,2021-07-19,SELL,CPE,,555.0
5,2021-07-20,SELL,SM,,1259.0
5,2021-08-09,SELL,ZNGA,,1972.0
5,2021-08-13,SELL,CTRN,,245.0
5,2021-08-18,BUY,ORLY,,38.0
5,2021-08-19,BUY,LSI,,189.0
5,2021-09-08,SELL,TPL,,13.0
5,2021-09-09,BUY,EPAM,,37.0
5,2021-09-15,BUY,WST,,51.0
5,2021-09-29,SELL,DBRG,,3220.0
5,2021-10-01,SELL,FDX,,60.0
5,2021-10-08,BUY,PRFT,,188.0
5,2021-10-29,BUY,ASAN,,110.0
5,2021-11-02,BUY,ARES,,2.0
5,2021-11-11,SELL,LPRO,,631.0
5,2021-12-01,SELL,DAC,,319.0
5,2021-12-02,SELL,ASAN,,110.0
5,2021-12-03,SELL,COF,,96.0
5,2021-12-06,SELL,SE,,218.0
5,2021-12-13,SELL,GNRC,,76.0
5,2021-12-14,BUY,FDS,,50.0
5,2022-01-03,BUY,COST,,42.0
5,2022-01-04,BUY,BLDR,,286.0
5,2022-01-05,BUY,WIRE,,169.0
5,2022-01-06,BUY,PLD,,147.0
5,2022-01-07,BUY,ACLS,,324.0
5,2022-01-13,BUY,ON,,343.0
5,2022-01-18,SELL,PRFT,,188.0
5,2022-01-20,SELL,EPAM,,37.0
5,2022-01-21,SELL,LOB,,410.0
5,2022-02-17,BUY,VET,,1209.0
5,2022-02-22,BUY,CVE,,1357.0
5,2022-02-23,BUY,CVX,,155.0
5,2022-03-08,SELL,TPR,,505.0
5,2022-03-08,SELL,WST,,51.0
5,2022-03-09,SELL,DPZ,,57.0
5,2022-04-07,BUY,ABBV,,130.0
5,2022-04-08,BUY,MCK,,69.0
5,2022-04-11,BUY,PCRX,,225.0
5,2022-04-12,SELL,ACLS,,324.0
5,2022-04-25,SELL,FRHC,,430.0
5,2022-04-26,SELL,ARES,,2.0
5,2022-05-13,BUY,AMR,,132.0
5,2022-05-19,SELL,PLD,,147.0
5,2022-05-20,SELL,COST,,42.0
5,2022-05-25,SELL,BLDR,,286.0
5,2022-05-25,BUY,BMY,,269.0
5,2022-05-26,BUY,SRE,,126.0
5,2022-06-07,SELL,FDS,,50.0
5,2022-06-14,SELL,LSI,,189.0
5,2022-06-15,SELL,PCRX,,225.0
5,2022-06-22,BUY,STNG,,526.0
5,2022-06-23,SELL,DEN,,425.0
5,2022-06-23,SELL,ATKR,,289.0
5,2022-06-23,BUY,PBF,,572.0
5,2022-06-24,SELL,VET,,1209.0
5,2022-06-28,BUY,MRK,,209.0
5,2022-06-29,SELL,WIRE,,169.0
5,2022-07-01,SELL,CHRD,,256.0
5,2022-07-01,SELL,DAR,,4.0
5,2022-07-05,SELL,ON,,343.0
5,2022-07-05,SELL,AMR,,132.0
5,2022-07-07,SELL,CVE,,1357.0
5,2022-07-11,BUY,HRB,,512.0
5,2022-07-14,SELL,DLR,,106.0
5,2022-07-18,BUY,LNTH,,270.0
5,2022-07-19,BUY,CNR,,327.0
5,2022-07-26,BUY,GO,,437.0
5,2022-07-27,BUY,GLNG,,858.0
5,2022-07-28,BUY,SAIL1,,308.0
5,2022-08-01,BUY,SWCH,,583.0
5,2022-08-03,BUY,CHNG,,808.0
5,2022-08-04,BUY,ACC,,297.0
5,2022-08-05,BUY,MNDT,,843.0
5,2022-08-08,BUY,CTIC,,2606.0
5,2022-08-30,BUY,MUSA,,67.0
5,2022-08-31,BUY,GPC,,127.0
5,2022-09-26,BUY,INSW,,564.0
5,2022-09-29,SELL,ABBV,,130.0
5,2022-09-29,BUY,DHT,,169.0
5,2022-10-13,SELL,CTIC,,2606.0
5,2022-10-17,SELL,GO,,437.0
5,2022-10-25,BUY,ELF,,488.0
5,2022-10-31,BUY,FSLR,,158.0
5,2022-11-04,SELL,LNTH,,270.0
5,2022-11-14,BUY,AVEO,,1413.0
5,2022-11-15,SELL,BMY,,269.0
5,2022-11-16,SELL,SRE,,126.0
5,2022-11-16,BUY,NUVL,,650.0
5,2022-11-17,BUY,MYOV,,789.0
5,2022-12-07,SELL,PBF,,572.0
5,2022-12-20,BUY,ERIE,,76.0
5,2022-12-21,BUY,TTC,,186.0
5,2022-12-22,BUY,RMBS,,492.0
5,2022-12-29,SELL,HRB,,512.0
5,2023-01-10,BUY,AAWW,,190.0
5,2023-01-18,SELL,GLNG,,858.0
5,2023-02-03,BUY,WFRD,,374.0
5,2023-02-06,BUY,YPF,,1752.0
5,2023-02-17,BUY,TDW,,7.0
5,2023-02-21,SELL,CNR,,327.0
5,2023-02-22,SELL,MUSA,,67.0
5,2023-03-07,BUY,ALGM,,484.0
5,2023-04-03,BUY,NSIT,,153.0
5,2023-04-04,BUY,IPAR,,150.0
5,2023-04-05,SELL,NUVL,,650.0
5,2023-04-25,BUY,WYNN,,194.0
5,2023-05-03,BUY,NVO,,38.0
5,2023-05-05,SELL,INSW,,564.0
5,2023-05-05,SELL,DHT,,169.0
5,2023-05-08,BUY,PEN,,70.0
5,2023-06-07,BUY,BLDR,,15.0
5,2023-06-08,BUY,CX,,1.0
5,2023-06-13,SELL,STNG,,526.0
5,2023-06-14,SELL,ERIE,,76.0
5,2023-06-15,SELL,TTC,,186.0
5,2023-07-17,BUY,TPH,,700.0
5,2023-07-18,BUY,NVDA,,51.0
5,2023-07-19,BUY,MANH,,53.0
5,2023-08-28,SELL,ALGM,,484.0
5,2023-09-26,SELL,IPAR,,150.0
5,2023-09-27,SELL,FSLR,,158.0
5,2023-09-28,SELL,PEN,,70.0
5,2023-09-28,BUY,CEG,,205.0
5,2023-10-06,SELL,ELF,,488.0
5,2023-10-09,SELL,CX,,1.0
5,2023-10-16,SELL,WYNN,,194.0
5,2023-10-20,SELL,GPC,,127.0
5,2023-10-26,SELL,BLDR,,15.0
5,2023-10-26,BUY,VRT,,589.0
5,2023-10-27,BUY,UEC,,3886.0
5,2023-10-30,BUY,ANF,,370.0
5,2023-10-31,SELL,YPF,,1752.0
5,2023-11-07,BUY,MMYT,,557.0
5,2023-11-08,BUY,XPO,,280.0
5,2023-11-15,BUY,CLS,,881.0
5,2023-11-21,BUY,HRB,,518.0
5,2023-11-28,BUY,CNR,,35.0
5,2023-12-01,BUY,AEO,,2.0
5,2024-01-09,SELL,MANH,,53.0
5,2024-01-23,SELL,AEE,,162.0
5,2024-02-09,BUY,CRWD,,67.0
5,2024-02-20,SELL,CNR,,35.0
5,2024-02-23,BUY,AGO,,37.0
5,2024-03-21,BUY,WING,,1.0
5,2024-06-12,SELL,UEC,,3886.0
5,2024-07-16,BUY,TRGP,,170.0
5,2024-07-23,SELL,CRWD,,67.0
5,2024-07-31,SELL,VRT,,589.0
5,2024-07-31,SELL,RMBS,,492.0
5,2024-08-05,SELL,ANF,,370.0
5,2024-08-15,SELL,AGO,,37.0
5,2024-08-22,BUY,ADMA,,1901.0
5,2024-08-30,BUY,AEM,,407.0
5,2024-09-03,BUY,CRS,,232.0
5,2024-09-05,BUY,LMT,,56.0
5,2024-09-06,SELL,WFRD,,374.0
5,2024-09-09,SELL,CLS,,881.0
5,2024-09-09,SELL,TDW,,7.0
5,2024-09-17,BUY,FOX,,896.0
5,2024-10-08,BUY,AHR,,1367.0
5,2024-10-09,BUY,AFL,,112.0
5,2024-10-10,BUY,AKR,,4.0
5,2024-10-31,SELL,WING,,1.0
5,2024-11-12,SELL,AEO,,2.0
5,2024-11-15,SELL,NSIT,,153.0
5,2024-11-18,SELL,NVO,,76.0
5,2024-12-03,BUY,CNK,,892.0
5,2024-12-13,BUY,LLYVK,,8.0
5,2024-12-18,BUY,EXLS,,4.0
5,2024-12-20,BUY,SOFI,,1.0
5,2025-02-05,SELL,MRK,,209.0
5,2025-02-14,SELL,ADMA,,1901.0
5,2025-02-18,SELL,LMT,,56.0
5,2025-02-19,SELL,TPH,,700.0
5,2025-03-04,SELL,CNK,,892.0
5,2025-03-04,SELL,CEG,,205.0
5,2025-03-05,SELL,PWR,,248.0
5,2025-03-07,SELL,SOFI,,1.0
5,2025-03-10,SELL,XPO,,280.0
5,2025-03-10,BUY,VRNA,,503.0
5,2025-03-19,BUY,LX,,3089.0
5,2025-03-20,BUY,SRAD,,1460.0
5,2025-03-21,BUY,ESLT,,80.0
5,2025-04-03,BUY,EAT,,215.0
5,2025-04-04,SELL,NVDA,,510.0
5,2025-04-04,SELL,AKR,,4.0
5,2025-04-04,BUY,PYCR,,1435.0
5,2025-04-07,BUY,SWI,,1655.0
5,2025-04-08,SELL,LX,,3089.0
5,2025-04-08,BUY,ATSG,,1349.0
5,2025-04-09,BUY,FNMA,,5760.0
5,2025-05-07,BUY,VRSN,,117.0
5,2025-05-08,BUY,CNP,,853.0
5,2025-05-09,BUY,KC,,2287.0
5,2025-05-28,BUY,NUTX,,209.0
5,2025-05-29,BUY,TDUP,,1435.0
5,2025-06-03,BUY,BBVA,,10.0
5,2025-06-11,SELL,NUTX,,209.0
5,2025-07-15,BUY,ASM,,5857.0
5,2025-07-23,SELL,FNMA,,5760.0
5,2025-08-08,SELL,LLY,,105.0
5,2025-08-22,BUY,WLDN,,334.0
5,2025-09-10,BUY,RBLX,,274.0
5,2025-09-25,SELL,EAT,,215.0
5,2025-10-14,SELL,TRGP,,170.0
5,2025-10-27,BUY,WDC,,279.0
5,2025-10-28,SELL,VRSN,,117.0
5,2025-10-29,SELL,MMYT,,557.0
5,2025-10-30,SELL,KC,,2287.0
5,2025-11-05,SELL,TDUP,,1435.0
5,2025-11-05,SELL,ASM,,5857.0
5,2025-11-13,SELL,HRB,,518.0
5,2025-11-13,BUY,INDV,,1208.0
5,2025-11-18,SELL,SRAD,,1460.0
5,2025-11-20,SELL,RBLX,,274.0
5,2025-11-20,BUY,BE,,331.0
5,2025-11-28,BUY,LGND,,176.0
5,2025-12-01,BUY,LITE,,112.0
5,2025-12-02,BUY,SNDK,,171.0
5,2025-12-08,BUY,CIEN,,180.0
5,2025-12-09,BUY,ROIV,,1734.0
5,2025-12-16,BUY,PVLA,,407.0
5,2025-12-18,SELL,BE,,331.0
5,2025-12-19,BUY,GOOG,,120.0
5,2025-12-23,BUY,GOOGL,,122.0
5,2026-01-22,BUY,ARWR,,7.0
5,2026-02-04,SELL,EXLS,,4.0
5,2026-03-02,SELL,WLDN,,334.0
5,2026-03-09,BUY,ERAS,,1936.0
5,2026-04-01,BUY,TEN,,1.0
5,2026-04-29,SELL,ERAS,,1936.0
5,2026-05-20,SELL,AEM,,407.0
5,2026-06-01,BUY,KGS,,886.0
5,2026-06-11,SELL,CIEN,,180.0
5,2026-06-11,SELL,PVLA,,407.0
5,2026-06-18,SELL,FOX,,896.0
5,2026-06-23,BUY,ATEX,,842.0
5,2026-07-06,SELL,LITE,,112.0
5,2026-07-08,SELL,SNDK,,171.0
5,2026-07-15,BUY,ATEN,,1587.0
5,2026-07-16,SELL,WDC,,279.0
5,2026-07-16,BUY,BAND,,831.0
5,2026-07-22,BUY,SYRE,,576.0
5,2026-07-30,SELL,BAND,,831.0
10,2006-07-06,BUY,MED,,205.0
10,2006-07-06,BUY,ACLI,,66.0
10,2006-07-06,BUY,FALB,,75.0
10,2006-07-06,BUY,TTI,,131.0
10,2006-07-06,BUY,CHAP1,,56.0
10,2006-07-06,BUY,LFCHY,,64.0
10,2006-07-06,BUY,ADM,,94.0
10,2006-07-06,BUY,LVS,,53.0
10,2006-07-06,BUY,MNST,,19.0
10,2006-07-06,BUY,BFH,,67.0
10,2006-07-06,BUY,AVL1,,84.0
10,2006-07-06,BUY,LECO,,65.0
10,2006-07-06,BUY,DAKT,,137.0
10,2006-07-06,BUY,MTW,,89.0
10,2006-07-06,BUY,VOLT2,,83.0
10,2006-07-06,BUY,EXPD,,74.0
10,2006-07-06,BUY,KEX,,101.0
10,2006-07-06,BUY,OII,,86.0
10,2006-07-06,BUY,FTI1,,57.0
10,2006-07-06,BUY,WEBX1,,111.0
10,2006-07-06,BUY,JLL,,46.0
10,2006-07-06,BUY,AGP,,130.0
10,2006-07-06,BUY,ATI,,58.0
10,2006-07-06,BUY,TEX,,40.0
10,2006-07-06,BUY,WCC,,60.0
10,2006-08-08,SELL,MNST,,76.0
10,2006-08-10,SELL,EXPD,,74.0
10,2006-08-16,SELL,MED,,205.0
10,2006-08-28,SELL,DAKT,,137.0
10,2006-09-08,BUY,CMCSK,,101.0
10,2006-09-12,BUY,HCR1,,65.0
10,2006-09-15,SELL,VOLT2,,83.0
10,2006-09-18,SELL,OII,,86.0
10,2006-09-18,BUY,CXW,,80.0
10,2006-10-04,BUY,CMCSA,,94.0
10,2006-10-17,BUY,EPC,,49.0
10,2006-10-18,BUY,UST1,,42.0
10,2006-11-02,BUY,ACAS,,1.0
10,2006-12-18,BUY,MA,,41.0
10,2006-12-26,SELL,TTI,,131.0
10,2006-12-26,SELL,ADM,,94.0
10,2006-12-26,SELL,KEX,,101.0
10,2006-12-26,SELL,FTI1,,57.0
10,2006-12-26,SELL,WEBX1,,111.0
10,2006-12-26,SELL,WCC,,60.0
10,2007-01-30,BUY,TSG1,,129.0
10,2007-01-31,BUY,CF,,136.0
10,2007-02-01,BUY,MTCH,,109.0
10,2007-02-02,BUY,HAS,,146.0
10,2007-02-05,BUY,TRA,,287.0
10,2007-02-06,BUY,UIS,,11.0
10,2007-02-28,SELL,LFCHY,,170.6688
10,2007-03-30,BUY,MIR2,,102.0
10,2007-05-04,SELL,AGP,,130.0
10,2007-05-15,BUY,GEN1,,179.0
10,2007-05-22,SELL,LVS,,53.0
10,2007-06-06,BUY,TRW,,119.0
10,2007-06-13,SELL,ACLI,,132.0
10,2007-06-22,BUY,NRG,,111.0
10,2007-07-16,BUY,GLBL1,,134.0
10,2007-07-25,SELL,MTCH,,109.0
10,2007-07-30,SELL,UIS,,11.0
10,2007-08-10,SELL,TRA,,287.0
10,2007-08-24,BUY,TBSIQ,,117.0
10,2007-08-29,BUY,DRYS,,71.0
10,2007-09-12,BUY,OII,,1.0
10,2007-10-30,SELL,CMCSA,,141.0
10,2007-10-30,BUY,EDO,,89.0
10,2007-11-02,SELL,CMCSK,,151.5
10,2007-11-08,SELL,JLL,,46.0
10,2007-11-08,SELL,TRW,,119.0
10,2007-11-12,SELL,TEX,,80.0
10,2007-11-13,SELL,TBSIQ,,117.0
10,2007-11-13,SELL,DRYS,,71.0
10,2007-11-30,BUY,MTL,,57.0
10,2007-12-05,BUY,TELFY,,46.0
10,2007-12-11,BUY,IHS2,,71.0
10,2007-12-12,SELL,NRG,,111.0
10,2007-12-12,BUY,BIDU,,12.0
10,2007-12-13,BUY,SIGM,,73.0
10,2007-12-14,BUY,BMRN,,165.0
10,2007-12-17,BUY,KUST,,800.0
10,2007-12-18,SELL,ACAS,,1.0
10,2008-01-04,SELL,GLBL1,,134.0
10,2008-01-07,SELL,ATI,,58.0
10,2008-01-08,SELL,SIGM,,73.0
10,2008-01-10,SELL,HAS,,146.0
10,2008-01-15,BUY,CVD,,49.0
10,2008-01-18,SELL,GEN1,,179.0
10,2008-01-18,SELL,BFH,,67.0
10,2008-01-18,SELL,LECO,,65.0
10,2008-01-18,SELL,MTW,,178.0
10,2008-01-18,SELL,BIDU,,12.0
10,2008-01-22,BUY,PHRM,,63.0
10,2008-02-01,SELL,OII,,1.0
10,2008-02-06,BUY,PRGO,,130.0
10,2008-02-07,SELL,CXW,,160.0
10,2008-02-07,BUY,MEE,,114.0
10,2008-02-08,BUY,MOS,,47.0
10,2008-02-11,BUY,INCY,,372.0
10,2008-02-12,BUY,AUXL,,134.0
10,2008-02-13,BUY,GOLD1,,97.0
10,2008-02-21,BUY,FRFHF,,15.0
10,2008-02-22,BUY,CMO,,255.0
10,2008-02-25,BUY,GLDN1,,44.0
10,2008-02-26,BUY,KGC,,134.0
10,2008-02-27,BUY,CDE,,1.0
10,2008-03-07,SELL,CMO,,255.0
10,2008-03-10,SELL,CELG,,52.0
10,2008-03-11,SELL,INCY,,372.0
10,2008-03-14,BUY,CMP,,74.0
10,2008-03-17,BUY,SID,,113.0
10,2008-03-24,SELL,AUXL,,134.0
10,2008-04-09,BUY,WLTGQ,,68.0
10,2008-04-10,BUY,XEC,,80.0
10,2008-04-11,BUY,EOG,,1.0
10,2008-04-15,BUY,THC,,2.0
10,2008-04-22,SELL,CDE,,1.0
10,2008-04-24,BUY,BPZRQ,,2.0
10,2008-04-30,SELL,KGC,,134.0
10,2008-04-30,SELL,EPC,,49.0
10,2008-05-22,BUY,JRCCQ,,137.0
10,2008-05-29,SELL,TELFY,,46.0
10,2008-06-02,BUY,MMR,,158.0
10,2008-06-03,BUY,CGRNQ,,6.0
10,2008-06-04,SELL,IHS2,,71.0
10,2008-06-13,SELL,GOLD1,,97.0
10,2008-06-30,BUY,UNTCQ,,64.0
10,2008-07-07,SELL,MMR,,158.0
10,2008-07-07,SELL,BMRN,,165.0
10,2008-07-07,BUY,PCXCQ,,38.0
10,2008-07-08,SELL,CVD,,49.0
10,2008-07-09,SELL,JRCCQ,,137.0
10,2008-07-16,BUY,ANRZQ,,51.0
10,2008-07-21,SELL,MIR2,,102.0
10,2008-07-21,SELL,MTL,,171.0
10,2008-07-24,SELL,MEE,,114.0
10,2008-07-24,SELL,BPZRQ,,2.0
10,2008-07-25,SELL,CGRNQ,,6.0
10,2008-07-30,SELL,EOG,,1.0
10,2008-08-05,SELL,XEC,,80.0
10,2008-08-05,SELL,MOS,,47.0
10,2008-08-05,SELL,KUST,,800.0
10,2008-08-06,BUY,SPSX,,98.0
10,2008-08-07,BUY,DRS1,,56.0
10,2008-08-08,SELL,SID,,113.0
10,2008-08-08,BUY,IPHS,,119.0
10,2008-08-12,SELL,FRFHF,,15.0
10,2008-08-22,BUY,FSYS,,80.0
10,2008-08-25,BUY,BUD1,,65.0
10,2008-08-26,BUY,MYGN,,68.0
10,2008-08-27,BUY,SQNM,,197.0
10,2008-08-28,BUY,IKN,,265.0
10,2008-08-29,BUY,WAB,,76.0
10,2008-09-02,BUY,SYNA,,129.0
10,2008-09-04,SELL,CMP,,74.0
10,2008-09-04,SELL,PCXCQ,,38.0
10,2008-09-05,SELL,MA,,41.0
10,2008-09-05,SELL,WLTGQ,,68.0
10,2008-09-05,BUY,THOR1,,156.0
10,2008-09-08,BUY,OCR,,135.0
10,2008-09-09,SELL,UNTCQ,,64.0
10,2008-09-09,BUY,UTHR,,36.0
10,2008-09-10,SELL,CF,,136.0
10,2008-09-10,SELL,ANRZQ,,51.0
10,2008-09-10,BUY,GCO,,110.0
10,2008-09-12,BUY,VAR,,62.0
10,2008-09-18,SELL,IPHS,,119.0
10,2008-09-23,BUY,GAS1,,81.0
10,2008-09-30,SELL,FSYS,,80.0
10,2008-10-03,SELL,THC,,2.0
10,2008-10-06,BUY,LDG,,50.0
10,2008-10-07,BUY,VRX1,,196.0
10,2008-10-08,SELL,GCO,,110.0
10,2008-10-08,SELL,SYNA,,129.0
10,2008-10-08,BUY,UB,,48.0
10,2008-10-09,SELL,SQNM,,197.0
10,2008-10-09,BUY,IMCL,,53.0
10,2008-10-10,SELL,WAB,,76.0
10,2008-10-13,SELL,VAR,,62.0
10,2008-10-13,BUY,PB,,101.0
10,2008-10-14,BUY,BWLD,,93.0
10,2008-10-15,BUY,FDRY,,207.0
10,2008-10-20,BUY,ATML,,906.0
10,2008-10-24,SELL,OCR,,135.0
10,2008-10-27,SELL,PRGO,,130.0
10,2008-10-29,SELL,THOR1,,156.0
10,2008-10-29,SELL,BWLD,,93.0
10,2008-10-29,SELL,UTHR,,36.0
10,2008-11-18,BUY,BRL,,52.0
10,2008-11-26,SELL,ATML,,906.0
10,2008-12-10,BUY,APOL,,46.0
10,2008-12-11,BUY,THOR1,,114.0
10,2008-12-12,BUY,DAL,,334.0
10,2008-12-15,BUY,AMGN,,58.0
10,2008-12-16,BUY,ALO1,,97.0
10,2008-12-17,BUY,LCC,,477.0
10,2008-12-18,BUY,CBST,,140.0
10,2008-12-19,BUY,CRI,,174.0
10,2008-12-24,SELL,GAS1,,81.0
10,2009-01-13,SELL,PB,,101.0
10,2009-01-21,BUY,ALK,,120.0
10,2009-01-22,BUY,JBLU,,536.0
10,2009-01-23,BUY,IDCC,,110.0
10,2009-01-26,BUY,SMG,,102.0
10,2009-01-27,BUY,MNST,,100.0
10,2009-01-28,SELL,DAL,,334.0
10,2009-01-28,BUY,RGLD,,71.0
10,2009-01-29,BUY,FRFHF,,10.0
10,2009-01-30,SELL,LCC,,477.0
10,2009-01-30,BUY,ORLY,,110.0
10,2009-02-02,BUY,DLTR,,77.0
10,2009-02-03,BUY,AVAV,,89.0
10,2009-02-04,BUY,ATHN1,,89.0
10,2009-02-05,BUY,GMCR,,82.0
10,2009-02-09,BUY,FNF,,178.0
10,2009-02-13,BUY,ESINQ,,26.0
10,2009-02-17,BUY,WTRG,,160.0
10,2009-02-19,SELL,CBST,,140.0
10,2009-02-20,SELL,JBLU,,536.0
10,2009-02-20,BUY,MBOT,,1481.0
10,2009-03-02,SELL,ATHN1,,89.0
10,2009-03-02,BUY,COCOQ,,149.0
10,2009-03-03,SELL,ALK,,120.0
10,2009-03-03,SELL,THOR1,,114.0
10,2009-03-04,SELL,VRX1,,196.0
10,2009-03-04,SELL,IDCC,,110.0
10,2009-03-04,BUY,PRDO,,121.0
10,2009-03-05,SELL,FRFHF,,10.0
10,2009-03-11,SELL,AVAV,,89.0
10,2009-03-23,BUY,CVTX,,148.0
10,2009-03-24,BUY,AU,,80.0
10,2009-04-01,BUY,SNDA1,,78.0
10,2009-04-02,BUY,AZO,,18.0
10,2009-04-03,BUY,BKNG,,35.0
10,2009-04-06,BUY,IAG,,381.0
10,2009-04-07,BUY,ADM,,105.0
10,2009-04-08,BUY,NFLX,,16.0
10,2009-04-13,SELL,APOL,,46.0
10,2009-04-13,BUY,CY,,1.0
10,2009-05-08,SELL,FNF,,178.0
10,2009-05-08,SELL,MYGN,,136.0
10,2009-05-13,BUY,TIVO,,147.0
10,2009-06-03,BUY,IQNT,,102.0
10,2009-06-09,SELL,AMGN,,58.0
10,2009-06-10,BUY,PALM,,255.0
10,2009-06-11,BUY,STRZA,,216.0
10,2009-06-18,SELL,MNST,,100.0
10,2009-07-10,BUY,STEC1,,128.0
10,2009-07-21,SELL,RGLD,,71.0
10,2009-07-21,BUY,BIDU,,9.0
10,2009-08-06,SELL,ESINQ,,26.0
10,2009-08-07,SELL,WTRG,,160.0
10,2009-08-12,SELL,MBOT,,1481.0
10,2009-08-20,SELL,COCOQ,,149.0
10,2009-08-20,BUY,ASH,,101.0
10,2009-09-08,BUY,DTGF,,165.0
10,2009-09-09,BUY,PWRD1,,96.0
10,2009-09-14,BUY,FUQI,,97.0
10,2009-09-18,SELL,IQNT,,102.0
10,2009-09-22,SELL,STEC1,,128.0
10,2009-09-22,BUY,CAR,,168.0
10,2009-09-23,SELL,AZO,,18.0
10,2009-10-20,BUY,JNY,,192.0
10,2009-10-22,BUY,VECO,,109.0
10,2009-10-23,BUY,ALU,,1.0
10,2009-10-28,SELL,CAR,,168.0
10,2009-10-28,SELL,FUQI,,97.0
10,2009-10-29,SELL,SNDA1,,78.0
10,2009-11-02,SELL,DTGF,,165.0
10,2009-11-02,SELL,PALM,,255.0
10,2009-11-30,BUY,MATV,,57.0
10,2009-12-01,BUY,TUPBQ,,76.0
10,2009-12-02,BUY,MCK,,57.0
10,2009-12-03,BUY,PRGO,,56.0
10,2009-12-04,BUY,NUS,,1.0
10,2010-01-26,SELL,IAG,,381.0
10,2010-02-09,SELL,ALU,,1.0
10,2010-02-12,SELL,MATV,,57.0
10,2010-02-26,BUY,EL,,63.0
10,2010-03-03,SELL,PWRD1,,96.0
10,2010-03-12,BUY,EW,,41.0
10,2010-03-17,BUY,LNCR,,73.0
10,2010-04-05,BUY,HNT,,1.0
10,2010-05-20,SELL,BKNG,,35.0
10,2010-05-25,SELL,TUPBQ,,76.0
10,2010-05-26,SELL,VECO,,109.0
10,2010-06-08,SELL,GMCR,,369.0
10,2010-06-22,BUY,APKT,,142.0
10,2010-06-25,BUY,TSN,,226.0
10,2010-06-28,SELL,PRDO,,121.0
10,2010-06-28,BUY,VCI,,117.0
10,2010-06-30,SELL,JNY,,192.0
10,2010-07-07,SELL,ASH,,101.0
10,2010-07-09,BUY,IDC,,118.0
10,2010-07-29,BUY,CRUS,,211.0
10,2010-08-11,SELL,CRI,,174.0
10,2010-08-13,BUY,AZO,,19.0
10,2010-08-16,BUY,VMW,,52.0
10,2010-08-18,SELL,EL,,63.0
10,2010-08-27,SELL,LNCR,,109.5
10,2010-09-13,BUY,VRX1,,64.0
10,2010-09-14,BUY,PWER1,,365.0
10,2010-09-20,BUY,ISLN,,165.0
10,2010-10-12,BUY,BHC,,160.0
10,2010-10-22,SELL,CRUS,,211.0
10,2010-11-10,BUY,ENDPQ,,123.0
10,2010-11-23,BUY,LYB,,129.0
10,2010-12-15,SELL,TSN,,226.0
10,2010-12-16,SELL,VCI,,117.0
10,2011-01-18,BUY,ALXN,,61.0
10,2011-01-19,BUY,ATML,,367.0
10,2011-02-04,BUY,FOSL,,44.0
10,2011-03-01,SELL,PWER1,,365.0
10,2011-03-18,SELL,ATML,,367.0
10,2011-03-31,BUY,SM,,74.0
10,2011-04-19,BUY,JAZZ,,52.0
10,2011-05-03,SELL,TIVO,,147.0
10,2011-06-03,BUY,DTGF,,68.0
10,2011-07-28,SELL,APKT,,142.0
10,2011-08-08,SELL,HNT,,1.0
10,2011-08-08,SELL,BHC,,160.0
10,2011-08-09,SELL,EW,,82.0
10,2011-08-09,SELL,FOSL,,44.0
10,2011-08-09,SELL,LYB,,129.0
10,2011-08-09,SELL,ADM,,105.0
10,2011-08-09,SELL,SMG,,102.0
10,2011-08-22,SELL,ENDPQ,,123.0
10,2011-08-22,SELL,NFLX,,16.0
10,2011-08-22,SELL,CY,,1.0
10,2011-08-23,SELL,STRZA,,216.0
10,2011-08-29,BUY,DPZ,,185.0
10,2011-09-08,BUY,QCOR,,167.0
10,2011-09-09,BUY,RGLD,,62.0
10,2011-09-12,BUY,GOLD1,,45.0
10,2011-09-13,BUY,VRUS1,,65.0
10,2011-09-14,BUY,MNST,,57.0
10,2011-09-15,BUY,PSMT,,71.0
10,2011-09-16,BUY,MCD,,58.0
10,2011-09-22,BUY,DMND,,55.0
10,2011-09-23,BUY,CEPH,,61.0
10,2011-09-26,BUY,CROX,,179.0
10,2011-09-27,BUY,CEG1,,16.0
10,2011-09-29,SELL,DTGF,,68.0
10,2011-09-30,SELL,BIDU,,90.0
10,2011-10-04,SELL,SM,,74.0
10,2011-10-19,SELL,CROX,,179.0
10,2011-10-26,SELL,DMND,,55.0
10,2011-10-31,BUY,SUG,,118.0
