decision_date,execution_date,ticker,intended_shares,executed_shares,close_price_used_for_planning,next_open_price,close_to_open_percentage_gap,cash_available_before_execution,required_reserve,uncommitted_cash_after_reserve,close_required_reserve,close_uncommitted_cash_after_reserve,intended_notional,executed_notional,became_q0,buffer_basis_points,gap_alone_would_clip,open_uncommitted_cash_change_vs_close
2007-07-13,2007-07-16,GLBL1,135,133,28.68,28.97,1.0111576011157641,4068.5173110010187,192.43271596650152,3876.0845950345174,191.7055834665015,3876.811727534517,3871.8,3853.0099999999998,False,15,True,-0.7271324999996978
2008-02-22,2008-02-25,KGC,143,141,23.12,23.4,1.2110726643598468,3503.3776540640574,177.25683351609607,3326.1208205479616,176.8739964810961,3326.5036575829613,3306.1600000000003,3299.3999999999996,False,15,True,-0.38283703499973853
2008-04-14,2008-04-15,MLNM,1,0,24.45,24.48,0.12269938650306678,207.15571006406245,183.63283313409613,23.522876929966316,181.9387435650961,24.85696649896633,24.45,0.0,True,15,False,-1.3340895690000139
2008-06-02,2008-06-03,JRCCQ,126,125,40.77,40.87,0.2452783909737466,5342.448930064062,198.4638733950961,5143.985056668966,197.92478839509613,5144.524141668966,5137.02,5108.75,False,15,True,-0.5390850000003411
2009-09-11,2009-09-14,FUQI,104,102,30.35,30.99,2.1087314662273426,3304.202111961119,135.99797530494166,3168.2041366561775,136.8063301679417,3167.3957817931773,3156.4,3160.98,False,15,True,0.8083548630002042
2009-10-19,2009-10-20,JNY,144,143,19.4,19.45,0.2577319587628857,2944.4578019611217,141.3997998854417,2803.05800207568,141.2095527029417,2803.24824925818,2793.6,2781.35,False,15,True,-0.190247182499661
2010-09-17,2010-09-20,ISLN,46,44,25.08,25.62,2.1531100478469067,1307.7548421491274,153.85177327522368,1153.9030688739037,152.29337226322366,1155.4614698859036,1153.6799999999998,1127.28,False,15,True,-1.5584010119998766
2011-02-08,2011-02-09,ATML,120,111,14.66,15.79,7.708049113233284,1960.6404221491302,192.4325887442237,1768.2078334049065,192.51365013322373,1768.1267720159065,1759.2,1752.6899999999998,False,15,True,0.08106138900006954
2016-06-07,2016-06-08,HL,60,57,4.4,4.65,5.681818181818188,599.8704619901006,333.41659361248514,266.45386837761544,332.16804069298513,267.70242129711545,264.0,265.05,False,15,True,-1.248552919500014
2016-09-30,2016-10-03,EXEL,647,638,12.79,12.989999999999998,1.5637216575449475,8632.337794639581,336.3960551559594,8295.941739483622,337.1340566919593,8295.203737947622,8275.13,8287.619999999999,False,15,True,0.7380015359995014
2016-11-04,2016-11-07,NVDA,117,114,67.57,69.55024100000001,2.930651176557686,8272.716304639584,323.7144788184593,7949.001825821124,319.6842694569594,7953.032035182624,7905.69,7928.727474000001,False,15,True,-4.030209361500056
2018-06-13,2018-06-14,ABMD,26,25,433.07,435.19,0.48952825178378845,11799.423590706194,506.72657762205927,11292.697013084135,507.40146538605933,11292.022125320134,11259.82,10879.75,False,15,True,0.674887764000232
2020-01-31,2020-02-03,SYNA,184,182,66.69,67.45,1.139601139601143,12851.841237349296,517.3075760570239,12334.533661292271,514.9925718560238,12336.848665493271,12270.96,12275.9,False,15,True,-2.3150042010001926
2022-02-22,2022-02-23,CNQ,315,312,52.18,52.779999999999994,1.1498658489842661,17317.05055313856,831.6439179857077,16485.406635152853,824.3396858297077,16492.71086730885,16436.7,16467.359999999997,False,15,True,-7.304232155998761
2022-04-07,2022-04-08,MDRX,375,372,22.63,22.770000000000003,0.6186478126381179,9396.92267313856,896.5424965097081,8500.380176628852,895.8320590097078,8501.090614128852,8486.25,8470.44,False,15,True,-0.7104374999998981
2022-08-05,2022-08-08,CTIC,1544,1523,7.429999999999999,7.53,1.3458950201884479,12274.813113138625,787.7678763662078,11487.045236772417,785.829094669708,11488.984018468916,11471.919999999998,11468.19,False,15,True,-1.9387816964990634
2023-02-03,2023-02-06,YPF,1980,1957,11.18,11.31,1.1627906976744207,23002.879913138673,837.3912772217082,22165.488635916965,836.4360148697081,22166.443898268964,22136.399999999998,22133.670000000002,False,15,True,-0.9552623519994086
2024-07-15,2024-07-16,TRGP,186,185,134.34,134.89,0.40940896233436774,26450.97103513873,1401.091051552708,25049.879983586023,1391.7229215527084,25059.24811358602,24987.24,24954.649999999998,False,15,True,-9.368129999998928
2024-12-18,2024-12-19,RKLB,3,2,22.92,23.66,3.228621291448519,1395.8738851387377,1329.655980901708,66.21790423702964,1317.840755827708,78.0331293110296,68.76,47.32,False,15,False,-11.815225073999954
2025-05-28,2025-05-29,TDUP,1062,1048,7.22,7.309999999999999,1.2465373961218607,9063.336305138786,1393.1101228352081,7670.226182303578,1387.5956494577083,7675.740655681077,7667.639999999999,7660.879999999998,False,15,True,-5.514473377499598
2025-12-19,2025-12-22,GOOG,118,117,308.61,311.39,0.9008133242603744,38032.74973513885,1538.2498346027082,36494.499900536146,1522.2321296027085,36510.517605536144,36415.98,36432.63,False,15,True,-16.017704999998386
2026-02-24,2026-02-25,NESR,31,30,26.36,26.69,1.2518968133535813,2734.1164751388587,1928.0481997127083,806.0682754261504,1912.4432047127084,821.6732704261503,817.16,800.7,False,15,True,-15.604994999999917
