Transaction date,Buy or sell,Ticker,Ticker name,Amount of shares
2021-10-29,BUY,ASAN,,110.0
2021-11-02,BUY,ARES,,2.0
2021-11-11,SELL,LPRO,,631.0
2021-12-01,SELL,DAC,,319.0
2021-12-02,SELL,ASAN,,110.0
2021-12-03,SELL,COF,,96.0
2021-12-06,SELL,SE,,218.0
2021-12-13,SELL,GNRC,,76.0
2021-12-14,BUY,FDS,,50.0
2022-01-03,BUY,COST,,42.0
2022-01-04,BUY,BLDR,,286.0
2022-01-05,BUY,WIRE,,169.0
2022-01-06,BUY,PLD,,147.0
2022-01-07,BUY,ACLS,,324.0
2022-01-13,BUY,ON,,343.0
2022-01-18,SELL,PRFT,,188.0
2022-01-20,SELL,EPAM,,37.0
2022-01-21,SELL,LOB,,410.0
2022-02-17,BUY,VET,,1209.0
2022-02-22,BUY,CVE,,1357.0
2022-02-23,BUY,CVX,,155.0
2022-03-08,SELL,TPR,,505.0
2022-03-08,SELL,WST,,51.0
2022-03-09,SELL,DPZ,,57.0
2022-04-07,BUY,ABBV,,130.0
2022-04-08,BUY,MCK,,69.0
2022-04-11,BUY,PCRX,,225.0
2022-04-12,SELL,ACLS,,324.0
2022-04-25,SELL,FRHC,,430.0
2022-04-26,SELL,ARES,,2.0
2022-05-13,BUY,AMR,,132.0
2022-05-19,SELL,PLD,,147.0
2022-05-20,SELL,COST,,42.0
2022-05-25,SELL,BLDR,,286.0
2022-05-25,BUY,BMY,,269.0
2022-05-26,BUY,SRE,,126.0
2022-06-07,SELL,FDS,,50.0
2022-06-14,SELL,LSI,,189.0
2022-06-15,SELL,PCRX,,225.0
2022-06-22,BUY,STNG,,526.0
2022-06-23,SELL,DEN,,425.0
2022-06-23,SELL,ATKR,,289.0
2022-06-23,BUY,PBF,,572.0
2022-06-24,SELL,VET,,1209.0
2022-06-28,BUY,MRK,,209.0
2022-06-29,SELL,WIRE,,169.0
2022-07-01,SELL,CHRD,,256.0
2022-07-01,SELL,DAR,,4.0
2022-07-05,SELL,ON,,343.0
2022-07-05,SELL,AMR,,132.0
2022-07-07,SELL,CVE,,1357.0
2022-07-11,BUY,HRB,,512.0
2022-07-14,SELL,DLR,,106.0
2022-07-18,BUY,LNTH,,270.0
2022-07-19,BUY,CNR,,327.0
2022-07-26,BUY,GO,,437.0
2022-07-27,BUY,GLNG,,858.0
2022-07-28,BUY,SAIL1,,308.0
2022-08-01,BUY,SWCH,,583.0
2022-08-03,BUY,CHNG,,808.0
2022-08-04,BUY,ACC,,297.0
2022-08-05,BUY,MNDT,,843.0
2022-08-08,BUY,CTIC,,2606.0
2022-08-30,BUY,MUSA,,67.0
2022-08-31,BUY,GPC,,127.0
2022-09-26,BUY,INSW,,564.0
2022-09-29,SELL,ABBV,,130.0
2022-09-29,BUY,DHT,,169.0
2022-10-13,SELL,CTIC,,2606.0
2022-10-17,SELL,GO,,437.0
2022-10-25,BUY,ELF,,488.0
2022-10-31,BUY,FSLR,,158.0
2022-11-04,SELL,LNTH,,270.0
2022-11-14,BUY,AVEO,,1413.0
2022-11-15,SELL,BMY,,269.0
2022-11-16,SELL,SRE,,126.0
2022-11-16,BUY,NUVL,,650.0
2022-11-17,BUY,MYOV,,789.0
2022-12-07,SELL,PBF,,572.0
2022-12-20,BUY,ERIE,,76.0
2022-12-21,BUY,TTC,,186.0
2022-12-22,BUY,RMBS,,492.0
2022-12-29,SELL,HRB,,512.0
2023-01-10,BUY,AAWW,,190.0
2023-01-18,SELL,GLNG,,858.0
2023-02-03,BUY,WFRD,,374.0
2023-02-06,BUY,YPF,,1752.0
2023-02-17,BUY,TDW,,7.0
2023-02-21,SELL,CNR,,327.0
2023-02-22,SELL,MUSA,,67.0
2023-03-07,BUY,ALGM,,484.0
2023-04-03,BUY,NSIT,,153.0
2023-04-04,BUY,IPAR,,150.0
2023-04-05,SELL,NUVL,,650.0
2023-04-25,BUY,WYNN,,194.0
2023-05-03,BUY,NVO,,38.0
2023-05-05,SELL,INSW,,564.0
2023-05-05,SELL,DHT,,169.0
2023-05-08,BUY,PEN,,70.0
2023-06-07,BUY,BLDR,,15.0
2023-06-08,BUY,CX,,1.0
2023-06-13,SELL,STNG,,526.0
2023-06-14,SELL,ERIE,,76.0
2023-06-15,SELL,TTC,,186.0
2023-07-17,BUY,TPH,,700.0
2023-07-18,BUY,NVDA,,51.0
2023-07-19,BUY,MANH,,53.0
2023-08-28,SELL,ALGM,,484.0
2023-09-26,SELL,IPAR,,150.0
2023-09-27,SELL,FSLR,,158.0
2023-09-28,SELL,PEN,,70.0
2023-09-28,BUY,CEG,,205.0
2023-10-06,SELL,ELF,,488.0
2023-10-09,SELL,CX,,1.0
2023-10-16,SELL,WYNN,,194.0
2023-10-20,SELL,GPC,,127.0
2023-10-26,SELL,BLDR,,15.0
2023-10-26,BUY,VRT,,589.0
2023-10-27,BUY,UEC,,3886.0
2023-10-30,BUY,ANF,,370.0
2023-10-31,SELL,YPF,,1752.0
2023-11-07,BUY,MMYT,,557.0
2023-11-08,BUY,XPO,,280.0
2023-11-15,BUY,CLS,,881.0
2023-11-21,BUY,HRB,,518.0
2023-11-28,BUY,CNR,,35.0
2023-12-01,BUY,AEO,,2.0
2024-01-09,SELL,MANH,,53.0
2024-01-23,SELL,AEE,,162.0
2024-02-09,BUY,CRWD,,67.0
2024-02-20,SELL,CNR,,35.0
2024-02-23,BUY,AGO,,37.0
2024-03-21,BUY,WING,,1.0
2024-06-12,SELL,UEC,,3886.0
2024-07-16,BUY,TRGP,,170.0
2024-07-23,SELL,CRWD,,67.0
2024-07-31,SELL,VRT,,589.0
2024-07-31,SELL,RMBS,,492.0
2024-08-05,SELL,ANF,,370.0
2024-08-15,SELL,AGO,,37.0
2024-08-22,BUY,ADMA,,1901.0
2024-08-30,BUY,AEM,,407.0
2024-09-03,BUY,CRS,,232.0
2024-09-05,BUY,LMT,,56.0
2024-09-06,SELL,WFRD,,374.0
2024-09-09,SELL,CLS,,881.0
2024-09-09,SELL,TDW,,7.0
2024-09-17,BUY,FOX,,896.0
2024-10-08,BUY,AHR,,1367.0
2024-10-09,BUY,AFL,,112.0
2024-10-10,BUY,AKR,,4.0
2024-10-31,SELL,WING,,1.0
2024-11-12,SELL,AEO,,2.0
2024-11-15,SELL,NSIT,,153.0
2024-11-18,SELL,NVO,,76.0
2024-12-03,BUY,CNK,,892.0
2024-12-13,BUY,LLYVK,,8.0
2024-12-18,BUY,EXLS,,4.0
2024-12-20,BUY,SOFI,,1.0
2025-02-05,SELL,MRK,,209.0
2025-02-14,SELL,ADMA,,1901.0
2025-02-18,SELL,LMT,,56.0
2025-02-19,SELL,TPH,,700.0
2025-03-04,SELL,CNK,,892.0
2025-03-04,SELL,CEG,,205.0
2025-03-05,SELL,PWR,,248.0
2025-03-07,SELL,SOFI,,1.0
2025-03-10,SELL,XPO,,280.0
2025-03-10,BUY,VRNA,,503.0
2025-03-19,BUY,LX,,3089.0
2025-03-20,BUY,SRAD,,1460.0
2025-03-21,BUY,ESLT,,80.0
2025-04-03,BUY,EAT,,215.0
2025-04-04,SELL,NVDA,,510.0
2025-04-04,SELL,AKR,,4.0
2025-04-04,BUY,PYCR,,1435.0
2025-04-07,BUY,SWI,,1655.0
2025-04-08,SELL,LX,,3089.0
2025-04-08,BUY,ATSG,,1349.0
2025-04-09,BUY,FNMA,,5760.0
2025-05-07,BUY,VRSN,,117.0
2025-05-08,BUY,CNP,,853.0
2025-05-09,BUY,KC,,2287.0
2025-05-28,BUY,NUTX,,209.0
2025-05-29,BUY,TDUP,,1435.0
2025-06-03,BUY,BBVA,,10.0
2025-06-11,SELL,NUTX,,209.0
2025-07-15,BUY,ASM,,5857.0
2025-07-23,SELL,FNMA,,5760.0
2025-08-08,SELL,LLY,,105.0
2025-08-22,BUY,WLDN,,334.0
2025-09-10,BUY,RBLX,,274.0
2025-09-25,SELL,EAT,,215.0
2025-10-14,SELL,TRGP,,170.0
2025-10-27,BUY,WDC,,279.0
2025-10-28,SELL,VRSN,,117.0
2025-10-29,SELL,MMYT,,557.0
2025-10-30,SELL,KC,,2287.0
2025-11-05,SELL,TDUP,,1435.0
2025-11-05,SELL,ASM,,5857.0
2025-11-13,SELL,HRB,,518.0
2025-11-13,BUY,INDV,,1208.0
2025-11-18,SELL,SRAD,,1460.0
2025-11-20,SELL,RBLX,,274.0
2025-11-20,BUY,BE,,331.0
2025-11-28,BUY,LGND,,176.0
2025-12-01,BUY,LITE,,112.0
2025-12-02,BUY,SNDK,,171.0
2025-12-08,BUY,CIEN,,180.0
2025-12-09,BUY,ROIV,,1734.0
2025-12-16,BUY,PVLA,,407.0
2025-12-18,SELL,BE,,331.0
2025-12-19,BUY,GOOG,,120.0
2025-12-23,BUY,GOOGL,,122.0
2026-01-22,BUY,ARWR,,7.0
2026-02-04,SELL,EXLS,,4.0
2026-03-02,SELL,WLDN,,334.0
2026-03-09,BUY,ERAS,,1936.0
2026-04-01,BUY,TEN,,1.0
2026-04-29,SELL,ERAS,,1936.0
2026-05-20,SELL,AEM,,407.0
2026-06-01,BUY,KGS,,886.0
2026-06-11,SELL,CIEN,,180.0
2026-06-11,SELL,PVLA,,407.0
2026-06-18,SELL,FOX,,896.0
2026-06-23,BUY,ATEX,,842.0
2026-07-06,SELL,LITE,,112.0
2026-07-08,SELL,SNDK,,171.0
2026-07-15,BUY,ATEN,,1587.0
2026-07-16,SELL,WDC,,279.0
2026-07-16,BUY,BAND,,831.0
2026-07-22,BUY,SYRE,,576.0
2026-07-30,SELL,BAND,,831.0
