"ticker","buy_date","cik","cik_source","filing_date","form","accession","primary_document","classification","evidence_strength","security_title_snippet","source_url"
"SQM","2005-06-03","0000909037","current_sec_ticker_retrieval_hint","2004-05-03","6-K","0001125282-04-001880","b331688_6k.txt","common","explicit_historical_filing","OF THE SECURITIES AND EXCHANGE ACT OF 1934 Includes the free translation of the information sent on April 30, 2004, to the Chilean Securities and Insurance Superintendency, referred to its April 30 2004 Ordinary Shareholders Meeting. SOCIEDAD QUIMICA Y MINERA DE CHILE S.A. --------------------------------------- (Exact name of registrant as specified in its charter) CHEMICAL AND MINING COMPANY OF CHILE INC. ----------------------------------------- (Translation of registrant's name into English) El Trovador 4285, Santiago, Chile (562) --------------------------------------- 425-2000 (Address a","https://www.sec.gov/Archives/edgar/data/909037/000112528204001880/b331688_6k.txt"
