date,nav,shadow_nav,shadow_dd,regular_systemic,emergency,allocation,damaged_breadth,green_breadth,r5,r10,r20,db5
2018-08-17,33.83505850137928,29.89923463877382,-0.0909635201096336,False,False,1.0,0.5789473684210527,0.3684210526315789,-0.005847804819405944,-0.01965850172563377,-0.05467948250518784,0.07894736842105265
2018-08-20,33.98681084206818,30.03333456477382,-0.0868864349883136,False,False,1.0,0.4736842105263157,0.3684210526315789,0.001744418156761407,-0.018932443042371183,-0.04867780382502829,-0.07631578947368434
2018-08-21,33.98682951033231,30.03335106147382,-0.0868859334335989,False,False,1.0,0.4210526315789473,0.4210526315789473,-0.005118213513119252,-0.011718230841698207,-0.04551530458848485,-0.12894736842105275
2018-08-22,34.24705482123138,30.263305965473823,-0.0798945371991747,False,False,1.0,0.3684210526315789,0.5263157894736842,0.014304871934530672,-0.002776303188871787,-0.05056334148811992,-0.18157894736842112
2018-08-23,34.23804901327379,30.255347747661823,-0.0801364935700793,False,False,1.0,0.4,0.45,0.006671656164338957,-0.000327128934112797,-0.032124512529056015,-0.07368421052631569
2018-08-24,34.453953478163214,30.44613737656182,-0.0743358523580153,False,False,1.0,0.3,0.5,0.018291529679451024,0.012336759564631317,-0.0053526106833471365,-0.27894736842105267
2018-08-27,34.7525165156588,30.709970415661825,-0.0663144477956648,False,False,1.0,0.25,0.6,0.02252949466629106,0.024313213682610968,0.020456725285272093,-0.2236842105263157
2018-08-28,34.703079357934264,30.666283977861823,-0.0676426612471611,False,False,1.0,0.25,0.6,0.02107433549764348,0.015848259035800227,0.015569240378105365,-0.1710526315789473
2018-08-29,35.035902424593154,30.96039178804412,-0.0587008026442098,False,False,1.0,0.1904761904761904,0.6190476190476191,0.023034027523813005,0.03766839827220814,0.02236695877619166,-0.17794486215538852
2018-08-30,35.06098493936352,30.98255660843062,-0.058026918160377,False,False,1.0,0.1818181818181818,0.6818181818181818,0.024035713184787255,0.030867727363159903,0.01584157444073031,-0.21818181818181823
2018-08-31,35.30329519237135,31.19668040283063,-0.0515168404719759,False,False,1.0,0.1818181818181818,0.6363636363636364,0.024651502323135288,0.043393945688972924,0.022882384007130385,-0.1181818181818182
2018-09-04,35.281465087148696,31.177389659230627,-0.0521033434332882,False,False,1.0,0.2272727272727272,0.6363636363636364,0.01522043939613904,0.03809284287062398,0.01843920925028253,-0.02272727272727279
2018-09-05,34.5636152472218,30.543042867765628,-0.071389602138897,False,False,1.0,0.2608695652173913,0.6086956521739131,-0.004018782001274257,0.016970860336182447,0.005053761035482607,0.010869565217391297
