date,nav,allocation,emergency,signal,vol_accel,spy_r20,shadow_nav,shadow_dd,damaged,green,r5,r10,r20,db5,regular
1998-08-07,0.9467944076607293,0.4,True,False,0.4973881834974223,-0.06304948505400654,0.9703944034306564,-0.0866418904334309,0.6818181818181818,0.1818181818181818,-0.013805051069087138,-0.04703150858943106,-0.030243776170148617,0.20181818181818179,False
1998-08-10,0.9488171783116893,0.4,True,False,0.4991535362389199,-0.06866916863149974,0.9755773800706564,-0.0817635505243153,0.5909090909090909,0.2727272727272727,0.0060251410161829,-0.04091376255966872,-0.033414111912721256,-0.03409090909090906,False
1998-08-11,0.9403099585988457,0.4,True,False,-0.18253044852966005,-0.09279161205766706,0.9537094920600564,-0.1023461227062688,0.7727272727272727,0.1818181818181818,0.02205380909270538,-0.042609974076890156,-0.06789708086347601,-0.14393939393939392,False
1998-08-12,0.9481201766475769,0.4,True,False,-0.1566201162871541,-0.07572909467864541,0.9735132786200568,-0.0837063315133732,0.6818181818181818,0.2272727272727272,0.037650696900810354,-0.0046869183736114595,-0.055762691991639746,-0.23484848484848486,False
1998-08-13,0.9432028586920963,0.4,True,False,-0.08464775398594293,-0.09316403568977338,0.9608907376100564,-0.0955869649486672,0.7727272727272727,0.1818181818181818,0.006281385630841685,-0.04251171746408822,-0.07975123574788445,0.07707509881422925,False
1998-08-14,0.9417321524243171,0.4,True,False,-0.06982625897212114,-0.1048995147095112,0.9571450215707368,-0.0991125212673674,0.8095238095238095,0.1904761904761904,-0.013653604980695233,-0.02727016733574672,-0.08903907992178228,0.12770562770562777,False
1998-08-17,0.9464857781510205,0.4,True,False,0.16374420721977367,-0.08592657582321173,0.9692235865507366,-0.0877438909069616,0.7619047619047619,0.1904761904761904,-0.0065128544897787854,-0.0005269543403148003,-0.08774389090696166,0.17099567099567092,False
1998-08-18,0.950812111970204,0.4,True,False,0.08183370934345957,-0.05256916444605664,0.9802992542407368,-0.0773192111398868,0.7619047619047619,0.238095238095238,0.027880358119583448,0.0505490353076945,-0.05960114219879653,-0.010822510822510845,False
1998-08-19,0.951276548795284,0.4,True,False,0.03437773836899982,-0.05498276992619677,0.9814963547707364,-0.076192471874722,0.6666666666666666,0.238095238095238,0.008200274537595975,0.04615971748952474,-0.057733814384369975,-0.015151515151515138,False
1998-08-20,0.9508580717221078,0.4,True,False,-0.01155444333584743,-0.041605579674044546,0.9804169270207364,-0.0772084547427891,0.6190476190476191,0.2857142857142857,0.020320925831011527,0.026729955033373498,-0.03694221593507985,-0.15367965367965364,False
1998-08-21,0.9443791964346069,0.4,True,False,-0.07366793199508481,-0.04847785517899639,0.9637162248107366,-0.0929275497262647,0.7619047619047619,0.238095238095238,0.006865420695827407,-0.006881922027075049,-0.05358976344157795,-0.04761904761904767,False
1998-08-24,0.9456719053092653,0.4,True,False,-0.28141408687249514,-0.04922415378304601,0.9670141704907363,-0.0898234454351757,0.6666666666666666,0.2857142857142857,-0.0022795731456176638,-0.008777581107200172,-0.04933221979760061,-0.09523809523809523,False
1998-08-25,0.9480094900992757,0.4,True,False,-0.601202735887479,-0.030702827134738486,0.9729900211107366,-0.0841988338277307,0.6190476190476191,0.3809523809523809,-0.007456124339971448,0.020216354362829536,-0.023255038049389998,-0.1428571428571428,False
1998-08-26,0.9408472203293013,0.4,True,False,-0.5819449666992692,-0.03249754462996124,0.9546125230807369,-0.1014961686020274,0.6190476190476191,0.1904761904761904,-0.02739065872157942,-0.01941499510526601,-0.024010916981595076,-0.04761904761904756,False
1998-08-27,0.9219064760336965,0.4,True,False,0.2223193914395023,-0.09165551982240949,0.9065678689903364,-0.1467169306753154,0.85,0.1,-0.07532413608444155,-0.05653386643608693,-0.09664223214309176,0.2309523809523809,False
1998-08-28,0.9116603689869203,0.4,True,False,0.2672659183700874,-0.07520283828190888,0.8813787861703366,-0.1704254897775265,1.0,0.0,-0.08543743118631231,-0.07915857439874985,-0.10427007416458345,0.23809523809523814,True
1998-08-31,0.8769466869378781,0.4,True,False,0.4272048644112074,-0.13756096136436657,0.7974771930203365,-0.2493956489604197,1.0,0.0,-0.17532005491125735,-0.177199973167811,-0.17763355121316138,0.33333333333333337,True
1998-09-01,0.8895744402740329,0.4,True,False,0.8272516203830362,-0.06483169279377798,0.8261857377775824,-0.2223744892389857,1.0,0.0,-0.1508795364268657,-0.1572106841828812,-0.114608497300694,0.38095238095238093,True
1998-09-02,0.8898231866833304,0.4,True,False,0.8479327369591927,-0.08412251258690973,0.8267632912862625,-0.2218308822488829,0.9166666666666666,0.0833333333333333,-0.13392788037378545,-0.15765016623074202,-0.11876753587660493,0.29761904761904756,True
1998-09-03,0.8901813840181344,0.4,True,False,0.7153151552424193,-0.09524804177545698,0.8275953228962624,-0.2210477544652492,0.9166666666666666,0.0833333333333333,-0.08711156527312991,-0.15587409796040963,-0.13331065055638547,0.06666666666666665,True
1998-09-04,0.8883478190479708,0.4,True,False,0.7131345938050235,-0.10424486148346745,0.8233336920062624,-0.2250589020147405,0.9166666666666666,0.0833333333333333,-0.06585714913367147,-0.1456679146727491,-0.15154736146919967,-0.08333333333333337,True
1998-09-08,0.9025555117909284,0.4,True,False,0.14191102539941447,-0.050692831997603105,0.8562534332104624,-0.1940740648316421,0.6923076923076923,0.2307692307692307,0.07370272241582088,-0.1145388978364873,-0.12231110447799842,-0.3076923076923077,True
1998-09-09,0.8986498762068441,0.4,True,False,0.10627827914029608,-0.05970285436214062,0.8469902526247464,-0.2027927889694075,0.7857142857142857,0.1428571428571428,0.025181401585468555,-0.12949749303919134,-0.11189910588474017,-0.2142857142857143,True
1998-09-10,0.8956461323319546,0.4,True,False,0.16364438542586157,-0.0937327092461604,0.8399125746247463,-0.2094544665052085,0.7142857142857143,0.2142857142857142,0.015904532140059713,-0.12015340851158063,-0.1372356257787134,-0.20238095238095233,True
1998-09-11,0.8997121975691025,0.4,True,False,0.21910532422194118,-0.05296459440231294,0.8494451880047463,-0.2004821458640291,0.7857142857142857,0.2142857142857142,0.02640162952107783,-0.06300982302539437,-0.1159815005424023,-0.13095238095238093,True
1998-09-14,0.904889415372402,0.4,True,False,0.17763398880843861,-0.02531626183110236,0.8616651033347466,-0.1889804732189538,0.6428571428571429,0.2142857142857142,0.04655634975301437,-0.022366867849460736,-0.099754912875482,-0.2738095238095237,True
1998-09-15,0.9048792666113827,0.4,True,False,-0.1397265864704086,-0.039788235999879906,0.8616409433847465,-0.1890032131339628,0.6428571428571429,0.2857142857142857,0.006291957457132735,0.08045841426686895,-0.11099878775015593,-0.049450549450549386,True
1998-09-16,0.9063311406715892,0.4,True,False,-0.31423865712134125,-0.048697521683429335,0.8650971893754321,-0.1857501128552624,0.6666666666666666,0.2666666666666666,0.02137797535989816,0.04709770432798854,-0.11751724217573867,-0.11904761904761907,True
1998-09-17,0.8999529881654307,0.4,True,False,-0.2105604079168083,-0.07352072753041228,0.8498772505504324,-0.2000754784012457,0.6666666666666666,0.2,0.011863944208881483,0.02795716683091931,-0.1341004513980577,-0.04761904761904767,True
1998-09-18,0.8993213084078954,0.4,True,False,-0.3828735522634342,-0.06381809540782979,0.8483859219404324,-0.2014791520778009,0.8,0.0666666666666666,-0.0012470093176959463,0.025121697125366715,-0.13466822271369394,0.014285714285714346,True
1998-09-21,0.8984672667260997,0.4,True,False,-0.4629314608247511,-0.056861394736054005,0.8463717448804323,-0.2033749430524296,0.8,0.0666666666666666,-0.017748610678472554,0.027981428548164766,-0.12176248247075994,0.15714285714285714,True
1998-09-22,0.899773549554934,0.4,True,False,-0.4523356998592686,-0.05504559858369151,0.8494480975704324,-0.2004794073121524,0.6666666666666666,0.2,-0.014150727060877055,-0.007947805376398831,-0.12157637034485447,0.023809523809523725,True
1998-09-23,0.9094789896307985,0.4,True,False,-0.18465476061440234,-0.019400038592272684,0.8723546044704322,-0.1789192625246392,0.6,0.3333333333333333,0.00838913267102348,0.02994645070245383,-0.10342903262812708,-0.06666666666666665,True
1998-09-24,0.9012717039263308,0.4,True,False,-0.24097563472679118,-0.03796315648045867,0.8526739313704323,-0.1974431764240437,0.6666666666666666,0.2666666666666666,0.00329068794133347,0.015193672688359916,-0.10678530738453662,0.0,True
1998-09-25,0.9029507672442746,0.4,True,False,-0.18221939251743546,0.008349913054376268,0.8566452463304325,-0.1937052810780527,0.6666666666666666,0.2666666666666666,0.00973533880796773,0.008476189432067294,-0.0550677167893715,-0.13333333333333341,True
1998-09-28,0.900862872653729,0.4,True,False,-0.1875039263258106,0.021115688185906034,0.8516931906904321,-0.1983662726932443,0.6,0.4,0.00628736231116922,-0.011572840313158639,-0.0336808599726921,-0.20000000000000007,True
1998-09-29,0.8991849395502611,0.4,True,False,0.02312984467187973,0.09694404469652085,0.8477273146341575,-0.2020990488147146,0.5625,0.375,-0.0020257658368963982,-0.016147826838326274,0.06301135888727494,-0.10416666666666663,True
1998-09-30,0.8920851351537227,0.4,True,False,-0.2548336029460534,0.020450263140796565,0.8309935542841576,-0.2178492588995857,0.5625,0.3125,-0.04741311615060839,-0.039421738401318906,0.005819292547349031,-0.03749999999999998,True
1998-10-01,0.8797187083840582,0.4,True,False,-0.24057958995041462,-0.0018487614934066254,0.8021946747541576,-0.2449554438406407,0.8125,0.125,-0.05920112572826475,-0.056105250217478586,-0.029716627226979875,0.14583333333333337,True
1998-10-02,0.8811636495258628,0.4,True,False,-0.05868787362994754,0.025477812041358128,0.805488693848676,-0.2418550353444569,0.6666666666666666,0.2666666666666666,-0.05971731320624629,-0.05056334267504292,-0.026711882530004782,0.0,True
1998-10-05,0.8736468894082619,0.4,True,False,-0.13031053304555362,0.013152425134267842,0.7883106552052355,-0.2580234106421362,0.6666666666666666,0.2666666666666666,-0.07441944608458717,-0.06859998579394821,-0.042538082846681924,0.06666666666666665,True
1998-10-06,0.8736925720203953,0.4,True,False,0.023324368289046493,-0.03940288144419368,0.7884137062500539,-0.2579264165671997,0.5714285714285714,0.3571428571428571,-0.0699677919540681,-0.07185181942834096,-0.07922856052798322,0.008928571428571397,True
1998-10-07,0.8644007262793272,0.4,True,False,-0.06914042413053789,-0.030178060259084982,0.7674514743013534,-0.277656563894177,0.7142857142857143,0.2857142857142857,-0.07646518995871299,-0.12025285317633061,-0.09390754861335115,0.1517857142857143,True
1998-10-08,0.8590231737545534,0.4,True,False,-0.22838481040247027,-0.015906803293566307,0.7555154286462475,-0.2888910517031607,0.6666666666666666,0.3333333333333333,-0.05818942405995842,-0.1139456703783942,-0.10048325091001942,-0.14583333333333337,True
1998-10-09,0.8679538725327444,0.4,True,False,-0.17555528329935544,-0.027635701042132865,0.7751519207737677,-0.2704087219775315,0.5714285714285714,0.4285714285714285,-0.03766256845885363,-0.09513077426829086,-0.08746093129974086,-0.09523809523809523,True
1998-10-12,0.8735146244011619,0.4,True,False,-0.23098976918900083,-0.03013780424569068,0.7875674062856075,-0.2587229740627091,0.4,0.4666666666666667,-0.000942837591652812,-0.07529211822492154,-0.08599361487702373,-0.2666666666666666,True
1998-10-13,0.8710668573938308,0.4,True,False,-0.21718807834122267,-0.03928153065208917,0.7820500930681075,-0.2639159994474465,0.5,0.4375,-0.008071413689918927,-0.07747446665015567,-0.09237124921662354,-0.0714285714285714,True
1998-10-14,0.8755062112934366,0.4,True,False,-0.4027827017881953,-0.03889972446673484,0.7920143027636076,-0.2545374501703358,0.4705882352941176,0.5294117647058824,0.03200570887509846,-0.04690680369251221,-0.08447939434942286,-0.24369747899159672,True
1998-10-15,0.8843396351213315,0.4,True,False,-0.00041615686276452735,0.04256166741028755,0.8119918823736074,-0.235734080858026,0.3529411764705882,0.5294117647058824,0.07475221760666861,0.012213005056973536,-0.04457745886513387,-0.3137254901960784,True
1998-10-16,0.8829376774518007,0.4,True,False,0.06990750635833609,0.03826445625446184,0.8087737233036075,-0.2387630881091687,0.2941176470588235,0.5882352941176471,0.04337446844778259,0.004078306101647833,-0.046691249362346365,-0.2773109243697479,True
1998-10-19,0.8844038351467903,0.4,True,False,0.09690541767811234,0.04257413169090096,0.8121312360936077,-0.2356029178486244,0.4117647058823529,0.4117647058823529,0.031189495161881187,0.030217250941724894,-0.04045563783755779,0.0117647058823529,True
1998-10-20,0.8801443684324974,0.4,True,False,0.03873730830008171,0.04009950092101322,0.8023527677336076,-0.2448066429980805,0.6470588235294118,0.3529411764705882,0.02596083658253856,0.017679882240825506,-0.055442268893797664,0.1470588235294118,True
1998-10-21,0.8805308921622206,0.4,True,False,0.2178811803645373,-0.003511746185517084,0.8032336697636075,-0.243977517222015,0.5294117647058824,0.3529411764705882,0.01416561160682539,0.0466247009230496,-0.07923490556777069,0.058823529411764774,True
1998-10-22,0.8845580655629512,0.4,True,False,-0.6293535277842763,0.036823239141567043,0.8124177918036076,-0.2353332048529127,0.5294117647058824,0.2941176470588235,0.000524524246172442,0.07531595120343115,-0.047211645725024565,0.17647058823529416,True
1998-10-23,0.8831315855027021,0.4,True,False,-0.4547520303244347,0.024873380356088548,0.8091424336736076,-0.2384160492089747,0.5294117647058824,0.2941176470588235,0.00045588816671005006,0.04385013052139519,-0.05545214061516157,0.23529411764705888,True
1998-10-26,0.8879798112124958,0.4,True,False,-0.4376557052734579,0.023173454461467458,0.8202475317536077,-0.2279636688644039,0.4705882352941176,0.4117647058823529,0.009993822795241414,0.04149502024484342,-0.03692134595009833,0.05882352941176466,True
1998-10-27,0.8863037328682163,0.4,True,False,-0.4224301359146406,0.019647790588198877,0.8163769507236075,-0.2316067510585994,0.5882352941176471,0.3529411764705882,0.01747882422044067,0.04389342570222099,-0.03698166069366238,-0.05882352941176472,True
1998-10-28,0.8885868033447467,0.4,True,False,-0.380531570087527,0.049742928545277953,0.8216343078936075,-0.2266584024395931,0.4705882352941176,0.4117647058823529,0.022908200717501437,0.037398320998302204,-0.011262718395706917,-0.058823529411764774,True
1998-10-29,0.8946864689756768,0.4,True,False,-0.13772848789056125,0.10721368978347456,0.8357344907068875,-0.2133869776731778,0.375,0.5625,0.028700379458105774,0.029239957749178425,0.04181007055800845,-0.15441176470588236,True
1998-10-30,0.8949890421539464,0.4,True,False,-0.2868024240035123,0.09214292606052799,0.8364410813668876,-0.212721917871541,0.1875,0.6875,0.03373775315347216,0.034209021962616326,0.038426842927265614,-0.34191176470588236,True
1998-11-02,0.8986214059028644,0.4,False,False,-0.17682214894920956,0.13362436814809953,0.8449279401968874,-0.2047338860880487,0.1875,0.6875,0.03008897617834405,0.04038350286960202,0.07182103225144365,-0.2830882352941176,True
1998-11-03,0.8976741892473656,0.4,False,False,-0.1626507773944461,0.12645792949370827,0.842701391250931,-0.2068295664927859,0.2352941176470588,0.7647058823529411,0.03224544801759843,0.05028788475584811,0.0688568508772971,-0.3529411764705883,True
1998-11-04,0.9023839514546721,0.4,False,False,-0.19103167031004253,0.15571897877165797,0.853754742266531,-0.1964258917062324,0.2222222222222222,0.7777777777777778,0.03909334610828208,0.06289710504515056,0.11245436467985614,-0.24836601307189538,True
1998-11-05,0.9028208908303044,0.4,False,False,-0.3470664619473529,0.17793725582253228,0.854788224365331,-0.195453153969191,0.1578947368421052,0.6842105263157895,0.022798788216012555,0.052153501547102854,0.13139744332814352,-0.2171052631578948,True
1998-11-06,0.9036657991769549,0.4,False,False,-0.32169652285521966,0.15826415714637943,0.856788116350331,-0.1935708084442176,0.1,0.8,0.024325724114593772,0.05888417254352363,0.10531638171659674,-0.0875,True
1998-11-09,0.9050252151777627,0.4,False,False,-0.33142297115558683,0.13346726503896433,0.8600103570164309,-0.1905379594985179,0.1428571428571428,0.8095238095238095,0.017850536243397164,0.04847661678153936,0.09198317522113442,-0.044642857142857206,True
1998-11-10,0.908959271687322,1.0,False,False,-0.39781108272697996,0.13425459274914653,0.8693563102743311,-0.1817413277686201,0.1363636363636363,0.8181818181818182,0.03163032516634723,0.0648957071898768,0.11163762779402964,-0.0989304812834225,False
1998-11-11,0.9018934230215295,1.0,False,False,-0.417524355800833,0.11622026445908307,0.863641545144031,-0.1871201995526853,0.1739130434782608,0.7391304347826086,0.011580378284345105,0.05112644012896195,0.0904368041467074,-0.0483091787439614,False
1998-11-12,0.9065552073492599,1.0,False,False,-0.5635058172995813,0.058095281764408924,0.8681056098740308,-0.1829185164964342,0.1739130434782608,0.7391304347826086,0.015579748444227715,0.03873373604547892,0.069106266600095,0.01601830663615561,False
1998-11-13,0.9023059691938438,1.0,False,False,-0.294838633420368,0.06810090607667263,0.8640365940540309,-0.1867483701971695,0.217391304347826,0.6521739130434783,0.008460058636873047,0.032991579803860915,0.06832921144456883,0.11739130434782599,False
1998-11-16,0.9102311690830881,1.0,False,False,-0.2831216346745937,0.0722616401230245,0.8716256635640309,-0.1796053589055567,0.1739130434782608,0.7391304347826086,0.013506007750762494,0.031597633475018316,0.0732571594667315,0.031055900621118016,False
1998-11-17,0.9230132034128414,1.0,False,False,-0.3152453591157224,0.0659966093485107,0.883865575284031,-0.1680848651863864,0.217391304347826,0.6956521739130435,0.01668966433926422,0.04884788901557946,0.10159223078480961,0.0810276679841897,False
1998-11-18,0.9348896572975759,1.0,False,False,-0.5062313369191789,0.07620913841292998,0.8952383148140309,-0.1573805743939096,0.1304347826086956,0.8260869565217391,0.03658551380217645,0.04858956617607779,0.11454281426910362,-0.043478260869565216,False
1998-11-19,0.9391733394409706,1.0,False,False,-0.5895419003381507,0.06959410919540221,0.8993403137540309,-0.1535196762023732,0.217391304347826,0.7391304347826086,0.03598030415277753,0.05212061668465218,0.10699239089465395,0.04347826086956519,False
1998-11-20,0.9539198611138784,1.0,False,False,-0.5963728411637085,0.09156093198114212,0.913461393294031,-0.1402285829436977,0.217391304347826,0.7391304347826086,0.05720220599465642,0.06614619864840288,0.1289253353662374,0.0,False
1998-11-23,0.9959884152769946,1.0,False,False,-0.08867780724212437,0.10917983446200141,0.9537456998340308,-0.102312043095059,0.0869565217391304,0.8695652173913043,0.09421479851134196,0.10899327206103515,0.16275351392404347,-0.0869565217391304,False
1998-11-24,0.9791975698453584,1.0,False,False,0.10663755024699162,0.10863707919593124,0.937667002149031,-0.1174456927430223,0.1304347826086956,0.8260869565217391,0.06087059884384671,0.07857617304594466,0.1485711365539122,-0.0869565217391304,False
1998-11-25,0.9856810588351639,1.0,False,False,0.1757301947020773,0.11058712925335112,0.94387550783956,-0.111602100693555,0.125,0.8333333333333334,0.05432876611813975,0.09290192574298661,0.1487781106163124,-0.005434782608695593,False
1998-11-27,0.9930530476724995,1.0,False,False,0.32119879881653346,0.09225758697261277,0.95093482955956,-0.104957700521618,0.1666666666666666,0.8333333333333334,0.057369290597196754,0.09541375927469042,0.13784322668702198,-0.050724637681159396,False
1998-11-30,0.9471750199577563,1.0,False,False,0.7015794342430277,0.05568643618587665,0.90700262012956,-0.1463077326448555,0.2916666666666667,0.5,-0.007070658061617663,0.04972709069408032,0.08435924577898879,0.07427536231884069,False
1998-12-01,0.9736990260499644,1.0,False,False,0.4598244785746939,0.051394156991052986,0.9324016673120312,-0.1224015501304466,0.2,0.68,-0.022379165144035595,0.06972718483240903,0.10352803233700669,0.1130434782608696,False
1998-12-02,0.9728813794089058,1.0,False,False,0.4717072904271904,0.055999533337222296,0.9316186994020316,-0.1231384980019517,0.2,0.56,-0.006450373888744476,0.05402758683372766,0.10551460941474078,0.06956521739130442,False
1998-12-03,0.9604554858992612,1.0,False,False,0.48598391654350914,0.02757376812639767,0.9197198235520316,-0.1343380007133251,0.32,0.48,-0.025592023616354265,0.02734635943624264,0.0772646733538227,0.195,False
1998-12-04,0.9745605774158947,1.0,False,False,0.7635459674632392,0.04036953210630445,0.9332266778220316,-0.1216250307717999,0.2,0.64,-0.018621835258395336,0.03767913386040944,0.09176361023800972,0.03333333333333341,False
1998-12-07,0.9873497097315157,1.0,False,False,0.29651739800629784,0.042163972581354736,0.9454733864820312,-0.1100981396123239,0.2,0.68,0.04241527587536176,0.03504471390144004,0.10350898715714418,-0.09166666666666667,False
1998-12-08,0.988186742326281,1.0,False,False,0.2826105838498383,0.04495361701519407,0.9462749181320316,-0.1093437191107072,0.2,0.64,0.014879049776900022,-0.007833096079279067,0.10030642120970712,0.0,False
1998-12-09,0.9961904425908122,1.0,False,False,0.2734577527021096,0.04977926843251912,0.9539391585920316,-0.1021299551472494,0.2,0.6,0.023958792587918998,0.017353875529059426,0.09729364970159327,0.0,False
1998-12-10,0.9773179093649053,1.0,False,False,0.18591758743016173,0.04135343770290745,0.9358670634420314,-0.1191398375247201,0.36,0.48,0.017556694415520768,-0.008484640538940491,0.08362904575874142,0.03999999999999998,False
1998-12-11,0.9870326789499263,1.0,False,False,-0.38872980152240433,0.044591783671346974,0.9451698018820316,-0.1103838806011103,0.32,0.56,0.012797666787530027,-0.006062484513474575,0.08877283032324068,0.12,False
1998-12-14,0.9710490291783744,1.0,False,False,-0.08845491859664623,0.004692149233234133,0.9298640643820314,-0.124790001884477,0.36,0.44,-0.016509530911366865,0.0252054886558164,0.07618597497027313,0.15999999999999998,False
1998-12-15,0.987892904650604,1.0,False,False,0.33365121284705057,0.023017721231398225,0.9459935429520316,-0.109608556069345,0.24,0.52,-0.0002973503520048437,0.014577275134206591,0.08532089232425122,0.03999999999999998,False
1998-12-16,1.0108473756234213,1.0,False,False,0.3244835519052658,0.02165454958536861,0.9679744492020316,-0.0889196084537329,0.28,0.52,0.014712982985954248,0.03902428088158305,0.0951602554392641,0.08000000000000002,False
1998-12-17,1.017173354435878,1.0,False,False,0.3211449939741351,0.031729452779855505,0.9740321251720316,-0.0832179808961484,0.28,0.52,0.04078043049151958,0.059053094463313416,0.08801434104657213,-0.07999999999999996,False
1998-12-18,1.0297174127214084,1.0,False,False,0.32766891112858576,0.02714577561357867,0.9860441540920314,-0.0719119758453743,0.2,0.68,0.0432455122123141,0.05659662065519333,0.09640826616131659,-0.12,False
1998-12-21,1.0692077162666191,1.0,False,False,-0.33068512380446136,0.03367728137542181,1.0238595609920311,-0.0363192225931213,0.24,0.72,0.10108520181653358,0.08290680164109476,0.12085696068653062,-0.12,False
1998-12-22,1.0687454488961787,1.0,False,False,-0.5145206877022122,0.014327386201750114,1.0234168997020316,-0.0367358658441366,0.2,0.76,0.0818434304618989,0.08152174393703704,0.07305008020494874,-0.03999999999999998,False
1998-12-23,1.0910457482717946,1.0,False,False,-0.5248099612908649,0.04216217692276181,1.0447713796420317,-0.0166365254524137,0.28,0.72,0.07933776609838117,0.09521804428708447,0.11422432190482246,0.0,False
1998-12-24,1.0948096029307963,1.0,False,False,-0.3728960215785373,0.03767015742548563,1.0483755984670315,-0.0132441496505459,0.1304347826086956,0.782608695652174,0.07632548390728844,0.1202185004900207,0.11071384918829197,-0.14956521739130443,False
1998-12-28,1.1183236898034288,1.0,False,False,-0.3050971467865249,0.0274457184679191,1.0708923857070316,0.0,0.1304347826086956,0.6956521739130435,0.08604911987245645,0.1330158703490738,0.12614697918156148,-0.06956521739130442,False
1998-12-29,1.1233049107825648,1.0,False,False,-0.2137887318293804,0.07404669586320423,1.0756623388670317,0.0,0.1304347826086956,0.782608695652174,0.05059558932555963,0.15679525650009363,0.18595284621490915,-0.1095652173913044,False
1998-12-30,1.1020831379189877,1.0,False,False,-0.08260147074474877,0.05181482705441742,1.0553406420470317,-0.0188922639435384,0.0869565217391304,0.782608695652174,0.0311932921513165,0.11558968865027941,0.1318519464786183,-0.1130434782608696,False
1998-12-31,1.10816559130193,1.0,False,False,-0.35109247550281775,0.054894216428216236,1.0611651211970314,-0.013477480010381,0.1304347826086956,0.7391304347826086,0.015691223816464595,0.09627389655979379,0.13905519702229086,-0.14956521739130443,False
1999-01-04,1.116669796334213,1.0,False,False,-0.33382185621812865,0.07016681644574252,1.0693086385870314,-0.0059067795258989,0.1304347826086956,0.6086956521739131,0.019967118798462025,0.09781660271027737,0.16264607025352107,0.0,False
