decision_date,execution_date,ticker,intended_shares,executed_shares,close_price_used_for_planning,next_open_price,close_to_open_percentage_gap,cash_available_before_execution,required_reserve,uncommitted_cash_after_reserve,close_required_reserve,close_uncommitted_cash_after_reserve,intended_notional,executed_notional,became_q0,buffer_basis_points,gap_alone_would_clip,open_uncommitted_cash_change_vs_close
2006-07-05,2006-07-06,WCC,60,59,66.6,66.5,-0.15015015015014122,4196.608103788016,250.0,3946.608103788016,250.0,99750.0,3995.9999999999995,3923.5,False,25,False,-95803.39189621198
2007-07-13,2007-07-16,GLBL1,134,133,28.68,28.97,1.0111576011157641,4177.830931001019,320.70122732750264,3857.1297036735164,319.48853982750256,3858.3423911735163,3843.12,3853.0099999999998,False,25,True,-1.2126874999999018
2007-08-28,2007-08-29,DRYS,71,70,61.3,63.699999999999996,3.9151712887438794,4779.133071001021,275.79112017750253,4503.341950823518,274.03305767750254,4505.100013323518,4352.3,4459.0,False,25,True,-1.758062500000051
2008-02-25,2008-02-26,KGC,136,135,23.87,23.89,0.08378718056136769,3548.3989440640526,296.53591629266003,3251.8630277713924,296.1302723601601,3252.2686717038923,3246.32,3225.15,False,25,True,-0.4056439324999701
2008-06-02,2008-06-03,JRCCQ,126,125,40.77,40.87,0.2452783909737466,5475.925574064054,323.76696393516016,5152.158610128894,322.7250139351602,5153.200560128894,5137.02,5108.75,False,25,True,-1.0419499999998152
2010-03-31,2010-04-01,WOLF2,45,44,70.22,70.71,0.6978068926231762,3475.0447545771012,292.57504225394274,3182.4697123231585,290.5531618864427,3184.4915926906588,3159.9,3111.24,False,25,True,-2.0218803675002164
2012-09-10,2012-09-11,NSM,19,18,28.17,28.26,0.31948881789136685,948.6312286088751,412.6880941615222,535.9431344473528,412.34067807152223,536.2905505373528,535.23,508.68,False,25,True,-0.34741609000002427
2012-09-12,2012-09-13,CDMO,6,5,4.17,4.18,0.23980815347721673,439.4425486088751,415.6734180315221,23.769130577352996,413.9129563715222,25.52959223735286,25.02,20.9,False,25,False,-1.7604616599998621
2013-03-05,2013-03-06,EV1,52,51,39.25,39.48,0.5859872611464922,2508.6428991488756,458.95740861425776,2049.6854905346177,457.39665724787216,2051.2462419010035,2041.0,2013.4799999999998,False,25,True,-1.56075136638583
2013-04-19,2013-04-22,MSGN,96,95,56.16,56.42,0.4629629629629761,5858.199125703102,451.3715978142577,5406.827527888845,450.7947728142577,5407.404352888844,5391.36,5359.900000000001,False,25,True,-0.5768249999991895
2015-08-04,2015-08-05,SKX,39,38,153.9,154.911,0.6569200779727113,6782.565116028973,745.2267855800724,6037.3383304489,739.2312377900723,6043.3338782389,6002.1,5886.618,False,25,True,-5.995547790000273
2015-11-19,2015-11-20,VRE,388,387,23.6,23.67,0.29661016949151797,9856.160412028983,676.9060866100725,9179.254325418911,673.1026760300725,9183.057735998911,9156.800000000001,9160.29,False,25,True,-3.8034105799997633
2019-07-22,2019-07-23,PRO,99,98,66.09,66.38,0.43879558178241407,7486.397581905887,922.8146903822649,6563.582891523622,920.1661939547649,6566.231387951122,6542.910000000001,6505.24,False,25,True,-2.648496427500504
2020-05-05,2020-05-06,GOTU,334,328,39.68,40.29,1.537298387096775,14138.446477157862,870.5741661928946,13267.872310964967,862.6780661928944,13275.768410964967,13253.12,13215.119999999999,False,25,True,-7.896099999999933
2020-05-06,2020-05-07,VIRT,1,0,25.07,25.96,3.550059832469099,910.1113571578644,885.0054233928946,25.10593376496979,876.0040283928947,34.10732876496968,25.07,0.0,True,25,False,-9.001394999999889
2020-05-07,2020-05-08,NVAX,1,0,18.15,18.2,0.27548209366392573,910.1113571578644,892.6176533928947,17.493703764969723,885.5441533928947,24.56720376496969,18.15,0.0,True,25,False,-7.073499999999967
2020-05-08,2020-05-11,APT,1,0,13.05,13.050000000000002,2.220446049250313e-14,910.1113571578644,898.2399708928945,11.871386264969942,892.4329533928945,17.678403764969858,13.05,0.0,True,25,False,-5.807017499999915
2021-01-28,2021-01-29,SICPQ,162,150,84.76999999999998,91.30000000000001,7.703196885690722,15234.073065298908,1487.3926951632475,13746.68037013566,1487.1965326632471,13746.87653263566,13732.739999999998,13695.000000000002,False,25,True,-0.19616250000035507
2023-02-28,2023-03-01,FMX,223,222,91.92,92.45,0.5765883376849468,22047.540728150063,1458.816426820375,20588.724301329687,1453.4221518203753,20550.378576329687,20498.16,20523.9,False,25,True,38.34572499999922
2023-08-30,2023-08-31,APP,475,474,42.98,43.1,0.27919962773383933,22156.594338150087,1681.8089858453757,20474.785352304712,1680.4634108453752,20476.13092730471,20415.5,20429.4,False,25,True,-1.3455749999993714
2023-11-22,2023-11-24,HRB,487,486,46.78,46.84,0.1282599401453588,24457.673868150112,1634.729734670375,22822.944133479738,1631.8321846703752,22825.841683479735,22781.86,22764.24,False,25,True,-2.897549999997864
2024-02-08,2024-02-09,CRWD,39,38,323.04,330.0,2.1545319465081647,14784.271108150117,1909.4902777703758,12874.780830379741,1903.3607277703752,12880.91038037974,12598.560000000001,12540.0,False,25,True,-6.129549999999654
2024-02-22,2024-02-23,AGO,8,7,85.26,85.31999999999998,0.07037297677687793,2681.461108150117,1998.3234363453755,683.1376718047416,1996.503852770375,684.957255379742,682.08,597.2399999999999,False,25,False,-1.819583575000479
2024-07-15,2024-07-16,TRGP,191,190,134.34,134.89,0.40940896233436774,28124.276768150117,2451.5236471703747,25672.75312097974,2437.1256419203755,25687.151126229743,25658.940000000002,25629.1,False,25,True,-14.398005250001006
2024-11-22,2024-11-25,AKR,999,992,25.22,25.38,0.6344171292624878,27912.879488150113,2692.966666220376,25219.912821929738,2671.845748720375,25241.03373942974,25194.78,25176.96,False,25,True,-21.12091750000036
2025-05-30,2025-06-02,SSRM,1197,1184,11.83,12.1,2.282333051563823,16839.34771315015,2489.0836442828754,14350.264068867275,2486.653319282875,14174.694393867274,14160.51,14326.4,False,25,True,175.56967500000064
2025-07-14,2025-07-15,ASM,6762,6727,4.29,4.31,0.4662004662004504,31582.31849315015,2556.1335462328757,29026.184946917274,2542.2996962328752,29040.018796917273,29008.98,28993.37,False,25,True,-13.833849999999074
2026-01-21,2026-01-22,ARWR,78,76,67.6,68.95,1.9970414201183617,8352.401483150286,3059.105541207876,5293.2959419424105,3036.8876037078753,5315.513879442411,5272.799999999999,5240.2,False,25,True,-22.217937500000517
2026-04-22,2026-04-23,SU,798,794,63.43,63.75999999999999,0.5202585527352754,54489.01655315028,3773.1593538828743,50715.857199267404,3788.2504913828757,50700.766061767405,50617.14,50625.439999999995,False,25,True,15.091137499999604
