recovery_date,prior_close,delta_r40,flagged
2007-09-18,2007-09-17,0.034764475678685194,False
2008-12-24,2008-12-23,0.0740661288579107,False
2011-09-07,2011-09-06,-0.008933709380617993,True
2015-10-29,2015-10-28,-0.00010923140875040028,True
2019-01-28,2019-01-25,0.0230129195938794,False
2020-04-22,2020-04-21,0.024793304496359525,False
2022-08-05,2022-08-04,-0.071123198351853,True
