security_id,ticker,priority,current_truth,vendor_category,cusips,base_disposition,held_sessions,pending_sessions,durable_ranked_sessions,recent_leadership_sessions,eligible_sessions,reason,status
169645355004035769,GOGL1,P1_DURABLE_RANKED,common,ADR Common Stock,G39637205 G39637106 G5299G106,INFERRED_COMMON,0,0,152,74,415,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
440725349157863081,QVCAQ,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,74915M100 53071M104 74915M605,INFERRED_COMMON,0,0,152,247,3855,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
908793440963430061,ACIIQ,P1_DURABLE_RANKED,common,Domestic Common Stock,039380100 039380308,INFERRED_COMMON,0,0,151,308,2050,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
213870456264344634,ACB,P1_DURABLE_RANKED,common,Canadian Common Stock,05156X884 05156X108 05156X850,INFERRED_COMMON,0,0,150,214,1010,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
410782084757237754,ERIC,P1_DURABLE_RANKED,common,ADR Common Stock,294821608 294821400 294821509,INFERRED_COMMON,0,0,150,291,5023,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
615127660198584874,GFASY,P1_DURABLE_RANKED,common,ADR Common Stock,362607301 362607400 362607608,INFERRED_COMMON,0,0,149,105,815,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
242817260532849391,CPPRQ,P1_DURABLE_RANKED,common,Domestic Common Stock,708160106 679535104,INFERRED_COMMON,0,0,140,452,3123,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
801493210686105331,NKLAQ,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,654110105 654110303 92243N103 92243N202,INFERRED_COMMON,0,0,137,203,930,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
697624355036831787,NWG,P1_DURABLE_RANKED,common,ADR Common Stock Primary Class,639057207 780097689 639057108 780097721,INFERRED_COMMON,0,0,137,20,547,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
352070480355017297,ASNAQ,P1_DURABLE_RANKED,common,Domestic Common Stock,04351G101 04351G200 261570105,INFERRED_COMMON,0,0,136,211,1754,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
659537267342817477,DPTRQ,P1_DURABLE_RANKED,common,Domestic Common Stock,247907207 247907306,INFERRED_COMMON,0,0,135,98,453,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
682451706837485270,AROC,P1_DURABLE_RANKED,common,Domestic Common Stock,03957W106 30225X103,INFERRED_COMMON,0,0,133,179,1681,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
594891209465982980,PDS,P1_DURABLE_RANKED,common,Canadian Common Stock,74022D308 74022D407 740215108 74022D100,REJECTED_V4_CONFLICT,0,0,133,123,442,MANUAL_CONFLICT;MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
64207844585346273,ROSEQ,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,777385105 49877M108 49877M207 777385204,INFERRED_COMMON,0,0,132,199,1126,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
995805153065282380,CMBT,P1_DURABLE_RANKED,common,ADR Common Stock,B38564108 B38564124,INFERRED_COMMON,0,0,127,150,690,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
882904858327189489,BEL,P1_DURABLE_RANKED,common,Domestic Common Stock,G1154H107 G67743107,INFERRED_COMMON,0,0,126,72,453,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
816141212186568365,LOGI,P1_DURABLE_RANKED,common,Domestic Common Stock,H50430232 541419107,INFERRED_COMMON,0,0,126,217,2335,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
1119755750402433659,TRIL1,P1_DURABLE_RANKED,common,Domestic Common Stock,89620X506 89620X100,INFERRED_COMMON,0,0,126,70,170,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
349467349494008517,OZK,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,06417N103 063904106,INFERRED_COMMON,0,0,125,146,2740,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
652563215601597373,TFCFA,P1_DURABLE_RANKED,common,Domestic Common Stock Secondary Class,90130A101 65248E104 652487802,INFERRED_COMMON,0,0,125,130,3198,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
477532852063999654,ALR1,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,01449J105 46126P106,INFERRED_COMMON,0,0,124,233,1795,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
760884981490078455,AMRSQ,P1_DURABLE_RANKED,common,Domestic Common Stock,03236M200 03236M101,INFERRED_COMMON,0,0,124,120,392,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
1032530646820936253,WFC,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,949746101 669380107,INFERRED_COMMON,0,0,124,170,5050,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
453781472257660077,LKM,P1_DURABLE_RANKED,common,ADR Common Stock,64118U108 53577L105,INFERRED_COMMON,0,0,123,121,318,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
493313832415681080,NXY,P1_DURABLE_RANKED,common,Canadian Common Stock,65334H102 136420106,INFERRED_COMMON,0,0,123,127,1671,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
358282078487960651,RSHCQ,P1_DURABLE_RANKED,common,Domestic Common Stock,750438103 875382103 74979E101,INFERRED_COMMON,0,0,123,166,1484,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
291579668231200993,TFCF,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,90130A200 65248E203 652487703,INFERRED_COMMON,0,0,122,113,3198,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
93116911439830233,CDCAQ,P1_DURABLE_RANKED,common,ADR Common Stock,G2108N109 G2022L106 G2022L114,INFERRED_COMMON,0,0,119,39,211,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
836772800751594867,OTRKQ,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,683373104 149049504 683373302 683373401 44919F104 149049405 149049108 149049207,INFERRED_COMMON,0,0,118,48,182,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
397304374943978012,BBVA,P1_DURABLE_RANKED,common,ADR Common Stock,05946K101 07329Q507 059456103 059456400,INFERRED_COMMON,0,0,116,165,2110,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
263440498600908021,DHOXY,P1_DURABLE_RANKED,common,ADR Common Stock,25030W100 25030W209,INFERRED_COMMON,0,0,115,33,484,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
18397188588917778,EQX,P1_DURABLE_RANKED,common,Canadian Common Stock,29446Y502 29446Y304 29446Y106,INFERRED_COMMON,0,0,115,82,553,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
837082428109450568,NEBLQ,P1_DURABLE_RANKED,common,Domestic Common Stock,G65431101 H5833N103 G65422100 655042109,INFERRED_COMMON,0,0,113,350,3131,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
64206123129785849,JRJC,P1_DURABLE_RANKED,common,ADR Common Stock,169379104 169379203,INFERRED_COMMON,0,0,112,74,186,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
596606942920510462,BTE,P1_DURABLE_RANKED,common,Canadian Common Stock,07317Q105 073176109,INFERRED_COMMON,0,0,111,96,849,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
23018337810254348,MMATQ,P1_DURABLE_RANKED,common,Domestic Common Stock,59134N104 89102U103 59134N302 731100103,INFERRED_COMMON,0,0,110,71,216,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
469456447416982021,DMTKQ,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,24984K105 G2379F108 G2379F124,INFERRED_COMMON,0,0,108,46,159,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
924217175469612074,POM1,P1_DURABLE_RANKED,common,Domestic Common Stock,713291102 737679100,INFERRED_COMMON,0,0,108,79,2274,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
503186678476381570,VELO,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,92259N104 G50740102 92259N302 92259N203,INFERRED_COMMON,0,0,107,63,151,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
404258436948279053,VTS1,P1_DURABLE_RANKED,common,Domestic Common Stock,92343P107 253804306,INFERRED_COMMON,0,0,107,37,131,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
253712989797197450,EGLE2,P1_DURABLE_RANKED,common,Domestic Common Stock,Y2187A150 Y2187A143 Y2187A119 Y2187A127 Y2187A101,INFERRED_COMMON,0,0,106,77,384,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
1032449844265145568,APWR1,P1_DURABLE_RANKED,common,ADR Common Stock,G04136100 G04136118 G04136209,INFERRED_COMMON,0,0,104,34,137,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
458587006915592303,IDEXQ,P1_DURABLE_RANKED,common,Domestic Common Stock,45166V106 45166V205 81789Y102 98741R207 94850Q106 98741R108 16938M104,INFERRED_COMMON,0,0,104,68,255,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
323335118726927382,FLG,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,649445103 649445400 748242104,INFERRED_COMMON,0,0,103,208,4986,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
645812499638572541,FRANQ,P1_DURABLE_RANKED,common,Domestic Common Stock,351793104 351793203,INFERRED_COMMON,0,0,102,124,560,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
1150032651693992592,TKC,P1_DURABLE_RANKED,common,ADR Common Stock,900111204 900111105,INFERRED_COMMON,0,0,102,41,293,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
367809761125398317,CEG1,P1_DURABLE_RANKED,common,Domestic Common Stock,210371100 059165100,INFERRED_COMMON,0,0,101,73,1432,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
500990921491854993,CNR2,P1_DURABLE_RANKED,common,Domestic Common Stock,628852204 21925D109 628852105,INFERRED_COMMON,0,0,101,58,312,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
647605362927682776,WR1,P1_DURABLE_RANKED,common,Domestic Common Stock,95709T100 959425109,INFERRED_COMMON,0,0,100,50,2205,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
819475645860203151,MTLQQ,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,370442105 370442402 370442501 62010U101 62010A105,INFERRED_COMMON,0,0,98,88,748,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
285093631861891744,BFXXQ,P1_DURABLE_RANKED,common,Domestic Common Stock,63910B102 254931108,INFERRED_COMMON,0,0,97,50,166,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
214877619014563439,FUVV,P1_DURABLE_RANKED,common,Domestic Common Stock,039587100 039587209,INFERRED_COMMON,0,0,97,67,139,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
324243700516094246,SGYPQ,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,871639308 871639209 871639100,INFERRED_COMMON,0,0,97,60,214,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
652203078943743046,CNSY,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,23283K105 72941H400 23283K204 72941H509 23283K402 72941H806 72941H103,INFERRED_COMMON,0,0,96,75,187,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
11216770926041725,CCE1,P1_DURABLE_RANKED,common,Domestic Common Stock,19122T109 191219104,INFERRED_COMMON,0,0,95,67,2492,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
193588831378973240,OKS,P1_DURABLE_RANKED,common,Domestic Common Stock,68268N103 664785102,INFERRED_COMMON,0,0,95,92,1142,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
711458655922744689,TFC,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,89832Q109 054937107 843444100,REJECTED_V4_CONFLICT,0,0,95,154,5050,MANUAL_CONFLICT;MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
483640223480714943,TT,P1_DURABLE_RANKED,common,Domestic Common Stock,G8994E103 G47791101 G4776G101 456866102,INFERRED_COMMON,0,0,95,162,5050,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
551894809158706341,JAVA1,P1_DURABLE_RANKED,common,Domestic Common Stock,866810203 866810104,INFERRED_COMMON,0,0,94,86,896,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
102913681476067012,C,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,172967424 172967101 894190107,INFERRED_COMMON,0,0,92,201,5050,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
157059211001311018,SA,P1_DURABLE_RANKED,common,Canadian Common Stock,811916105 811927102,INFERRED_COMMON,0,0,92,54,215,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
342247754560677675,BEC1,P1_DURABLE_RANKED,common,Domestic Common Stock,075811109 075816108,INFERRED_COMMON,0,0,91,74,1225,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
569370157886073038,DNMRQ,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,236272100 53804F103 236272407,INFERRED_COMMON,0,0,91,64,291,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
700503722601979334,RYI1,P1_DURABLE_RANKED,common,Domestic Common Stock,457472108 78375P107,INFERRED_COMMON,0,0,91,62,194,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
944174442226145604,MI2,P1_DURABLE_RANKED,common,Domestic Common Stock,571837103 571834100,INFERRED_COMMON,0,0,90,143,1259,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
492909916813820707,NUAI,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,77867R100 64428N109,INFERRED_COMMON,0,0,90,74,184,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
619188589572857157,BPZRQ,P1_DURABLE_RANKED,common,Domestic Common Stock,055639108 63934Q101 63934Q309,INFERRED_COMMON,0,0,89,26,107,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
605056745802848097,BCE,P1_DURABLE_RANKED,common,Canadian Common Stock,05534B760 05534B109,INFERRED_COMMON,0,0,87,86,4593,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
1104896316141077892,DDAIF,P1_DURABLE_RANKED,common,ADR Common Stock,D1668R123 233829308 233825207 233825108,INFERRED_COMMON,0,0,87,56,869,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
358367629315548264,ABCM,P1_DURABLE_RANKED,common,ADR Common Stock,000380204 000380105,INFERRED_COMMON,0,0,86,22,123,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
103118562012262941,GMXRQ,P1_DURABLE_RANKED,common,Domestic Common Stock,38011M603 38011M108 38011M124 38011M207,INFERRED_COMMON,0,0,83,45,143,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
404606604472462818,LIFE2,P1_DURABLE_RANKED,common,Domestic Common Stock,53217V109 46185R100,INFERRED_COMMON,0,0,83,113,1908,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
365000158987626639,OREXQ,P1_DURABLE_RANKED,common,Domestic Common Stock,686164104 686164302,INFERRED_COMMON,0,0,83,93,210,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
154787694246958247,PPMIQ,P1_DURABLE_RANKED,common,Domestic Common Stock,69344M101 69344M507,INFERRED_COMMON,0,0,83,70,604,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
603451986059143781,MAXNQ,P1_DURABLE_RANKED,common,ADR Common Stock,Y58473102 Y58473128,INFERRED_COMMON,0,0,82,54,202,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
1116777537423033703,ARVLF,P1_DURABLE_RANKED,common,ADR Common Stock Primary Class,L0423Q108 12559C103 L0423Q124,INFERRED_COMMON,0,0,78,46,312,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
200782403799405397,DNA1,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,368710406 368710109,INFERRED_COMMON,0,0,78,71,686,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
393159556686986931,PALDF,P1_DURABLE_RANKED,common,Canadian Common Stock,656912102 65704X109,INFERRED_COMMON,0,0,78,42,101,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
498165093608150980,IEP,P1_DURABLE_RANKED,common,Domestic Common Stock,451100101 029169109,INFERRED_COMMON,0,0,77,49,573,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
911227416551377854,UL,P1_DURABLE_RANKED,common,ADR Common Stock Primary Class,904767704 904767803 904784501 904767605,INFERRED_COMMON,0,0,76,121,4748,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
406563920163442612,OR,P1_DURABLE_RANKED,common,Canadian Common Stock,68827L101 68390D106,INFERRED_COMMON,0,0,75,37,365,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
847737169274061170,VEDL,P1_DURABLE_RANKED,common,ADR Common Stock,92242Y100 78413F103 859737207,INFERRED_COMMON,0,0,75,9,96,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
562358948924032972,BTI,P1_DURABLE_RANKED,common,ADR Common Stock,110448107 055270508,INFERRED_COMMON,0,0,73,97,3637,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
511484518106596204,FTRCQ,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,35906A108 35906A306 17453B101 177342201 177342102,INFERRED_COMMON,0,0,73,206,2979,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
572436205509811668,PHG,P1_DURABLE_RANKED,common,ADR Common Stock,500472303 500472105 500472204 718337504,INFERRED_COMMON,0,0,72,145,4112,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
311401067615371248,CAMPQ,P1_DURABLE_RANKED,common,Domestic Common Stock,128126109 128126208 129900106,INFERRED_COMMON,0,0,71,38,150,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
545177556909447372,EBIXQ,P1_DURABLE_RANKED,common,Domestic Common Stock,278715206 247171101 278715107 247171200,INFERRED_COMMON,0,0,71,29,293,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
678547141734698310,RIDEQ,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,54405Q100 25280H100 54405Q209 25280H209,INFERRED_COMMON,0,0,71,85,427,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
888056120539582187,SHEL,P1_DURABLE_RANKED,common,ADR Common Stock Primary Class,780259305 780259206 780257804 780257705 822703609 780257903,INFERRED_COMMON,0,0,71,150,5049,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
1042287044744322383,JMEI,P1_DURABLE_RANKED,common,ADR Common Stock,48138L107 48138L206,INFERRED_COMMON,0,0,70,48,179,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
1123392224175347435,LSPD,P1_DURABLE_RANKED,common,ADR Common Stock,53229C107 53227R106,INFERRED_COMMON,0,0,70,83,475,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
556078666002943481,OIGBQ,P1_DURABLE_RANKED,common,Domestic Common Stock,126576206 68559A109 68559A208 68283P109 126576107 647537208 946788106,INFERRED_COMMON,0,0,70,50,71,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
818427207626286294,PGN1,P1_DURABLE_RANKED,common,Domestic Common Stock,743263105 144141108 12614C106,INFERRED_COMMON,0,0,70,60,1510,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
831371468261077058,ESLRQ,P1_DURABLE_RANKED,common,Domestic Common Stock,30033R306 30033R108,INFERRED_COMMON,0,0,69,137,504,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
461600950471082009,BRLCQ,P1_DURABLE_RANKED,common,Domestic Common Stock,87163L103 10949P107,INFERRED_COMMON,0,0,68,41,136,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
556939594331583684,SII,P1_DURABLE_RANKED,common,Canadian Common Stock,852066208 852066109,INFERRED_COMMON,0,0,68,26,128,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
1144505983159245450,AUQ,P1_DURABLE_RANKED,common,Canadian Common Stock,05155C105 36467T106 364915108,INFERRED_COMMON,0,0,67,79,382,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
872015801854314611,BEBE1,P1_DURABLE_RANKED,common,Domestic Common Stock,075571109 075571208,INFERRED_COMMON,0,0,67,28,121,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
6925516220905516,HEXO,P1_DURABLE_RANKED,common,Canadian Common Stock,428304109 428304307 428304406,INFERRED_COMMON,0,0,67,39,169,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
1020754940824385887,IOGPQ,P1_DURABLE_RANKED,common,Domestic Common Stock,462044108 462044207 457652105,INFERRED_COMMON,0,0,66,33,114,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
487869582447266471,TT2,P1_DURABLE_RANKED,common,Domestic Common Stock,892893108 029712106,INFERRED_COMMON,0,0,66,31,482,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
968166522535685044,LFGRQ,P1_DURABLE_RANKED,common,Domestic Common Stock,514936103 521029108,INFERRED_COMMON,0,0,65,67,305,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
766320971625686200,AMTD1,P1_DURABLE_RANKED,common,Domestic Common Stock,87236Y108 03072H109 03074K100,INFERRED_COMMON,0,0,64,199,3587,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
254714768819945876,CBDBY,P1_DURABLE_RANKED,common,ADR Common Stock,20440T201 20440T300,INFERRED_COMMON,0,0,64,99,1017,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
990484726740043660,DTV1,P1_DURABLE_RANKED,common,Domestic Common Stock,25490A309 25490A101 25459L106 444418107,INFERRED_COMMON,0,0,63,99,2279,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
680958553726136812,OGI,P1_DURABLE_RANKED,common,Canadian Common Stock,68620P101 68620P705 68617J100,INFERRED_COMMON,0,0,63,34,115,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
696702663051800713,ADCT1,P1_DURABLE_RANKED,common,Domestic Common Stock,000886309 000886101,INFERRED_COMMON,0,0,62,91,754,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
842477555715340828,RESI1,P1_DURABLE_RANKED,common,Domestic Common Stock,02153W100 35904G107,INFERRED_COMMON,0,0,62,37,112,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
888929808926387396,TRVG,P1_DURABLE_RANKED,common,ADR Common Stock,89686D105 89686D303,INFERRED_COMMON,0,0,62,43,98,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
1142929555094712623,BLIAQ,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,093679108 05532D107,INFERRED_COMMON,0,0,61,22,118,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
351896728434615816,MRINQ,P1_DURABLE_RANKED,common,Domestic Common Stock,56804T106 56804T205 56804T304,INFERRED_COMMON,0,0,61,63,106,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
227060587393674304,PCL1,P1_DURABLE_RANKED,common,Domestic Common Stock,729251108 729237107,INFERRED_COMMON,0,0,60,33,2417,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
618741754657237874,SPIEF,P1_DURABLE_RANKED,common,ADR Common Stock,G8651P110 78470H109 G8651P201 G8651P102 83490A100,INFERRED_COMMON,0,0,60,32,81,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
881385647571236858,ORIO,P1_DURABLE_RANKED,common,Canadian Common Stock,60800C109 60800C208 608008108 68627G104,INFERRED_COMMON,0,0,59,30,62,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
454790526979868507,SEELQ,P1_DURABLE_RANKED,common,Domestic Common Stock,81577F109 03832V109 03832V307 81577F208 81577F307 81577F406 652903105,INFERRED_COMMON,0,0,59,37,75,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
389698694766158960,TFII,P1_DURABLE_RANKED,common,Canadian Common Stock,87241L109 89366H103,INFERRED_COMMON,0,0,59,121,1195,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
624525762102619037,XEL,P1_DURABLE_RANKED,common,Domestic Common Stock Primary Class,98389B100 665772109,INFERRED_COMMON,0,0,58,130,5045,MULTIPLE_CUSIPS,REQUIRES_FACTUAL_CONTRADICTION_REVIEW
