Transaction date,Buy or sell,Ticker,Ticker name,Amount of shares
2020-11-20,BUY,NIO,,320.0
2020-11-23,BUY,FDX,,56.0
2020-11-24,BUY,PACB,,1060.0
2020-11-27,BUY,AGNT,,299.0
2020-11-30,BUY,GNRC,,72.0
2020-12-01,BUY,LOB,,381.0
2020-12-02,BUY,MRTX,,68.0
2020-12-03,BUY,FRHC,,397.0
2020-12-04,BUY,LPRO,,596.0
2020-12-14,BUY,PWR,,232.0
2020-12-15,SELL,ZTO,,370.0
2020-12-15,BUY,SWAV,,113.0
2021-01-29,BUY,SICPQ,,123.0
2021-02-23,SELL,REGN,,21.0
2021-02-24,BUY,DNMRQ,,226.0
2021-02-25,SELL,PACB,,1060.0
2021-03-02,BUY,VCEL,,472.0
2021-03-03,SELL,NIO,,320.0
2021-03-04,SELL,AGNT,,598.0
2021-03-05,SELL,SICPQ,,123.0
2021-03-05,SELL,FVRR,,182.0
2021-03-08,SELL,SWAV,,113.0
2021-03-09,SELL,BILI,,386.0
2021-03-25,BUY,TPR,,495.0
2021-03-29,SELL,MRTX,,68.0
2021-03-29,BUY,CTRN,,235.0
2021-03-31,SELL,DNMRQ,,226.0
2021-04-05,BUY,DEN,,402.0
2021-04-06,BUY,SM,,1176.0
2021-04-07,BUY,TPL,,13.0
2021-04-08,BUY,SICPQ,,145.0
2021-04-09,BUY,DBRG,,3094.0
2021-04-12,BUY,DAC,,371.0
2021-04-26,SELL,SICPQ,,145.0
2021-04-29,BUY,ATKR,,264.0
2021-05-03,BUY,PR,,4577.0
2021-05-11,SELL,SAIL1,,356.0
2021-05-13,SELL,DOCU,,5.0
2021-05-26,BUY,CHRD,,179.0
2021-07-12,BUY,SC,,28.0
2021-07-20,SELL,SM,,1176.0
2021-07-21,BUY,ASTH,,249.0
2021-08-03,SELL,PR,,4577.0
2021-08-09,SELL,ZNGA,,1851.0
2021-08-11,SELL,VCEL,,472.0
2021-08-13,SELL,ASTH,,249.0
2021-08-13,SELL,CTRN,,235.0
2021-08-19,BUY,LSI,,181.0
2021-09-02,BUY,WST,,50.0
2021-09-08,SELL,TPL,,13.0
2021-09-09,BUY,EPAM,,36.0
2021-09-13,BUY,DXLG,,3247.0
2021-09-15,BUY,PRFT,,191.0
2021-09-29,SELL,DBRG,,3094.0
2021-09-30,BUY,ASAN,,185.0
2021-10-01,SELL,FDX,,56.0
2021-10-08,BUY,DAVA,,80.0
2021-11-11,SELL,LPRO,,596.0
2021-11-12,BUY,VICR,,102.0
2021-12-02,SELL,ASAN,,185.0
2021-12-06,SELL,SE,,200.0
2021-12-07,BUY,FDS,,47.0
2021-12-13,SELL,GNRC,,72.0
2021-12-14,BUY,ODFL,,61.0
2021-12-17,SELL,DXLG,,3247.0
2022-01-04,BUY,BLDR,,265.0
2022-01-06,SELL,RGEN,,178.0
2022-01-06,BUY,COST,,39.0
2022-01-07,BUY,WIRE,,156.0
2022-01-11,SELL,VICR,,102.0
2022-01-13,BUY,ACLS,,293.0
2022-01-18,SELL,PRFT,,191.0
2022-01-20,SELL,EPAM,,36.0
2022-01-20,BUY,VCRA,,253.0
2022-01-21,SELL,LOB,,381.0
2022-01-24,SELL,DAVA,,80.0
2022-02-14,BUY,ERF,,1671.0
2022-02-15,BUY,CVE,,1292.0
2022-02-17,BUY,VET,,1162.0
2022-02-22,BUY,CVX,,144.0
2022-02-23,BUY,CNQ,,369.0
2022-02-24,SELL,WST,,50.0
2022-03-08,SELL,TPR,,495.0
2022-03-09,BUY,COP,,216.0
2022-03-16,BUY,ABBV,,131.0
2022-03-28,BUY,MCK,,56.0
2022-04-12,SELL,ACLS,,293.0
2022-04-13,BUY,FMC,,126.0
2022-04-25,SELL,FRHC,,397.0
2022-04-26,BUY,APTS,,797.0
2022-05-19,SELL,ODFL,,61.0
2022-05-19,SELL,DAC,,371.0
2022-05-20,SELL,COST,,39.0
2022-05-20,BUY,MPC,,204.0
2022-05-25,SELL,BLDR,,265.0
2022-05-25,BUY,BMY,,260.0
2022-05-31,SELL,FDS,,47.0
2022-06-14,SELL,LSI,,181.0
2022-06-22,BUY,STNG,,539.0
2022-06-23,SELL,DEN,,402.0
2022-06-23,SELL,ATKR,,264.0
2022-06-23,BUY,PBF,,545.0
2022-06-24,SELL,ERF,,1671.0
2022-06-24,SELL,VET,,1162.0
2022-06-24,BUY,TVTY,,563.0
2022-07-01,SELL,CHRD,,179.0
2022-07-01,SELL,WIRE,,156.0
2022-07-06,SELL,COP,,216.0
2022-07-07,SELL,MPC,,204.0
2022-07-07,SELL,CVE,,1292.0
2022-07-13,SELL,CNQ,,369.0
2022-07-13,BUY,HRB,,498.0
2022-07-14,BUY,LNTH,,275.0
2022-07-18,BUY,CNR,,310.0
2022-07-26,BUY,GO,,423.0
2022-07-27,BUY,GLNG,,801.0
2022-07-28,BUY,SAIL1,,296.0
2022-07-29,BUY,VTNRQ,,1352.0
2022-08-03,BUY,CHNG,,779.0
2022-08-04,BUY,SWCH,,549.0
2022-08-05,BUY,MNDT,,806.0
2022-08-08,BUY,CTIC,,2478.0
2022-08-10,SELL,VTNRQ,,1352.0
2022-08-10,BUY,MUSA,,64.0
2022-08-11,BUY,SWIR,,608.0
2022-08-12,BUY,EQT,,410.0
2022-08-15,BUY,ACHC,,79.0
2022-09-07,SELL,ABBV,,131.0
2022-09-12,BUY,NFE,,337.0
2022-09-29,BUY,INSW,,522.0
2022-10-05,SELL,FMC,,126.0
2022-10-13,SELL,CTIC,,2478.0
2022-10-17,SELL,GO,,423.0
2022-10-18,BUY,AAWW,,184.0
2022-10-25,BUY,ELF,,445.0
2022-11-04,SELL,LNTH,,275.0
2022-11-04,BUY,HAE,,239.0
2022-11-14,BUY,AVEO,,1287.0
2022-11-15,SELL,BMY,,260.0
2022-11-16,BUY,FSLR,,122.0
2022-11-17,BUY,NUVL,,603.0
2022-12-07,SELL,PBF,,545.0
2022-12-20,BUY,ERIE,,68.0
2022-12-21,BUY,TTC,,173.0
2022-12-23,SELL,EQT,,410.0
2022-12-29,SELL,NFE,,337.0
2023-01-06,SELL,CNR,,310.0
2023-01-10,BUY,RMBS,,481.0
2023-01-18,SELL,GLNG,,801.0
2023-02-01,SELL,MUSA,,64.0
2023-02-03,BUY,WFRD,,337.0
2023-02-06,SELL,ACHC,,79.0
2023-02-06,BUY,YPF,,1673.0
2023-02-07,BUY,GILD,,218.0
2023-02-08,BUY,NVO,,135.0
2023-02-17,BUY,TDW,,438.0
2023-03-01,BUY,FMX,,189.0
2023-03-15,BUY,NSIT,,11.0
2023-03-24,SELL,HRB,,498.0
2023-04-03,BUY,IPAR,,137.0
2023-04-04,BUY,ALGM,,331.0
2023-04-05,SELL,NUVL,,603.0
2023-04-26,BUY,COTY,,1222.0
2023-05-05,SELL,INSW,,522.0
2023-05-08,BUY,PEN,,63.0
2023-05-09,BUY,META,,2.0
2023-06-07,BUY,BLDR,,4.0
2023-06-13,SELL,STNG,,539.0
2023-06-14,SELL,ERIE,,68.0
2023-06-15,SELL,TTC,,173.0
2023-07-17,BUY,TPH,,637.0
2023-07-18,BUY,NVDA,,46.0
2023-07-19,BUY,MANH,,63.0
2023-08-01,SELL,GILD,,218.0
2023-08-31,BUY,APP,,398.0
2023-09-07,SELL,ALGM,,331.0
2023-09-25,SELL,IPAR,,137.0
2023-09-27,SELL,FSLR,,122.0
2023-09-28,SELL,PEN,,63.0
2023-10-06,SELL,ELF,,445.0
2023-10-09,BUY,XPO,,273.0
2023-10-17,SELL,COTY,,1222.0
2023-10-25,BUY,VRT,,497.0
2023-10-26,SELL,BLDR,,4.0
2023-10-27,BUY,CEG,,178.0
2023-10-30,BUY,ANF,,339.0
2023-10-31,SELL,YPF,,1673.0
2023-11-07,BUY,MMYT,,526.0
2023-11-16,BUY,HRB,,476.0
2023-11-28,BUY,UEC,,2388.0
2024-01-09,SELL,MANH,,63.0
2024-01-10,BUY,NHC,,136.0
2024-01-23,SELL,AEE,,153.0
2024-02-09,BUY,CRWD,,32.0
2024-03-26,BUY,WING,,2.0
2024-06-12,SELL,UEC,,2388.0
2024-07-16,BUY,TRGP,,109.0
2024-07-23,SELL,CRWD,,32.0
2024-07-31,SELL,RMBS,,481.0
2024-07-31,SELL,VRT,,497.0
2024-08-05,SELL,ANF,,339.0
2024-08-22,BUY,ADMA,,1744.0
2024-08-30,BUY,AEM,,380.0
2024-09-03,BUY,CRS,,218.0
2024-09-05,BUY,LMT,,38.0
2024-09-06,SELL,WFRD,,337.0
2024-09-09,SELL,TDW,,438.0
2024-09-30,SELL,FMX,,189.0
2024-10-08,BUY,AHR,,1282.0
2024-10-09,BUY,AFL,,289.0
2024-10-30,BUY,VTR,,287.0
2024-10-31,SELL,WING,,2.0
2024-11-15,SELL,NSIT,,11.0
2024-11-18,SELL,NVO,,270.0
2024-12-03,BUY,AKR,,1180.0
2025-01-03,BUY,RKLB,,38.0
2025-01-27,SELL,NHC,,136.0
2025-01-28,BUY,BRBR,,162.0
2025-02-04,SELL,HAE,,239.0
2025-02-14,SELL,ADMA,,1744.0
2025-02-18,SELL,LMT,,38.0
2025-02-19,SELL,TPH,,637.0
2025-02-26,SELL,RKLB,,38.0
2025-02-27,SELL,APP,,398.0
2025-02-27,BUY,EAT,,214.0
2025-03-04,SELL,CEG,,178.0
2025-03-05,SELL,PWR,,232.0
2025-03-07,BUY,VRNA,,506.0
2025-03-10,SELL,XPO,,273.0
2025-03-19,BUY,LX,,3396.0
2025-03-20,BUY,SRAD,,1481.0
2025-03-21,BUY,ESLT,,82.0
2025-03-28,BUY,RBRK,,523.0
2025-03-31,BUY,FNMA,,5064.0
2025-04-03,BUY,FOX,,660.0
2025-04-04,SELL,NVDA,,460.0
2025-04-04,BUY,PYCR,,1453.0
2025-04-07,SELL,META,,2.0
2025-04-08,SELL,LX,,3396.0
2025-04-09,SELL,AKR,,1180.0
2025-04-09,BUY,ATSG,,1337.0
2025-05-07,BUY,VRSN,,117.0
2025-05-08,BUY,CNP,,866.0
2025-05-09,BUY,KC,,2380.0
2025-05-12,BUY,PLMR,,200.0
2025-05-28,BUY,NUTX,,210.0
2025-05-29,BUY,TDUP,,351.0
2025-06-11,SELL,NUTX,,210.0
2025-07-15,BUY,ASM,,5942.0
2025-07-22,SELL,BRBR,,162.0
2025-07-23,SELL,FNMA,,5064.0
2025-08-06,SELL,PLMR,,200.0
2025-08-08,SELL,LLY,,100.0
2025-08-20,SELL,EAT,,214.0
2025-08-21,BUY,WLDN,,342.0
2025-08-22,BUY,TIGO,,760.0
2025-09-08,BUY,APH,,321.0
2025-09-10,BUY,RBLX,,272.0
2025-09-22,BUY,PRM,,1338.0
2025-10-14,SELL,TRGP,,109.0
2025-10-28,SELL,VRSN,,117.0
2025-10-29,SELL,MMYT,,526.0
2025-10-30,SELL,KC,,2380.0
2025-11-05,SELL,TDUP,,351.0
2025-11-05,SELL,ASM,,5942.0
2025-11-13,SELL,HRB,,476.0
2025-11-13,BUY,WDC,,225.0
2025-11-18,SELL,RBRK,,523.0
2025-11-18,SELL,SRAD,,1481.0
2025-11-20,SELL,RBLX,,272.0
2025-11-20,BUY,BE,,319.0
2025-11-28,BUY,LGND,,176.0
2025-12-01,BUY,LITE,,116.0
2025-12-02,BUY,SNDK,,170.0
2025-12-08,BUY,CIEN,,177.0
2025-12-09,BUY,ROIV,,1739.0
2025-12-16,BUY,PVLA,,403.0
2025-12-18,SELL,BE,,319.0
2025-12-19,BUY,GOOG,,120.0
2025-12-22,BUY,GOOGL,,67.0
2026-01-12,BUY,ENS,,7.0
2026-03-02,SELL,WLDN,,342.0
2026-03-03,BUY,CGAU,,1580.0
2026-03-23,SELL,PRM,,1338.0
2026-04-01,BUY,ERAS,,1779.0
2026-04-29,SELL,ERAS,,1779.0
2026-04-30,BUY,SU,,269.0
2026-05-20,SELL,AEM,,380.0
2026-06-01,BUY,KGS,,889.0
2026-06-11,SELL,CIEN,,177.0
2026-06-11,SELL,PVLA,,403.0
2026-06-18,SELL,FOX,,660.0
2026-06-23,BUY,ATEX,,862.0
2026-07-06,SELL,LITE,,116.0
2026-07-08,SELL,SNDK,,170.0
2026-07-15,BUY,ATEN,,1597.0
2026-07-16,SELL,WDC,,225.0
2026-07-16,BUY,BAND,,833.0
2026-07-22,BUY,SYRE,,593.0
2026-07-30,SELL,BAND,,833.0
