decision_date,execution_date,ticker,mode,close_price,open_price,intended_target_dollars,cash_before_execution,execution_budget,executed_shares,executed_gross_dollars,entry_fraction_of_intended,cash_limited_at_open,rounding_underfill_dollars,rounding_underfill_fraction,close_required_10bp_cushion,close_cash_above_cushion,blocked,block_reason
2014-11-12,2014-11-13,CNQR,whole,128.3,128.36,9240.737327200279,7025.803180006998,7025.803180006998,54.0,6938.37144,0.7508460844976923,True,87.43174000699855,0.012444376502860056,231.01843318000698,6772.785239223075,False,
2014-12-18,2014-12-19,LOW,whole,66.62,66.88,9567.05206480028,22950.791620006996,9567.05206480028,142.0,9506.456959999998,0.9936662720773489,False,60.59510480028257,0.006333727922651118,239.176301620007,22711.61531838699,False,
2015-01-02,2015-01-05,CBRL,whole,138.77,138.01,9543.598186400279,13444.634660006997,9543.598186400279,69.0,9532.212689999998,0.9988070017012551,False,11.385496400280317,0.0011929982987448865,238.58995466000698,13206.04470534699,False,
2015-01-13,2015-01-14,TPST,whole,49.72,48.660000000000004,9397.56527880028,3912.421970006999,3912.421970006999,80.0,3896.6928,0.41464918671971834,True,15.729170006999084,0.004020315325795736,234.93913197000703,3677.482838036992,False,
2015-02-04,2015-02-05,BBWI,whole,86.51,90.67,9641.67156680028,13286.209170007,9641.67156680028,106.0,9620.631019999999,0.9978177490641009,False,21.040546800280936,0.0021822509358990255,241.041789170007,13045.167380836992,False,
2015-03-06,2015-03-09,KR,whole,74.34999999999998,74.5,9952.45191000028,3919.2127500070005,3919.2127500070005,52.0,3877.874,0.38964006408345364,True,41.338750007000726,0.010547717780038067,248.81129775000701,3670.4014522569937,False,
2015-05-01,2015-05-04,COR,whole,114.61,114.67,9908.95287800028,3124.371950007001,3124.371950007001,27.0,3099.1860899999997,0.3127662557444157,True,25.185860007001338,0.008061095288909153,247.723821950007,2876.648128056994,False,
2015-08-03,2015-08-04,ADPTQ,whole,113.45,114.43,10017.197953077222,29634.788826930533,10017.197953077222,87.0,9965.365409999999,0.9948256445245448,False,51.83254307722382,0.005174355475455207,250.42994882693054,29384.3588781036,False,
2015-08-04,2015-08-05,SKX,whole,153.9,154.911,10045.313736677219,19669.423416930535,10045.313736677219,64.0,9924.218303999998,0.9879450820699527,False,121.09543267722074,0.01205491793004731,251.13284341693048,19418.290573513605,False,
2015-08-27,2015-08-28,DXCM,whole,93.74,92.81397099999998,9474.894734992999,21286.408374824958,9474.894734992999,101.0,9383.585282070997,0.9903630113604561,False,91.30945292200158,0.009636988639543874,236.87236837482496,21049.536006450133,False,
2015-09-22,2015-09-23,PRE1,whole,138.5,138.42,9190.56612371016,12109.16309275396,9190.56612371016,66.0,9144.855719999998,0.9950263777992701,False,45.7104037101617,0.004973622200729977,229.764153092754,11879.398939661207,False,
2015-09-28,2015-09-29,AX,whole,123.71,123.488,8705.901609710158,29692.83239275396,8705.901609710158,70.0,8652.80416,0.993900982104951,False,53.09744971015789,0.006099017895048971,217.64754024275396,24352.16270251121,False,
2015-10-27,2015-10-28,UHAL,whole,401.21,401.45,8992.972977234158,53099.41443085397,8992.972977234158,22.0,8840.731899999999,0.9830711070054853,False,152.2410772341591,0.016928892994514673,224.82432443085395,52874.590106423115,False,
2015-10-28,2015-10-29,AIZ,whole,81.4,81.39,9074.540301234161,44293.39753085397,9074.540301234161,111.0,9043.32429,0.9965600448950659,False,31.21601123416076,0.003439955104934109,226.86350753085404,44031.819023323114,False,
2015-10-30,2015-11-02,ACGL,whole,74.89,74.88899999999998,9129.71452963416,35250.07324085396,9129.71452963416,121.0,9070.630568999997,0.9935283890375343,False,59.083960634163304,0.006471610962465754,228.242863240854,35021.83037761311,False,
2015-11-13,2015-11-16,ATVI,whole,34.59,34.49,8857.255690874159,26252.442271853964,8857.255690874159,256.0,8838.26944,0.9978564183380502,False,18.98625087415894,0.0021435816619498663,221.43139227185398,26031.01087958211,False,
2015-11-16,2015-11-17,DY,whole,84.23999999999998,84.29,8968.79171327416,17414.172831853964,8968.79171327416,106.0,8943.674739999999,0.997199514262664,False,25.116973274161865,0.00280048573733603,224.219792831854,17189.95303902211,False,
2015-11-20,2015-11-23,TYL,whole,174.2,174.17,9202.696323674158,8470.598091853966,8470.598091853966,48.0,8368.520159999998,0.909355243905178,True,102.07793185396804,0.01205085293234898,230.06740809185396,8240.530683762112,False,
2015-12-02,2015-12-03,VRSN,whole,89.51,90.21000000000001,9164.887317274159,309.95293185396804,309.95293185396804,3.0,270.90063,0.029558533631875775,True,39.05230185396806,0.12599429732888365,229.12218293185396,54.610748922114055,False,
2016-01-20,2016-01-21,SWI1,whole,58.0,57.96,8266.586957674159,32359.18506185397,8266.586957674159,142.0,8238.550319999998,0.9966084385469226,False,28.036637674160374,0.003391561453077439,206.66467394185398,17468.339267912117,False,
2016-02-04,2016-02-05,TAL,whole,47.95,48.062110999999994,8346.19857367416,39685.45434185397,8346.19857367416,173.0,8323.059948202997,0.9972276449850896,False,23.138625471163323,0.0027723550149103683,208.65496434185403,39476.799377512114,False,
2016-02-19,2016-02-22,HPY,whole,92.33,92.69999999999999,8311.473519746038,45826.24799365098,8311.473519746038,89.0,8258.550299999999,0.9936325105746525,False,52.92321974603874,0.006367489425347509,207.78683799365098,45618.46115565733,False,
2016-02-22,2016-02-23,EDU,whole,31.77,31.51,8368.01590774604,37567.697693650975,8368.01590774604,265.0,8358.500149999998,0.9988628418192618,False,9.515757746041345,0.0011371581807382647,209.20039769365098,37358.49729595732,False,
2016-02-23,2016-02-24,HRL,whole,43.57,43.5,8363.257901746038,29209.197543650975,8363.257901746038,192.0,8360.351999999999,0.9996525395031245,False,2.9059017460385803,0.0003474604968754941,209.08144754365094,29000.116096107326,False,
2016-02-24,2016-02-25,COR2,whole,65.11,65.11,8460.39542174604,20848.845543650976,8460.39542174604,129.0,8407.589189999999,0.9937584203676448,False,52.806231746040794,0.0062415796323551445,211.50988554365102,20637.335658107324,False,
2016-02-25,2016-02-26,EDR1,whole,40.3,40.21,8539.606649083149,12530.356227078712,8539.606649083149,212.0,8533.04452,0.9992315654159721,False,6.562129083149557,0.0007684345840278366,213.49016622707873,12227.766187423898,False,
2016-03-03,2016-03-04,HMIN,whole,35.02,35.0,8544.192068283148,4117.681707078712,4117.681707078712,117.0,4099.094999999999,0.47975220679041486,True,18.586707078712607,0.004513876593899954,213.6048017070787,3867.776905371633,False,
2016-04-01,2016-04-04,BRKR,whole,29.26,29.4,9076.058395754597,9626.499893864911,9076.058395754597,308.0,9064.255199999998,0.9986995240400701,False,11.803195754599074,0.0013004759599299315,226.9014598938649,9377.598433971047,False,
2016-04-15,2016-04-18,QIHU,whole,75.54,75.5,9034.616187754598,4844.054693864913,4844.054693864913,64.0,4836.831999999999,0.5353666275890921,True,7.222693864913708,0.001491043004543567,225.86540469386497,4618.189289171049,False,
