Mode,Transaction date,Buy or sell,Ticker,Ticker name,Amount of shares
fractional,2021-04-06,BUY,SM,,1208.6045867972953
fractional,2021-04-07,BUY,TPL,,13.370627439213266
fractional,2021-04-08,BUY,SICPQ,,150.1160224360569
fractional,2021-04-09,BUY,DBRG,,3180.7249347471484
fractional,2021-04-12,BUY,DAC,,382.07681055645776
fractional,2021-04-26,SELL,SICPQ,,150.1160224360569
fractional,2021-05-03,BUY,ATKR,,269.99704523005886
fractional,2021-05-11,SELL,SAIL1,,366.34320573213336
fractional,2021-05-13,SELL,DOCU,,6.182279221246808
fractional,2021-05-26,BUY,CHRD,,248.79909694969456
fractional,2021-06-11,BUY,NUE,,85.96933519411579
fractional,2021-07-12,BUY,SC,,27.81996609893576
fractional,2021-07-20,SELL,SM,,1208.6045867972953
fractional,2021-08-09,SELL,ZNGA,,887.6594839258078
fractional,2021-08-11,SELL,VCEL,,482.75887502728176
fractional,2021-08-13,SELL,CTRN,,242.1901024085395
fractional,2021-08-19,BUY,LSI,,188.98404185386173
fractional,2021-09-08,SELL,TPL,,13.370627439213266
fractional,2021-09-09,BUY,EPAM,,37.98400504401657
fractional,2021-09-13,BUY,DXLG,,3379.3844814454174
fractional,2021-09-15,BUY,WST,,36.53959683051651
fractional,2021-09-29,SELL,DBRG,,3180.7249347471484
fractional,2021-10-01,SELL,FDX,,57.68166884226622
fractional,2021-10-08,BUY,PRFT,,186.9411544417916
fractional,2021-10-29,BUY,ASAN,,72.12052550323642
fractional,2021-11-11,SELL,LPRO,,610.2845305003686
fractional,2021-11-12,BUY,VICR,,102.88964491314243
fractional,2021-12-01,SELL,NUE,,85.96933519411579
fractional,2021-12-02,SELL,ASAN,,72.12052550323642
fractional,2021-12-06,SELL,SE,,205.03109249814912
fractional,2021-12-13,SELL,GNRC,,76.86949979953847
fractional,2021-12-14,BUY,FDS,,49.84285928487595
fractional,2021-12-17,SELL,DXLG,,3379.3844814454174
fractional,2022-01-03,BUY,COST,,42.00000333654526
fractional,2022-01-04,BUY,BLDR,,279.0324357467152
fractional,2022-01-06,SELL,RGEN,,172.68129510472932
fractional,2022-01-06,BUY,WIRE,,166.31937100895533
fractional,2022-01-07,BUY,ACLS,,315.3804870984229
fractional,2022-01-11,SELL,VICR,,102.88964491314243
fractional,2022-01-13,BUY,ON,,330.38194995002885
fractional,2022-01-18,SELL,PRFT,,186.9411544417916
fractional,2022-01-20,SELL,EPAM,,37.98400504401657
fractional,2022-01-20,BUY,VCRA,,266.8770506718922
fractional,2022-01-21,SELL,LOB,,391.6096969095068
fractional,2022-02-14,BUY,ERF,,1761.1102293683591
fractional,2022-02-15,BUY,CVE,,1362.3077570315622
fractional,2022-02-17,BUY,VET,,1226.3173187956525
fractional,2022-02-22,BUY,CVX,,152.3249334648549
fractional,2022-02-23,BUY,CNQ,,88.29589083617769
fractional,2022-03-08,SELL,WST,,36.53959683051651
fractional,2022-03-08,SELL,TPR,,508.5618774237705
fractional,2022-03-09,SELL,DPZ,,46.70681384760605
fractional,2022-03-16,BUY,ABBV,,137.3967504971659
fractional,2022-04-07,BUY,MCK,,70.02931333456854
fractional,2022-04-08,BUY,MDRX,,969.6705396727638
fractional,2022-04-11,BUY,PCRX,,63.03294355568657
fractional,2022-04-12,SELL,ACLS,,315.3804870984229
fractional,2022-04-13,BUY,FMC,,133.58298929045418
fractional,2022-04-25,SELL,FRHC,,407.16007861641054
fractional,2022-05-13,BUY,AMR,,129.03072681481288
fractional,2022-05-19,SELL,DAC,,382.07681055645776
fractional,2022-05-20,SELL,COST,,42.00000333654526
fractional,2022-05-25,SELL,BLDR,,279.0324357467152
fractional,2022-05-25,BUY,BMY,,268.21527151110274
fractional,2022-06-07,SELL,FDS,,49.84285928487595
fractional,2022-06-14,SELL,LSI,,188.98404185386173
fractional,2022-06-14,SELL,MDRX,,969.6705396727638
fractional,2022-06-15,SELL,PCRX,,63.03294355568657
fractional,2022-06-22,BUY,STNG,,555.4075272568938
fractional,2022-06-23,SELL,DEN,,413.43348557847867
fractional,2022-06-23,SELL,ATKR,,269.99704523005886
fractional,2022-06-23,BUY,PBF,,562.7907887343922
fractional,2022-06-24,SELL,ERF,,1761.1102293683591
fractional,2022-06-24,SELL,VET,,1226.3173187956525
fractional,2022-06-28,BUY,MRK,,208.693184332264
fractional,2022-06-30,SELL,WIRE,,166.31937100895533
fractional,2022-07-01,SELL,CHRD,,248.79909694969456
fractional,2022-07-05,SELL,AMR,,129.03072681481288
fractional,2022-07-05,SELL,ON,,330.38194995002885
fractional,2022-07-07,SELL,CVE,,1362.3077570315622
fractional,2022-07-11,BUY,HRB,,510.7511391793348
fractional,2022-07-13,SELL,CNQ,,88.29589083617769
fractional,2022-07-18,BUY,LNTH,,263.8821456971584
fractional,2022-07-19,BUY,CNR,,326.3113591950497
fractional,2022-07-20,BUY,GO,,417.1804408989525
fractional,2022-07-26,BUY,AR,,477.48847903258974
fractional,2022-07-27,BUY,GLNG,,821.9742749227678
fractional,2022-07-28,BUY,SAIL1,,303.66529623866865
fractional,2022-07-29,BUY,VTNRQ,,1384.035589618206
fractional,2022-08-02,BUY,SWCH,,566.3484607051952
fractional,2022-08-03,BUY,CHNG,,793.848892387297
fractional,2022-08-04,BUY,ACC,,290.30905222044413
fractional,2022-08-05,BUY,MNDT,,819.7692024081007
fractional,2022-08-08,BUY,CTIC,,1434.130848013492
fractional,2022-08-10,SELL,VTNRQ,,1384.035589618206
fractional,2022-08-30,BUY,MUSA,,65.00695283184493
fractional,2022-09-07,SELL,ABBV,,137.3967504971659
fractional,2022-09-12,BUY,NFE,,343.51957038875867
fractional,2022-09-26,BUY,INSW,,535.0123114258329
fractional,2022-09-27,SELL,AR,,477.48847903258974
fractional,2022-09-29,BUY,DHT,,2282.5871976539056
fractional,2022-09-30,SELL,CHD,,161.98853238182068
fractional,2022-10-05,SELL,FMC,,133.58298929045418
fractional,2022-10-13,SELL,CTIC,,1434.130848013492
fractional,2022-10-17,SELL,GO,,417.1804408989525
fractional,2022-10-18,BUY,SWIR,,646.323533434904
fractional,2022-10-25,BUY,ELF,,461.83851044262127
fractional,2022-10-27,BUY,AAWW,,195.7011211363792
fractional,2022-11-01,BUY,FSLR,,134.9606471877152
fractional,2022-11-04,SELL,LNTH,,263.8821456971584
fractional,2022-11-04,BUY,HAE,,249.48166748482717
fractional,2022-11-14,BUY,AVEO,,929.3733748272518
fractional,2022-11-15,SELL,BMY,,268.21527151110274
fractional,2022-11-16,BUY,NUVL,,596.0204598315756
fractional,2022-11-17,BUY,MYOV,,24.14103861354522
fractional,2022-12-07,SELL,PBF,,562.7907887343922
fractional,2022-12-20,BUY,ERIE,,71.42640563700535
fractional,2022-12-21,BUY,TTC,,180.4510727188737
fractional,2022-12-29,SELL,HRB,,510.7511391793348
fractional,2022-12-29,SELL,NFE,,343.51957038875867
fractional,2023-01-10,BUY,RMBS,,501.3767985224314
fractional,2023-01-18,SELL,GLNG,,821.9742749227678
fractional,2023-02-03,BUY,WFRD,,349.40357157792374
fractional,2023-02-06,BUY,YPF,,1728.028301548832
fractional,2023-02-07,BUY,GILD,,225.78720041840717
fractional,2023-02-17,BUY,TDW,,227.76329764144575
fractional,2023-02-21,SELL,CNR,,326.3113591950497
fractional,2023-02-22,SELL,MUSA,,65.00695283184493
fractional,2023-03-01,BUY,FMX,,220.43644044102012
fractional,2023-03-07,BUY,ALGM,,327.0600861176921
fractional,2023-04-03,BUY,NSIT,,145.01004721186737
fractional,2023-04-04,BUY,IPAR,,9.671201815362446
fractional,2023-04-05,SELL,NUVL,,596.0204598315756
fractional,2023-04-25,BUY,WYNN,,125.7480407002168
fractional,2023-05-05,SELL,INSW,,535.0123114258329
fractional,2023-05-05,SELL,DHT,,2282.5871976539056
fractional,2023-05-08,BUY,PEN,,65.31195723213541
fractional,2023-05-09,BUY,META,,84.55770846319031
fractional,2023-06-13,SELL,STNG,,555.4075272568938
fractional,2023-06-14,SELL,ERIE,,71.42640563700535
fractional,2023-06-14,BUY,TPH,,651.49766861914
fractional,2023-06-15,SELL,TTC,,180.4510727188737
fractional,2023-06-15,BUY,BLDR,,177.40808774477105
fractional,2023-07-17,BUY,NVDA,,34.02242298473957
fractional,2023-08-01,SELL,GILD,,225.78720041840717
fractional,2023-08-02,BUY,SMCI,,52.16887394160263
fractional,2023-08-18,SELL,SMCI,,52.16887394160263
fractional,2023-08-21,BUY,MHO,,133.80321309110465
fractional,2023-08-28,SELL,ALGM,,327.0600861176921
fractional,2023-08-31,BUY,APP,,287.2529715615619
fractional,2023-09-26,SELL,IPAR,,9.671201815362446
fractional,2023-09-27,SELL,FSLR,,134.9606471877152
fractional,2023-09-27,BUY,CEG,,198.40921206101632
fractional,2023-09-28,SELL,PEN,,65.31195723213541
fractional,2023-09-28,BUY,MMYT,,433.3959962490063
fractional,2023-10-06,SELL,ELF,,461.83851044262127
fractional,2023-10-16,SELL,WYNN,,125.7480407002168
fractional,2023-10-26,SELL,BLDR,,177.40808774477105
fractional,2023-10-26,BUY,VRT,,558.397584309849
fractional,2023-10-27,BUY,UEC,,3678.490979621775
fractional,2023-10-30,BUY,ANF,,350.9966305247073
fractional,2023-10-31,SELL,YPF,,1728.028301548832
fractional,2023-11-07,BUY,ADBE,,38.62826621609752
fractional,2023-11-15,BUY,CLS,,393.1800918392556
fractional,2023-12-05,SELL,TPH,,651.49766861914
fractional,2023-12-06,BUY,VST,,540.3102699963165
fractional,2024-02-20,BUY,CRWD,,2.1032137834882976
fractional,2024-04-22,BUY,NRG,,10.1718508459999
fractional,2024-05-01,SELL,ADBE,,38.62826621609752
fractional,2024-06-03,BUY,EME,,46.61663490666253
fractional,2024-06-12,SELL,UEC,,3678.490979621775
fractional,2024-07-16,BUY,TRGP,,157.11012372932737
fractional,2024-07-23,SELL,CRWD,,2.1032137834882976
fractional,2024-07-25,SELL,VST,,540.3102699963165
fractional,2024-07-31,SELL,RMBS,,501.3767985224314
fractional,2024-07-31,SELL,VRT,,558.397584309849
fractional,2024-08-05,SELL,ANF,,350.9966305247073
fractional,2024-08-22,BUY,ADMA,,1793.798540116954
fractional,2024-08-26,BUY,CRS,,222.3842184769779
fractional,2024-08-30,BUY,AEM,,391.8999673275264
fractional,2024-09-03,BUY,DTM,,413.0132590637125
fractional,2024-09-05,BUY,LMT,,45.39480844631085
fractional,2024-09-06,SELL,WFRD,,349.40357157792374
fractional,2024-09-09,SELL,TDW,,227.76329764144575
fractional,2024-09-09,SELL,CLS,,393.1800918392556
fractional,2024-09-30,SELL,FMX,,220.43644044102012
fractional,2024-10-08,BUY,AHR,,1345.6130102154125
fractional,2024-10-09,BUY,AFL,,303.43573745630306
fractional,2024-10-10,BUY,IRM,,172.17469398455387
fractional,2024-11-15,SELL,NSIT,,145.01004721186737
fractional,2024-11-18,BUY,AKR,,915.009498472591
fractional,2024-12-18,BUY,LLYVK,,19.497352498206634
fractional,2025-02-04,SELL,MHO,,133.80321309110465
fractional,2025-02-04,SELL,HAE,,249.48166748482717
fractional,2025-02-05,SELL,MRK,,208.693184332264
fractional,2025-02-14,SELL,ADMA,,1793.798540116954
fractional,2025-02-18,SELL,LMT,,45.39480844631085
fractional,2025-02-27,SELL,APP,,287.2529715615619
fractional,2025-03-04,SELL,CEG,,198.40921206101632
fractional,2025-03-05,SELL,PWR,,237.93204369188527
fractional,2025-03-05,SELL,IRM,,172.17469398455387
fractional,2025-03-07,SELL,EME,,46.61663490666253
fractional,2025-03-07,BUY,VRNA,,522.1902364555295
fractional,2025-03-10,BUY,LX,,3912.1775682462658
fractional,2025-03-11,BUY,VNET,,2844.23655800457
fractional,2025-03-19,BUY,GRRR,,1251.720133500528
fractional,2025-03-20,BUY,SRAD,,1524.9702798068636
fractional,2025-03-31,SELL,VNET,,2844.23655800457
fractional,2025-03-31,BUY,ESLT,,90.65220711280124
fractional,2025-04-03,BUY,FOX,,669.4677912024844
fractional,2025-04-04,SELL,GRRR,,1251.720133500528
fractional,2025-04-04,SELL,NVDA,,340.2242298473957
fractional,2025-04-04,BUY,PYCR,,1475.065825040887
fractional,2025-04-07,SELL,META,,84.55770846319031
fractional,2025-04-07,BUY,SWI,,1699.166943603088
fractional,2025-04-08,SELL,AKR,,915.009498472591
fractional,2025-04-08,SELL,LX,,3912.1775682462658
fractional,2025-04-08,BUY,ATSG,,1370.0084608723275
fractional,2025-05-01,BUY,VRSN,,119.346562720235
fractional,2025-05-07,BUY,KC,,2304.945009141647
fractional,2025-05-08,BUY,CNP,,864.0254260997834
fractional,2025-05-09,BUY,TGI,,1285.2716647180966
fractional,2025-05-12,BUY,PLMR,,200.2911864829675
fractional,2025-05-13,BUY,LRN,,220.00585641367115
fractional,2025-05-28,BUY,NUTX,,202.9356614694892
fractional,2025-05-29,BUY,TDUP,,4266.543883197758
fractional,2025-06-11,SELL,NUTX,,202.9356614694892
fractional,2025-06-12,BUY,NFG,,294.1902161201952
fractional,2025-07-15,BUY,ASM,,205.56177346506837
fractional,2025-08-06,SELL,PLMR,,200.2911864829675
fractional,2025-08-08,SELL,LLY,,99.23046639647724
fractional,2025-09-08,BUY,WLDN,,362.9836872127548
fractional,2025-09-09,BUY,HWKN,,207.58448641109723
fractional,2025-09-10,BUY,RBLX,,273.4682870840306
fractional,2025-10-14,SELL,TRGP,,157.11012372932737
fractional,2025-10-22,SELL,VRSN,,119.346562720235
fractional,2025-10-28,SELL,KC,,2304.945009141647
fractional,2025-10-29,SELL,MMYT,,433.3959962490063
fractional,2025-10-30,SELL,LRN,,220.00585641367115
fractional,2025-11-05,SELL,TDUP,,4266.543883197758
fractional,2025-11-05,SELL,HWKN,,207.58448641109723
fractional,2025-11-05,SELL,ASM,,205.56177346506837
fractional,2025-11-13,BUY,WDC,,216.68824592529012
fractional,2025-11-18,SELL,SRAD,,1524.9702798068636
fractional,2025-11-20,SELL,RBLX,,273.4682870840306
fractional,2025-11-20,BUY,BE,,308.0249027441513
fractional,2025-11-21,BUY,INDV,,1080.620930969146
fractional,2025-11-28,BUY,LGND,,170.39448179914535
fractional,2025-12-01,BUY,LITE,,112.21003660570466
fractional,2025-12-02,BUY,SNDK,,165.02265581057662
fractional,2025-12-03,SELL,NFG,,294.1902161201952
fractional,2025-12-08,BUY,CIEN,,172.24706577353894
fractional,2025-12-09,BUY,ROIV,,1686.1658787058268
fractional,2025-12-10,BUY,INSM,,180.4864488255368
fractional,2025-12-18,SELL,BE,,308.0249027441513
fractional,2025-12-19,BUY,PVLA,,362.841226861593
fractional,2025-12-23,BUY,GOOG,,87.37227768797958
fractional,2026-03-02,SELL,WLDN,,362.9836872127548
fractional,2026-03-03,BUY,CGAU,,1693.680905033692
fractional,2026-03-09,SELL,INSM,,180.4864488255368
fractional,2026-03-10,BUY,ERAS,,1606.111915622067
fractional,2026-04-29,SELL,ERAS,,1606.111915622067
fractional,2026-04-30,BUY,SU,,248.00738234678457
fractional,2026-05-18,SELL,NRG,,10.1718508459999
fractional,2026-05-20,SELL,AEM,,391.8999673275264
fractional,2026-05-21,BUY,KGS,,721.3322987625806
fractional,2026-06-01,BUY,ASX,,448.5707395933076
fractional,2026-06-11,SELL,CIEN,,172.24706577353894
fractional,2026-06-11,SELL,PVLA,,362.841226861593
fractional,2026-06-18,SELL,FOX,,669.4677912024844
fractional,2026-06-18,BUY,ATEX,,745.4708846308869
fractional,2026-06-23,BUY,VSH,,1035.15435451673
fractional,2026-07-06,SELL,LITE,,112.21003660570466
fractional,2026-07-08,SELL,SNDK,,165.02265581057662
fractional,2026-07-15,SELL,VSH,,1035.15435451673
fractional,2026-07-15,BUY,ATEN,,1484.9922080515696
fractional,2026-07-16,SELL,WDC,,216.68824592529012
fractional,2026-07-16,BUY,BAND,,775.2916583396
fractional,2026-07-22,BUY,SYRE,,550.8316557956917
fractional,2026-07-30,SELL,BAND,,775.2916583396
fractional,2026-07-30,SELL,ASX,,448.5707395933076
