date,ticker,qty,price,notional
2011-01-28,ATML,3067706.0,14.26,43745487.56
2011-02-17,CY,2077222.0,22.91,47589156.02
2011-02-23,CVI,425009.0,19.43,8257924.87
2011-04-19,JAZZ,1396101.0,34.44,48081718.44
2011-05-20,DTGF,604693.0,81.35,49191775.55
2011-06-03,GPRO1,166101.0,81.47,13532248.47
2011-08-29,DPZ,1664993.0,27.400000000000002,45620808.2
2011-09-09,RGLD,573226.0,82.12,47073319.120000005
2011-09-12,GOLD1,422727.0,109.64,46347788.28
2011-09-13,VRUS1,598069.0,77.49,46344366.809999995
2011-09-14,MNST,529264.0,88.392,46782703.488
2011-09-15,PSMT,644495.0,73.08,47099694.6
2011-09-22,DMND,534579.0,88.42,47267475.18
2011-09-23,CEPH,562984.0,80.97,45584814.48
2011-09-26,CROX,905074.0,27.86,25215361.64
2011-10-31,SUG,1070554.0,42.3,45284434.199999996
2011-11-01,GR,368487.0,122.5,45139657.5
2011-11-03,BMRN,1389872.0,32.41,45045751.519999996
2011-11-14,VFC,336267.0,135.7,45631431.9
2011-11-18,NLC,974989.0,38.1,37147080.9
2011-11-28,QCOR,969.0,43.06,41725.14
2012-01-04,DG,935604.0,40.91,38275559.63999999
2012-02-16,GWW,241559.0,208.0,50244272.0
2012-04-03,URI,1176810.0,44.19,52003233.9
2012-04-10,AAP,571231.0,89.84,51319393.04
2012-04-26,AAPL,83188.0,614.2801732479381,51100739.052149475
2012-05-08,HD,1001538.0,51.22,51298776.36
2012-05-09,EC,805604.0,62.94,50704715.76
2012-05-10,REGN,387333.0,130.48,50539209.839999996
2012-06-01,SHW,40149.0,127.78997448058358,5130639.68542095
2012-06-21,AWHHF,669306.0,76.56798706195183,51247413.148486726
2012-07-05,DDD,946613.0,36.311001949156065,34372466.48809647
2012-07-20,PCYC,1076.0,49.05,52777.799999999996
2012-08-23,CLGX,2030697.0,24.4,49549006.8
2012-08-24,KMB,593043.0,83.3,49400481.9
2012-09-13,ELLI,1878867.0,26.59,49959073.53
2012-11-01,NSM,1362132.0,35.97,48995888.04
2012-11-23,VMED,1451418.0,33.95,49275641.1
2012-12-11,WHR,493653.0,100.1,49414665.3
2012-12-18,BAX,314946.0,66.44,20925012.24
2013-02-19,VIPS,2089923.0,24.889999999999997,52018183.46999999
2013-03-06,EV1,698913.0,39.48,27593085.24
2013-04-15,LUV,3810826.0,13.110000000000001,49959928.86000001
2013-06-14,LGF.B,2056223.0,27.740000000000002,57039626.02
2013-07-10,NXST,1492221.0,38.54,57510197.339999996
