date,nav_terminal_corrected,allocation_terminal_corrected,parent_allocation_terminal_corrected,shadow_equity_terminal_corrected,open_shadow_equity_terminal_corrected,shadow_dd_terminal_corrected,damaged_terminal_corrected,green_terminal_corrected,r20_terminal_corrected,r40_terminal_corrected,stops20_terminal_corrected,stress_duration_terminal_corrected,nav_issuer_corrected,allocation_issuer_corrected,parent_allocation_issuer_corrected,shadow_equity_issuer_corrected,open_shadow_equity_issuer_corrected,shadow_dd_issuer_corrected,damaged_issuer_corrected,green_issuer_corrected,r20_issuer_corrected,r40_issuer_corrected,stops20_issuer_corrected,stress_duration_issuer_corrected,nav_delta,shadow_equity_delta,allocation_delta,parent_allocation_delta,damaged_delta,green_delta
2026-03-18,45.37842195590736,1.0,1.0,14549677950.72217,14684878474.327175,-0.0080390612521551,0.4166666666666667,0.4166666666666667,0.0524928760288869,0.1818975977372672,1,0,45.37893185261375,1.0,1.0,14549841438.841557,14685052299.35656,-0.0080395232381446,0.375,0.4583333333333333,0.0524922223925579,0.1819125374931287,1,0,0.0005098967063901227,163488.11938667297,0.0,0.0,-0.041666666666666685,0.04166666666666663
2026-03-19,45.90623338852854,1.0,1.0,14718910066.612171,14219703935.37717,0.0,0.4166666666666667,0.375,0.0534954920377075,0.1780986726498903,1,0,45.906747228972186,1.0,1.0,14719074819.211555,14219869553.136557,0.0,0.375,0.4166666666666667,0.0534947491231194,0.1781148475547507,1,0,0.0005138404436451083,164752.59938430786,0.0,0.0,-0.041666666666666685,0.041666666666666685
2026-03-20,43.83449648461042,1.0,1.0,14054649313.342173,14698095896.272173,-0.0451297514737034,0.6666666666666666,0.125,-0.0092389887528198,0.1293683257629401,1,0,43.83504385792389,1.0,1.0,14054824817.58156,14698261638.821556,-0.0451285158740417,0.625,0.1666666666666666,-0.0092355159714304,0.1293857750018285,1,0,0.0005473733134735426,175504.2393875122,0.0,0.0,-0.04166666666666663,0.0416666666666666
2026-03-23,44.231794040382816,1.0,1.0,14182034780.662172,14269029137.95217,-0.0364752066233373,0.6666666666666666,0.2083333333333333,-0.0031022823879326,0.150846905358452,1,0,44.23235611379226,1.0,1.0,14182214998.191557,14269212332.481554,-0.0364737476787115,0.625,0.25,-0.0031004161435677,0.1508655485162275,1,0,0.0005620734094406998,180217.52938461304,0.0,0.0,-0.04166666666666663,0.04166666666666671
2026-03-24,45.05945707281487,1.0,1.0,14447408278.782171,14109268282.757174,-0.0184457807406448,0.625,0.2916666666666667,0.0064384603407916,0.1617051648317959,1,0,45.0599988269078,1.0,1.0,14447581981.331558,14109447127.64656,-0.0184449662233961,0.5833333333333334,0.2916666666666667,0.0064385769803554,0.161723843208142,1,0,0.0005417540929286702,173702.54938697815,0.0,0.0,-0.04166666666666663,0.0
2026-03-25,45.1173749832586,1.0,1.0,14465978491.412172,14356865134.237171,-0.017184123964025,0.6666666666666666,0.2916666666666667,-0.0082939898682845,0.1391693037202668,1,0,45.11796050772638,1.0,1.0,14466166228.051558,14357043804.40656,-0.0171823701058914,0.625,0.2916666666666667,-0.0082932736136916,0.1391894275975482,1,0,0.0005855244677803739,187736.6393852234,0.0,0.0,-0.04166666666666663,0.0
2026-03-26,43.04084514646175,1.0,1.0,13800180980.652176,14199814580.794176,-0.0624182824544873,0.8333333333333334,0.0833333333333333,-0.0585047734682382,0.0680681051506506,1,0,43.04150020153615,1.0,1.0,13800391010.88156,14199995541.03356,-0.0624145076789008,0.8333333333333334,0.0833333333333333,-0.0585023905569175,0.0680911373246502,1,0,0.0006550550744037764,210030.22938346863,0.0,0.0,0.0,0.0
2026-03-27,43.04589043355088,1.0,1.0,13801798650.442171,13786997681.282175,-0.0623083782711832,0.875,0.0833333333333333,-0.0486401021497083,0.0697006796293102,1,0,43.04651184070068,1.0,1.0,13801997892.141558,13787213149.72156,-0.0623053376882776,0.875,0.0833333333333333,-0.0486388279184502,0.0697230560622077,1,0,0.0006214071498007456,199241.69938659668,0.0,0.0,0.0,0.0
2026-03-30,41.70868029356406,1.0,1.0,13373049124.772173,14014633070.202171,-0.091437540942172,0.875,0.0833333333333333,-0.0819549032520375,0.0537210036825712,0,0,41.70929701565455,1.0,1.0,13373246864.301558,14014835626.421556,-0.0914342763686074,0.875,0.0833333333333333,-0.0819524127415801,0.0537445082056986,0,0,0.0006167220904913506,197739.52938461304,0.0,0.0,0.0,0.0
2026-03-31,43.72504472747588,1.0,1.0,14019555809.672176,13591738270.777176,-0.0475139975565435,0.875,0.0833333333333333,-0.0010205345483157,0.071701048816456,0,0,43.72568675048348,1.0,1.0,14019761661.43156,13591936264.64656,-0.0475106734879317,0.875,0.0833333333333333,-0.0010183083555272,0.0717248458347634,0,0,0.0006420230076003008,205851.75938415527,0.0,0.0,0.0,0.0
2026-04-01,45.27248004195104,1.0,1.0,14515709807.646473,14239884332.622171,-0.0138053876303402,0.6,0.28,0.0170248016897831,0.0847631968154436,0,0,45.27306630146291,1.0,1.0,14515897779.962955,14240096076.001558,-0.0138036555791815,0.6,0.28,0.0170217676794302,0.0847844167856766,0,0,0.0005862595118699687,187972.31648254395,0.0,0.0,0.0,0.0
2026-04-02,46.008432548458536,1.0,1.0,14751678170.916471,14087524777.361471,0.0,0.56,0.28,0.0602433479534265,0.1541367833048426,0,0,46.00907726796186,1.0,1.0,14751884887.252956,14087700386.717958,0.0,0.56,0.28,0.060240018361019,0.1541604788172392,0,0,0.0006447195033203457,206716.33648490906,0.0,0.0,0.0,0.0
2026-04-06,45.96156394062088,1.0,1.0,14736650694.846474,14849699926.726473,-0.0010186960355211,0.4,0.4,0.0823114671947258,0.1439359413179473,0,0,45.96213567173005,1.0,1.0,14736834008.922958,14849897445.857958,-0.0010202681518348,0.4,0.4,0.0823078444385014,0.1439586092095188,0,0,0.0005717311091757438,183314.07648468018,0.0,0.0,0.0,0.0
2026-04-07,46.389715658875566,1.0,1.0,14873928928.556477,14658955676.236471,0.0,0.4,0.36,0.054345987633769,0.1163810148213266,0,0,46.39023634848468,1.0,1.0,14874095877.20296,14659133737.922956,0.0,0.4,0.36,0.0543413836143271,0.1163878032335345,0,0,0.0005206896091110025,166948.64648246765,0.0,0.0,0.0,0.0
2026-04-08,48.58968777674372,1.0,1.0,15579305722.986477,15480276116.57447,0.0,0.32,0.44,0.0906962295653446,0.1564246547369154,0,0,48.59016543574061,1.0,1.0,15579458874.73296,15480429771.975956,0.0,0.36,0.44,0.0906898729855072,0.1564255166140304,0,0,0.000477658996885566,153151.74648284912,0.0,0.0,0.03999999999999998,0.0
2026-04-09,49.33523012468309,1.0,1.0,15818348875.956474,15729234469.431477,0.0,0.32,0.44,0.1030379131350374,0.191652881592411,0,0,49.33572935974152,1.0,1.0,15818508945.63296,15729384791.39296,0.0,0.36,0.44,0.1030324451709772,0.1916536767473176,0,0,0.0004992350584274163,160069.67648506165,0.0,0.0,0.03999999999999998,0.0
2026-04-10,49.28027234439729,1.0,1.0,15800727769.501474,15922756631.506474,-0.0011139662295465,0.32,0.48,0.1298282337066372,0.1665911597351932,0,0,49.28075441174816,1.0,1.0,15800882334.69796,15922912723.502956,-0.0011143029343398,0.36,0.48,0.1298234506024083,0.1665917465748749,0,0,0.0004820673508731943,154565.1964855194,0.0,0.0,0.03999999999999998,0.0
2026-04-13,49.93630633551976,1.0,1.0,16011071868.836472,15796294390.641474,0.0,0.28,0.36,0.1431135260557632,0.1784776219434707,0,0,49.93683115216159,1.0,1.0,16011240140.732956,15796449144.287958,0.0,0.28,0.4,0.1431105445543028,0.1784788560029129,0,0,0.0005248166418283517,168271.896484375,0.0,0.0,0.0,0.040000000000000036
2026-04-14,50.2474543386754,1.0,1.0,16110835215.506474,16134111558.806473,0.0,0.32,0.44,0.1243399455931559,0.1733974713510626,0,0,50.24791363032607,1.0,1.0,16110982478.132956,16134274138.582958,0.0,0.32,0.44,0.1243358535097034,0.1733973691525185,0,0,0.00045929165067093436,147262.6264820099,0.0,0.0,0.0,0.0
2026-04-15,49.41254575487525,1.0,1.0,15843138577.126474,16028467475.736477,-0.0166159379572292,0.48,0.36,0.0801458746307526,0.1528412786130559,0,0,49.41300136876514,1.0,1.0,15843284660.55296,16028620961.29796,-0.0166158592713596,0.48,0.36,0.0801431940970478,0.1528389204853513,0,0,0.0004556138898905715,146083.42648506165,0.0,0.0,0.0,0.0
2026-04-16,50.050019110539935,1.0,1.0,16047531582.156471,15820768734.726477,-0.0039292583223166,0.4,0.44,0.1029475454032271,0.1608444341704438,0,0,50.05046319290939,1.0,1.0,16047673968.232958,15820919174.50296,-0.0039295250917147,0.4,0.44,0.1029449383134073,0.1608409693021009,0,0,0.00044408236945514545,142386.07648658752,0.0,0.0,0.0,0.0
2026-04-17,50.66764518754311,1.0,1.0,16245560956.626474,16186686914.676474,0.0,0.36,0.52,0.1037203762442506,0.1627644408434805,0,0,50.66811097712219,1.0,1.0,16245710302.68296,16186836417.76296,0.0,0.36,0.52,0.1037181685820913,0.1627612951130193,0,0,0.0004657895790813882,149346.05648612976,0.0,0.0,0.0,0.0
2026-04-20,50.699881490270975,1.0,1.0,16255896878.47647,16279330285.776474,0.0,0.32,0.48,0.1566205969326206,0.1459345922462804,0,0,50.70030462421848,1.0,1.0,16256032547.862955,16279478928.28296,0.0,0.32,0.48,0.1566158069453733,0.1459338631875204,0,0,0.00042313394750692623,135669.38648414612,0.0,0.0,0.0,0.0
