date,nav,allocation,persistent_bear,base_allocation,shadow_nav,r20,r40,positive_day_share20,damaged,green,holdings,fund_n,fund_health,fund_weak_share,fund_strong_share,fund_coverage,stress_duration,stress_episode_return,oracle20,oracle40,oracle60,regret100_20,regret100_40,regret100_60
1998-07-20,1.0624468029206569,1.0,False,1.0,1.0624468029206569,,,,0.16,0.72,25,2,0.8571428571428572,0.0,1.0,0.08,0,0.0,0,0,0,0.0867438909069615,0.188003213133963,0.2629159994474469
1998-07-21,1.0424292268206563,1.0,False,1.0,1.0424292268206563,,,,0.2,0.64,25,2,0.8571428571428572,0.0,1.0,0.08,0,0.0,0,0,0,0.0586011421987964,0.1691142225128088,0.2392224703741269
1998-07-22,1.0416338501306563,1.0,False,1.0,1.0416338501306563,,,,0.2,0.68,25,2,0.8571428571428572,0.0,1.0,0.08,0,0.0,0,0,0,0.0567338143843698,0.1830921352125522,0.219463234492854
1998-07-23,1.0180250274106564,1.0,False,1.0,1.0180250274106564,,,,0.4,0.52,25,2,0.8571428571428572,0.0,1.0,0.08,0,0.0,0,0,0,0.0359422159350797,0.1656354960856911,0.2045463259476824
1998-07-24,1.0182859267406563,1.0,False,1.0,1.0182859267406563,,,,0.48,0.48,25,2,0.8571428571428572,0.0,1.0,0.08,0,0.0,0,0,0,0.0525897634415778,0.1678270232806707,0.201452656207193
1998-07-27,1.0171946400506566,1.0,False,1.0,1.0171946400506566,,,,0.44,0.4,25,2,0.8571428571428572,0.0,1.0,0.08,0,0.0,0,0,0,0.0483322197976007,0.1639109579184082,0.21021018913976
1998-07-28,0.9961556588606564,1.0,False,1.0,0.9961556588606564,,,,0.48,0.4,25,2,0.8571428571428572,0.0,1.0,0.08,0,0.0,0,0,0,0.0222550380493901,0.1232788245883383,0.1926665092257787
1998-07-29,0.9780975419606563,1.0,False,1.0,0.9780975419606563,,,,0.6,0.28,25,2,0.8571428571428572,0.0,1.0,0.08,0,0.0,0,0,0,0.0230109169815951,0.1272322112156674,0.1683898032142415
1998-07-30,1.0035535213706566,1.0,False,1.0,1.0035535213706566,,,,0.48,0.48,25,2,0.8571428571428572,0.0,1.0,0.08,0,0.0,0,0,0,0.0956422321430918,0.1453880818629148,0.1927226899782305
1998-07-31,0.9839782737506564,1.0,False,1.0,0.9839782737506564,,,,0.48,0.24,25,2,0.8571428571428572,0.0,1.0,0.08,0,0.0,0,0,0,0.1032700741645836,0.1334390283699962,0.1653967044444509
1998-08-03,0.9697345924031568,1.0,False,1.0,0.9697345924031568,-0.0302654075968431,,0.45,0.625,0.1666666666666666,24,2,0.8571428571428572,0.0,1.0,0.08333333333333333,0,0.0,0,0,0,0.1766335512131616,0.1248151237718002,0.1571439322480031
1998-08-04,0.9331304120931564,0.0,False,0.0,0.9331304120931564,-0.0641783205717317,,0.45,0.9166666666666666,0.0,24,2,0.8571428571428572,0.0,1.0,0.08333333333333333,1,0.0,0,0,0,0.1154938888033934,0.1103466889824223,0.120366603694222
1998-08-05,0.93126415126897,0.0,False,0.0,0.9381897795931567,-0.0661798208085782,,0.45,0.9166666666666666,0.0,24,2,0.8571428571428572,0.0,1.0,0.08333333333333333,2,0.0054219297050359,0,0,0,0.1196487683407283,0.1458098377207596,0.1100960867659082
1998-08-06,0.93126415126897,0.0,False,0.0,0.9548926883981564,-0.0474073572455412,,0.5,0.6956521739130435,0.1304347826086956,23,2,0.8571428571428572,0.0,1.0,0.08695652173913043,3,0.02332179513492,0,0,0,0.1341773399058291,0.157305093094081,0.1249229882708008
1998-08-07,0.93126415126897,0.0,False,0.0,0.9703944034306564,-0.0302437761701486,,0.55,0.6818181818181818,0.1818181818181818,23,3,0.8571428571428572,0.0,1.0,0.13043478260869565,4,0.0399343873638318,0,0,0,0.1523958141077305,0.1884512711884104,0.1301650037628153
1998-08-10,0.93126415126897,0.0,False,0.0,0.9755773800706564,-0.0334141119127212,,0.55,0.5909090909090909,0.2727272727272727,23,3,0.8571428571428572,0.0,1.0,0.13043478260869565,5,0.0454887842335831,0,0,0,0.1231887933735204,0.1926572831293406,0.1370662060669059
1998-08-11,0.93126415126897,0.0,False,0.0,0.9537094920600564,-0.067897080863476,,0.5,0.7727272727272727,0.1818181818181818,23,4,0.8571428571428572,0.0,1.0,0.17391304347826086,6,0.0220538090927053,0,0,0,0.1127872067788555,0.1961031852886574,0.1057014797221334
1998-08-12,0.93126415126897,0.0,False,0.0,0.9735132786200568,-0.0557626919916397,,0.5,0.6818181818181818,0.2272727272727272,23,4,0.8571428571428572,0.0,1.0,0.17391304347826086,7,0.0432767660377881,0,0,0,0.1380983901529348,0.2247050658749473,0.1228332937056538
1998-08-13,0.93126415126897,0.0,False,0.0,0.9608907376100564,-0.0797512357478844,,0.45,0.7727272727272727,0.1818181818181818,23,6,0.623015873015873,0.3333333333333333,0.6666666666666666,0.2608695652173913,8,0.0297496739546074,0,0,0,0.1168655190418601,0.1941052832093723,0.1092313675924621
1998-08-14,0.93126415126897,0.0,False,0.0,0.9571450215707368,-0.0890390799217822,,0.4,0.8095238095238095,0.1904761904761904,22,7,0.6360544217687075,0.2857142857142857,0.7142857142857143,0.3181818181818182,9,0.0257355340329246,0,0,0,0.1006551579626068,0.1779930719504083,0.1023822646546362
1998-08-17,0.93126415126897,0.0,False,0.0,0.9692235865507366,-0.0877438909069616,,0.4,0.7619047619047619,0.1904761904761904,22,7,0.6360544217687075,0.2857142857142857,0.7142857142857143,0.3181818181818182,10,0.038679667911174,0,0,0,0.111887788962406,0.1939238233404864,0.103935391156937
1998-08-18,0.93126415126897,0.0,False,0.0,0.9802992542407368,-0.0596011421987965,,0.45,0.7619047619047619,0.238095238095238,22,7,0.6360544217687075,0.2857142857142857,0.7142857142857143,0.3181818181818182,11,0.0505490353076945,0,0,0,0.1183997249335632,0.1928767822294607,0.119883137861686
1998-08-19,0.93126415126897,0.0,False,0.0,0.9814963547707364,-0.0577338143843699,,0.5,0.6666666666666666,0.238095238095238,22,7,0.6360544217687075,0.2857142857142857,0.7142857142857143,0.3181818181818182,12,0.0518319219379932,0,0,0,0.1349663509466598,0.1735273528542921,0.1164129137629543
1998-08-20,0.93126415126897,0.0,False,0.0,0.9804169270207364,-0.0369422159350798,,0.5,0.6190476190476191,0.2857142857142857,22,7,0.6360544217687075,0.2857142857142857,0.7142857142857143,0.3181818181818182,13,0.0506751407035475,0,0,0,0.1355335544909804,0.1758965728636234,0.1195862355386281
1998-08-21,0.93126415126897,0.0,False,0.0,0.9637162248107366,-0.0535897634415779,,0.45,0.7619047619047619,0.238095238095238,22,7,0.6360544217687075,0.2857142857142857,0.7142857142857143,0.3181818181818182,14,0.0327776399967196,0,0,0,0.1226407199882894,0.1581348492738638,0.096462199677635
1998-08-24,0.93126415126897,0.0,False,0.0,0.9670141704907363,-0.0493322197976006,,0.5,0.6666666666666666,0.2857142857142857,22,7,0.6360544217687075,0.2857142857142857,0.7142857142857143,0.3181818181818182,15,0.0363119216333045,0,0,0,0.1224547939745096,0.1711078912534381,0.0868988928459496
