date,wc_dd,damaged,green,recent_r20,recent_r40,spy_r20,native_close_target,effective_native,research_allocation,A_allocation,A_reason
2012-01-18,-0.107755176157903,0.375,0.5416666666666666,0.0820019449815496,0.0426396693811521,0.0755008846932181,1.0,1.0,0.0,0.0,FULL_RISK_CERTIFIED_CROSS_SURFACE
2016-02-25,-0.1791136714760057,0.2631578947368421,0.4210526315789473,0.0462179501710975,-0.0764993546578822,0.0393900007571361,1.0,1.0,0.65,0.65,FULL_RISK_CERTIFIED_CROSS_SURFACE
2019-02-04,-0.2401273665701458,0.32,0.6,0.0795570569401935,-0.0316515943491454,0.077536007090627,1.0,1.0,0.0,0.0,FULL_RISK_CERTIFIED_CROSS_SURFACE
