date,nav,allocation,parent_allocation,shadow_equity,open_shadow_equity,shadow_dd,damaged,green,r20,r40,stops20,stress_duration
2006-07-31,1.0,1.0,1.0,589547667.0042458,583344620.8231121,-0.06204572134113129,0.6086956521739131,0.34782608695652173,-0.049987037230669884,-0.02032979939315016,1,0
2006-08-01,0.983355443080857,1.0,1.0,579734907.3042456,583510889.7426232,-0.07765755471982261,0.6956521739130435,0.2608695652173913,-0.07385645741228075,-0.017663239648011198,1,0
2006-08-02,0.9839179422921337,1.0,1.0,580066527.4019455,586168695.0267091,-0.07712995617786333,0.6086956521739131,0.2608695652173913,-0.06480604684304414,-0.013181304424725981,2,0
2006-08-03,0.9947847332719951,1.0,1.0,586473018.6719456,578896793.2171762,-0.06693740308301077,0.5217391304347826,0.2608695652173913,-0.056942026155606396,0.00605044263562049,2,0
2006-08-04,0.991786569630738,1.0,1.0,584705458.2919455,590845197.554896,-0.06974954349844731,0.6086956521739131,0.2608695652173913,-0.04907383438282864,0.0075196103988874885,2,0
2006-08-07,0.9897543912386362,1.0,1.0,583507392.2619454,584658148.2333921,-0.07165563391631735,0.6086956521739131,0.30434782608695654,-0.04671094261426589,0.005789658144765619,2,0
2006-08-08,0.9851137260420422,1.0,1.0,580771498.9219456,585426012.4324276,-0.07600836569328606,0.5652173913043478,0.30434782608695654,-0.055302930255843874,0.03239285702741279,2,0
2006-08-09,0.9820845348163781,1.0,1.0,578985646.3019456,584182628.3547139,-0.07884960856427359,0.6086956521739131,0.30434782608695654,-0.04493022859306606,0.05081200861834434,2,0
2006-08-10,0.9764138497011475,1.0,1.0,575642507.1219456,575701198.4650011,-0.0841684519310314,0.6086956521739131,0.34782608695652173,-0.025985741211652424,0.03378301042160681,2,0
2006-08-11,0.9642989179780295,1.0,1.0,568500177.3886657,573659276.8935543,-0.09553170397638999,0.45454545454545453,0.3181818181818182,-0.03419520010397359,-0.008789074843098321,3,0
2006-08-14,0.9606750143828268,1.0,1.0,566363713.4786656,570923538.2773309,-0.0989307598589576,0.5454545454545454,0.2727272727272727,-0.02728217058454918,-0.008322904627610206,3,0
2006-08-15,0.9685138750019915,1.0,1.0,570985095.4686656,567328793.2101773,-0.09157826700140159,0.5,0.4090909090909091,-0.029114803266900635,0.011463339415661578,3,0
2006-08-16,0.9749439679493739,1.0,1.0,574775941.7644154,572851031.5064312,-0.08554713380922996,0.42857142857142855,0.38095238095238093,-0.04480010093137976,0.020307892270931438,4,0
2006-08-17,0.9642761644756396,1.0,1.0,568486763.1144155,571356781.2756453,-0.09555304572131107,0.5714285714285714,0.23809523809523808,-0.025777894196905793,-0.01691092571173869,4,0
2006-08-18,0.9639538839703746,1.0,1.0,568296763.3944156,569296414.5757954,-0.09585533010015268,0.5238095238095238,0.2857142857142857,-0.008965069058474717,-0.016229089777352823,4,0
2006-08-21,0.9580913013270356,1.0,1.0,564840491.4744155,568258547.8734206,-0.10135416457446367,0.5238095238095238,0.3333333333333333,-0.03754411314937478,-0.03439619835764951,3,0
2006-08-22,0.9628755602222194,1.0,1.0,567661040.1444155,565107118.61212,-0.09686674847351417,0.5714285714285714,0.2857142857142857,-0.0341519729541927,-0.0368096205265549,3,0
2006-08-23,0.9508344813342273,1.0,1.0,560562250.1777856,567104550.0790645,-0.10816072993617543,0.6818181818181818,0.2727272727272727,-0.038752076077925746,-0.04074624480879785,3,0
2006-08-24,0.950114344161677,1.0,1.0,560137694.9877856,560643382.7276425,-0.10883618567839026,0.5454545454545454,0.3181818181818182,-0.02514020801414496,-0.04814427339048999,3,0
2006-08-25,0.9499478415775876,1.0,1.0,560039533.7777855,560485210.6184781,-0.10899235748954461,0.5,0.36363636363636365,-0.04017922065312873,-0.07927295258000888,3,0
2006-08-28,0.9504737817133115,1.0,1.0,560349600.5577854,559050127.9881896,-0.1084990496889241,0.5454545454545454,0.4090909090909091,-0.049526218286688795,-0.09703758659996764,3,0
2006-08-29,0.9531769263090628,1.0,1.0,561943233.1477857,560785488.1964513,-0.10596362364950562,0.4090909090909091,0.5,-0.030689327022226154,-0.10227917946027831,3,0
2006-08-30,0.9400177298874708,1.0,1.0,554185259.5977855,563459845.3568803,-0.11830634823685027,0.45454545454545453,0.45454545454545453,-0.044617757759751075,-0.1065323041033851,2,0
2006-08-31,0.9471927323287399,1.0,1.0,558415265.5477854,554083595.9561538,-0.11157652399767415,0.5,0.45454545454545453,-0.047841507163784436,-0.10205934096714697,2,0
2006-09-01,0.9538873638647708,1.0,1.0,562362069.9513055,560690530.7105553,-0.10529726570440934,0.5217391304347826,0.43478260869565216,-0.03821306612377107,-0.08541163882838165,2,0
2006-09-05,0.9435620660123816,1.0,1.0,556274814.6913055,560282181.8173729,-0.11498192300348498,0.5652173913043478,0.391304347826087,-0.04667049283655811,-0.09120141273815607,2,0
2006-09-06,0.9288543547495068,1.0,1.0,547603917.8293056,552764937.8390194,-0.12877708371177765,0.5652173913043478,0.43478260869565216,-0.057109519241572815,-0.1092541257378552,2,0
2006-09-07,0.9297166548118293,1.0,1.0,548112284.8193055,546392057.5587807,-0.12796828567883434,0.5652173913043478,0.391304347826087,-0.05332318975406747,-0.09585759524217186,2,0
2006-09-08,0.9245418583691557,1.0,1.0,545061495.6493055,549066817.7979298,-0.1328220081434287,0.5652173913043478,0.34782608695652173,-0.053125005701084915,-0.0777302542627214,2,0
2006-09-11,0.9205025785733412,1.0,1.0,542680147.6693056,540238292.5009171,-0.13661066791061338,0.5652173913043478,0.43478260869565216,-0.04541780415612395,-0.07805993335869565,1,0
2006-09-12,0.9326931242106768,1.0,1.0,549867055.4093056,543044624.3222531,-0.12517649347088822,0.4782608695652174,0.391304347826087,-0.029127321678212414,-0.05561483570406556,1,0
2006-09-13,0.9378581013812812,1.0,1.0,552912055.6503656,549743740.690896,-0.12033198103454446,0.5,0.4166666666666667,-0.03165238455736852,-0.0598456348749532,1,0
2006-09-14,0.9233803922532448,1.0,1.0,544376756.0103656,553348378.1958196,-0.13391141025636477,0.5416666666666666,0.375,-0.052888758114565504,-0.09531943734427739,0,0
2006-09-15,0.9266520857022259,1.0,1.0,546305575.2503655,547616649.3083344,-0.13084271138743275,0.5416666666666666,0.2916666666666667,-0.039017949586955925,-0.06379004320762893,0,0
2006-09-18,0.932350146371722,1.0,1.0,549664853.6245155,546110573.8613502,-0.1254981910024211,0.48,0.36,-0.03278552856541428,-0.04145667309618151,0,0
2006-09-19,0.9297251174951532,1.0,1.0,548117273.9745157,552377570.4381886,-0.12796034806880185,0.52,0.28,-0.02960697356566433,-0.06603951914947925,0,0
2006-09-20,0.9297178333852494,1.0,1.0,548112979.6445156,549602359.8858902,-0.1279671802308524,0.48,0.28,-0.034436149598934485,-0.06741206010337797,0,0
2006-09-21,0.9306055245411813,1.0,1.0,548636315.8945155,548747911.5773433,-0.12713456651301858,0.48,0.36,-0.021274950782875113,-0.059202578349508705,0,0
2006-09-22,0.9247767608765542,1.0,1.0,545199981.8745155,549725579.1036642,-0.13260168033154685,0.48,0.32,-0.026667930487334512,-0.05113770118172112,0,0
2006-09-25,0.9314196147273724,1.0,1.0,549116260.8645155,545157919.5646846,-0.12637098713966644,0.44,0.32,-0.019504467549971483,-0.058900013897688175,0,0
2006-09-26,0.9380087615214551,1.0,1.0,553000876.9845154,546899504.5050111,-0.12019066871144535,0.44,0.32,-0.01311453343761626,-0.061991238478545485,0,0
2006-09-27,0.9532260077122292,1.0,1.0,561972168.9745156,554428109.0005286,-0.10591758753740332,0.4,0.4,5.1492437354916376e-05,-0.030639414853120273,0,0
2006-09-28,0.9481851273791745,1.0,1.0,559000329.7345155,563192685.9985647,-0.11064570281399944,0.44,0.32,0.008688556855923402,-0.03631686482890695,0,0
2006-09-29,0.9452213054903036,1.0,1.0,557253015.4545156,558396420.0833582,-0.11342563223584867,0.48,0.24,-0.002081336533895972,-0.04982326942098381,0,0
2006-10-02,0.9415727787461813,1.0,1.0,555102035.0245156,558165863.1081009,-0.11684778350629954,0.44,0.2,-0.012909894380711884,-0.05062963385686192,0,0
2006-10-03,0.9365969614642531,1.0,1.0,552168553.5545155,553801292.6386174,-0.12151487261570881,0.48,0.2,-0.007381713189853367,-0.05370769783386298,0,0
2006-10-04,0.955435828313539,1.0,1.0,563274963.5545156,551502587.1210598,-0.10384487684933641,0.44,0.28,0.02861748284659793,-0.03012636708224803,0,0
2006-10-05,0.9646574911692768,1.0,1.0,568711573.3770155,565393271.0709105,-0.09519537871744765,0.4,0.4,0.037582242048270986,-0.017744952729919827,0,0
2006-10-06,0.9600561667610498,1.0,1.0,565998873.3070155,565899409.4956543,-0.09951121063364166,0.36,0.4,0.03841287235446411,-0.016752817409446674,0,0
2006-10-09,0.9672901284382643,1.0,1.0,570263638.5370156,566444067.8789406,-0.0927260853268439,0.4,0.52,0.05082826594297796,0.0031019535586604974,0,0
