date,0bp_control_allocation,10bp_control_allocation,0bp_control_reason,10bp_control_reason,0bp_wc_dd,10bp_wc_dd,0bp_control_nav,10bp_control_nav
2015-12-01,0.65,0.0,NORMAL,FULL_RISK_HELD,-0.06338468941585063,-0.06001888387639809,3.9612221914703447,3.8458200204078756
2015-12-02,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.06876541723571594,-0.06703699984869538,3.9464303470134543,3.8458200204078765
2015-12-03,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.08589109140981888,-0.0841266101924878,3.8995579469186117,3.846660878035427
2015-12-04,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.0667902001898083,-0.0653789050763095,3.9525223917923773,3.846660878035427
2015-12-07,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.06804272105620468,-0.06699355928735395,3.949074184431549,3.846660878035427
2015-12-08,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.05942206827479202,-0.060371849063659555,3.9725159894352062,3.845820020407878
2015-12-09,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.07260446252933117,-0.0749646472609039,3.9360228322938866,3.844979162780326
2015-12-10,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.0698105918888825,-0.07195866242911897,3.9440315784370177,3.8458200204078783
2015-12-11,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.08432557550740394,-0.08642793981299823,3.904329810413672,3.8466608780354288
2015-12-14,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.07954575656266971,-0.08195347698392097,3.9175771971614464,3.8466608780354288
2015-12-15,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.07898396757488635,-0.08243239540095015,3.918831653553183,3.8458200204078787
2015-12-16,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.06855364196595182,-0.0709539284061953,3.9479785399511793,3.846660878035429
2015-12-17,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.08009377934246786,-0.08281439180484207,3.915882773692911,3.845820020407879
2015-12-18,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.09068116398874515,-0.09288639624163697,3.886887794759309,3.8466608780354297
2015-12-21,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.08462815194732887,-0.08604608053166096,3.9034082760603743,3.8458200204078796
2015-12-22,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.0806844976815424,-0.08143241238125853,3.914339243924014,3.8458200204078796
2015-12-23,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.07521388517425698,-0.07513021556226696,3.929479847516053,3.8458200204078805
2015-12-24,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.07612999356871708,-0.07478239353344196,3.9271000036711747,3.8462404492216544
2015-12-28,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.07639690242534591,-0.074447408147988,3.9262123018055357,3.84582002040788
2015-12-29,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.06870895405425703,-0.06621639939889512,3.947455123973587,3.845820020407881
2015-12-30,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.07318193387863092,-0.071364275939652,3.935433474710915,3.8466608780354314
2015-12-31,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.08083847876105632,-0.07925974673254965,3.9140002040587416,3.8458200204078823
2016-01-04,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.09837293901010846,-0.09485112526991168,3.86576698657274,3.8466608780354328
2016-01-05,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.09646673826391416,-0.091651335686881,3.871079386068728,3.8466608780354328
2016-01-06,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.10784010439831448,-0.10365040933066993,3.838813968430419,3.844979162780331
2016-01-07,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.12447438676437439,-0.12048137406216863,3.79258435928238,3.845820020407883
2016-01-08,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.1385554615170158,-0.13449144497007848,3.7529368823954323,3.845820020407883
2016-01-11,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.1434518269190158,-0.1384093840519477,3.739071523494339,3.845820020407883
2016-01-12,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.13380468543366664,-0.12947972381518846,3.7667307547811224,3.8466608780354337
2016-01-13,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.15732589844275535,-0.15237659761568068,3.6999578536818074,3.8458200204078836
2016-01-14,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.1484551407907012,-0.1444866525301941,3.7249916549387296,3.8449791627803314
2016-01-15,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.16033497656710582,-0.1587228725776384,3.691213061100871,3.8449791627803314
2016-01-19,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.160932967870967,-0.15788985093265362,3.689786870325562,3.8458200204078827
2016-01-20,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.16442798898612254,-0.16225216867970838,3.679796817512775,3.8458200204078827
2016-01-21,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.16453359621488672,-0.16131496211677598,3.679776106675568,3.846660878035433
2016-01-22,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.15035498347427656,-0.14902374857269185,3.7198049537775066,3.844979162780332
2016-01-25,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.1562597960056149,-0.15392339333435345,3.703286081069646,3.845820020407883
2016-01-26,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.14717520347247492,-0.14628754577890668,3.728920440196875,3.8449791627803314
2016-01-27,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.15221382043901766,-0.1495080980800194,3.714885692810833,3.8458200204078827
2016-01-28,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.15189042689681875,-0.14753758831168318,3.715806786533303,3.8458200204078823
2016-01-29,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.13341976833936708,-0.1309315198718275,3.76869248804646,3.8466608780354328
2016-02-01,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.13088985337979198,-0.12895731213006978,3.7752673849845464,3.844979162780331
2016-02-02,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.14272726358373433,-0.1397356298304061,3.7418445757518852,3.844979162780331
2016-02-03,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.14958452354516982,-0.14628618594481824,3.7226760056998485,3.8458200204078823
2016-02-04,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.15614161357216905,-0.15307740786971613,3.704303591198543,3.8466608780354328
2016-02-05,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.17849760847715157,-0.1718256176803168,3.6405148017486484,3.8466608780354328
2016-02-08,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.1932379030880873,-0.18727928659531223,3.5977769089134792,3.8458200204078836
