date,0bp_control_allocation,10bp_control_allocation,0bp_control_reason,10bp_control_reason,0bp_wc_dd,10bp_wc_dd,0bp_control_nav,10bp_control_nav
2016-02-09,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.1890267576493262,-0.1830309952211262,3.6102590420628995,3.846660878035434
2016-02-10,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.1912087801861424,-0.1851961374066674,3.6036688306931772,3.845820020407884
2016-02-11,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.18922986127203445,-0.18299992374329788,3.6095379714253775,3.8462404492216598
2016-02-12,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.17739240980681936,-0.17157424850704228,3.6436549927782713,3.8458200204078854
2016-02-16,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.16237584384419868,-0.15685554919170208,3.6868893016123354,3.8458200204078863
2016-02-17,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.15896700554826326,-0.1543220123435889,3.696642131779303,3.845820020407887
2016-02-18,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.16686937111678435,-0.16248943295200968,3.674348088140619,3.8466608780354377
2016-02-19,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.16149933712067455,-0.15736059226075783,3.689742304546573,3.8466608780354377
2016-02-22,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.15702067929598584,-0.15339810535079268,3.70255244422051,3.8466608780354377
2016-02-23,0.65,0.0,FULL_RISK_HELD,FULL_RISK_HELD,-0.15661910371159804,-0.15460384658703463,3.703415645457666,3.8458200204078885
2016-02-24,0.65,0.0,FULL_RISK_HELD,FULL_RISK_CERTIFIED_CROSS_SURFACE,-0.14732557399378254,-0.14493452595257128,3.7302251080885505,3.846660878035439
2016-02-25,0.65,1.0,FULL_RISK_CERTIFIED_CROSS_SURFACE,NORMAL,-0.14014756891855007,-0.13743324494191322,3.750350934182179,3.8693380615109048
2018-02-09,0.0,1.0,NORMAL,NORMAL,-0.08138824518699306,-0.08228439037317614,5.325788684154913,5.491172251464389
2018-02-12,0.0,1.0,NORMAL,NORMAL,-0.07166604803292753,-0.07126384722284185,5.325788684154913,5.557113922400758
2018-02-13,0.0,1.0,NORMAL,NORMAL,-0.06381293384746844,-0.06352355653482111,5.325788684154913,5.60342812802009
2018-02-14,0.0,1.0,NORMAL,NORMAL,-0.04683172564910176,-0.04533743128957868,5.325788684154912,5.7122452226197336
2018-02-15,0.0,1.0,NORMAL,NORMAL,-0.028197779907022547,-0.0270265764345069,5.326365372470896,5.8218086396805475
2018-02-16,0.0,1.0,NORMAL,NORMAL,-0.02774436259385704,-0.028332265921293676,5.326942060786881,5.813996016898869
2018-02-20,0.0,1.0,NORMAL,NORMAL,-0.03248904593133328,-0.02987265065555844,5.326942060786882,5.804779089758648
2018-02-21,0.0,1.0,NORMAL,NORMAL,-0.04024795679968851,-0.03481028494665439,5.326365372470898,5.775234642521698
2018-02-22,0.0,1.0,NORMAL,NORMAL,-0.035279546793208216,-0.030302354031578438,5.326942060786884,5.802207949821603
2018-02-23,0.0,1.0,NORMAL,NORMAL,-0.014975827254795626,-0.009731404016792844,5.328095437418852,5.925294697744944
2018-02-26,0.0,1.0,NORMAL,NORMAL,-0.024576423807617487,-0.016305483982210545,5.326942060786883,5.885958540545123
2018-02-27,0.0,1.0,NORMAL,NORMAL,-0.03766631989403757,-0.027561742101397058,5.32809543741885,5.8186064637241435
2018-02-28,0.0,1.0,NORMAL,NORMAL,-0.044556333918890245,-0.03477228753563877,5.328672125734835,5.775462000895913
2018-03-01,0.0,1.0,NORMAL,NORMAL,-0.06677748167130582,-0.058162688278123986,5.3292488140508185,5.635505005329502
2018-03-02,0.0,1.0,NORMAL,NORMAL,-0.06689406717646973,-0.058238816851949315,5.329825502366804,5.635049488274166
2018-03-05,0.0,1.0,NORMAL,NORMAL,-0.0625101921402903,-0.05258971977160409,5.329825502366804,5.668850989314378
2018-03-06,0.0,1.0,NORMAL,NORMAL,-0.05700804355046418,-0.04337923575477565,5.329825502366804,5.723962130200747
2018-03-07,0.0,1.0,NORMAL,NORMAL,-0.04734472733926132,-0.03689262876346866,5.329825502366802,5.762774890867751
2018-03-08,0.0,1.0,NORMAL,NORMAL,-0.039668596513606214,-0.030183595047464373,5.329248814050817,5.80291854690782
2018-03-09,0.0,1.0,NORMAL,NORMAL,-0.023695391669896648,-0.01171701455808627,5.330402190682786,5.913413751848206
2018-03-12,0.0,1.0,NORMAL,NORMAL,-0.023918996848812712,-0.010838078466307355,5.3309788789987715,5.918672885971412
2018-03-13,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.03265337486207276,-0.018997697703081795,5.330978878998769,5.869849618430273
2018-03-14,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.03150083148521432,-0.02047546517172616,5.330978878998766,5.861007363125019
2018-03-15,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.027154972115614906,-0.018313050399337838,5.33040219068278,5.873946221165283
2018-03-16,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.0279309498831235,-0.0193756319373104,5.331555567314748,5.867588240332194
2018-03-19,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.035671595895385044,-0.02662467185341988,5.331555567314748,5.824213444894983
2018-03-20,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.018374306065748414,-0.008234749109527928,5.330978878998764,5.9342499664693475
2018-03-21,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.02733235117269084,-0.016018123025599018,5.332132255630732,5.8876779713737415
2018-03-22,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.05319396336091342,-0.04459221364008992,5.3327089439467175,5.716704249398015
2018-03-23,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.0722207735269429,-0.06233530181463409,5.333285632262701,5.610538077201204
2018-03-26,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.04807769855278321,-0.03695446868273933,5.332708943946716,5.762404870302371
2018-03-27,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.07142549345951521,-0.06009240090568191,5.3338623205786835,5.623958525872694
2018-03-28,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.07536680174534371,-0.06423702656390196,5.334439008894668,5.5991590638515785
2018-03-29,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.06110581880952248,-0.04939899711863527,5.335664471566135,5.687942750978129
2018-04-02,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.0843610360332574,-0.07458503160180807,5.335376127408144,5.537241540028191
2018-04-03,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.07935671312280945,-0.06545575293726424,5.334727353052662,5.591866786839689
2018-04-04,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.07149039561341208,-0.05930500074036338,5.335952815724132,5.628669952695166
2018-04-05,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.06555410068146761,-0.0525874587241445,5.336529504040115,5.668864518343348
2018-04-06,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.08401070680617673,-0.07171579670411976,5.336529504040115,5.554409672386239
2018-04-09,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.07591863257972975,-0.06246854902312471,5.337106192356099,5.609740789494453
2018-04-10,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.05940701692725503,-0.043674956635631035,5.336529504040112,5.722192677575013
2018-04-11,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.05995951334538041,-0.04311560759571398,5.337682880672081,5.7255395552947075
2018-04-12,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.05313854927348116,-0.03563668424235933,5.337682880672081,5.770289863514343
2018-04-13,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.06146416599885407,-0.04582551714704708,5.337682880672081,5.709324749775262
2018-04-16,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.05950338726118354,-0.04498255809999363,5.338836257304049,5.714368614431964
2018-04-17,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.044834365180353,-0.030043185016225382,5.33883625730405,5.803758693527623
2018-04-18,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.03676074155429876,-0.022722573406180224,5.338259568988065,5.847561739825565
2018-04-19,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.04328141900907356,-0.03031627914669255,5.339412945620031,5.802124628578168
2018-04-20,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.04692483585051699,-0.035045030971041946,5.3394129456200305,5.77383003433836
2018-04-23,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.05772133568175586,-0.045447021842998536,5.3394129456200305,5.711589485047387
2018-04-24,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.06400472479423591,-0.051941659140125274,5.339989633936015,5.672728674862618
2018-04-25,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.06994431167239623,-0.05837205399069212,5.340566322251999,5.634252260819981
2018-04-26,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.050561151068251764,-0.039920100129772096,5.341143010567984,5.744659946995862
2018-04-27,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.05377790180008113,-0.04358861150522575,5.341791784923465,5.722709325629332
2018-04-30,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.05536075280354047,-0.04543140735945983,5.341143010567982,5.711682914665266
2018-05-01,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.04955813185229119,-0.03999396619679951,5.34157552680497,5.744217967701481
2018-05-02,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.052633066811641926,-0.0404453522362469,5.342224301160451,5.741517089053988
2018-05-03,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.05083469050628364,-0.03803393425085144,5.342224301160449,5.755945863490407
2018-05-04,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.04156379008463407,-0.028552023188670894,5.343377677792418,5.812681094284478
2018-05-07,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.029902577233293592,-0.015535694111714182,5.343377677792418,5.8905645957674455
2018-05-08,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.029485024048575115,-0.013493001001888438,5.3439543661084015,5.902787096513067
2018-05-09,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.02494574294868801,-0.005592295395224767,5.343954366108401,5.9500611484516
2018-05-10,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.008108037700184867,0.0,5.343954366108401,6.044822233722897
2018-05-11,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.01928287910393378,-0.01138896705768111,5.3439543661084,5.975977952433489
2018-05-14,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.01699303923293516,-0.009514877546994538,5.3439543661084,5.987306490375674
2018-05-15,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.02323039471658417,-0.01687745708456334,5.345107742740369,5.942801005889424
2018-05-16,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.019527829770061067,-0.015083030789827312,5.345684431056352,5.953647993852621
2018-05-17,0.0,1.0,FULL_RISK_HELD,NORMAL,-0.01823997007690281,-0.018619646310736093,5.345684431056352,5.932269781719702
