corr_threshold,core_floor,full_cagr,full_sharpe,full_mdd,discovery_cagr,v1_cagr,v2_cagr,validation_cagr,validation_sharpe,validation_mdd,episodes
0.13,0.7,0.1882728403308953,1.060185543011401,-0.24281410169300666,0.1590954864254619,0.1847213089988069,0.24331520179014565,0.21510289316970277,1.1330000292819544,-0.24281410169300666,9
0.135,0.7,0.19012635375444464,1.071640847896638,-0.24281410169300655,0.1629382262083543,0.18472130899880645,0.24331520179014565,0.21510289316970277,1.1330000292819553,-0.24281410169300655,9
0.14,0.7,0.19012635375444464,1.071640847896638,-0.24281410169300655,0.1629382262083543,0.18472130899880645,0.24331520179014565,0.21510289316970277,1.1330000292819553,-0.24281410169300655,9
0.145,0.7,0.19012635375444464,1.071640847896638,-0.24281410169300655,0.1629382262083543,0.18472130899880645,0.24331520179014565,0.21510289316970277,1.1330000292819553,-0.24281410169300655,9
0.15,0.7,0.20070814786514024,1.1185249774254502,-0.24157007756844806,0.16949158534745834,0.1847213089988069,0.2713371207670734,0.22945396051892808,1.1887145146221836,-0.24157007756844806,9
0.155,0.7,0.20070814786514024,1.1185249774254502,-0.24157007756844806,0.16949158534745834,0.1847213089988069,0.2713371207670734,0.22945396051892808,1.1887145146221836,-0.24157007756844806,9
0.16,0.7,0.19170099196652868,1.061290065091445,-0.2694981008983701,0.16949158534745834,0.15273025008894003,0.26815218862746537,0.21206285970059846,1.0880777485981268,-0.2694981008983701,8
0.165,0.7,0.19170099196652868,1.061290065091445,-0.2694981008983701,0.16949158534745834,0.15273025008894003,0.26815218862746537,0.21206285970059846,1.0880777485981268,-0.2694981008983701,8
0.17,0.7,0.1862567351902893,1.0386988709001694,-0.2892630768703668,0.16949158534745834,0.14545428788490233,0.25456755723933977,0.2016076939144129,1.047927581352667,-0.2892630768703668,9
