decision_date,execution_date,ticker,intended_shares,executed_shares,close_price_used_for_planning,next_open_price,close_to_open_percentage_gap,cash_available_before_execution,required_reserve,uncommitted_cash_after_reserve,close_required_reserve,close_uncommitted_cash_after_reserve,intended_notional,executed_notional,became_q0,buffer_basis_points,gap_alone_would_clip,open_uncommitted_cash_change_vs_close
2007-07-13,2007-07-16,GLBL1,135,134,28.68,28.97,1.0111576011157641,4014.441521001018,128.286831521001,3886.1546894800167,127.802076521001,3886.639444480017,3871.8,3881.98,False,10,True,-0.48475500000040483
2008-05-30,2008-06-02,MMR,161,158,31.92,32.49,1.7857142857142794,5295.169211064047,129.67665921106405,5165.492551852983,129.72305921106408,5165.446151852982,5139.12,5133.42,False,10,True,0.04640000000017608
2009-09-11,2009-09-14,FUQI,99,97,30.35,30.99,2.1087314662273426,3117.9125869530844,89.9269126999531,3027.9856742531315,90.4613505869531,3027.4512363661315,3004.65,3006.0299999999997,False,10,True,0.5344378869999673
2011-04-18,2011-04-19,JAZZ,53,52,34.21,34.44,0.6723180356620784,1959.877856324094,138.08557214432415,1821.79228417977,137.9712428563241,1821.9066134677698,1813.13,1790.8799999999999,False,10,True,-0.11432928799990805
2011-09-26,2011-09-27,CEG1,17,16,38.15,38.72,1.4941022280471783,780.4448430280954,126.95487310602809,653.4899699220673,124.53430484302811,655.9105381850673,648.55,619.52,False,10,True,-2.42056826299995
2016-09-30,2016-10-03,WB,160,158,50.14,50.64,0.9972078181093025,8253.195734662411,220.96306262666235,8032.232672035749,221.10579573466245,8032.089938927749,8022.4,8001.12,False,10,True,0.14273310799944738
2016-11-04,2016-11-07,BRSL,57,56,27.69,28.05,1.300108342361872,1801.4764646624199,209.33720928566242,1592.1392553767573,206.48248646466243,1594.9939781977573,1578.3300000000002,1570.8,False,10,True,-2.8547228209999957
2019-01-29,2019-01-30,NVAX,3,2,2.18,2.2,0.917431192660545,263.9006802130498,257.7515583982131,6.14912181483669,256.82629068021305,7.074389532836733,6.540000000000001,4.4,False,10,False,-0.9252677180000433
2019-07-22,2019-07-23,ERIE,32,31,264.25,265.11,0.3254493850520346,8767.48520758601,301.575932877586,8465.909274708425,300.35558520758593,8467.129622378425,8456.0,8218.41,False,10,True,-1.2203476699996827
2020-05-08,2020-05-11,NVAX,49,46,18.73,19.81,5.766150560597971,1211.0611266753822,289.7337421266754,921.3273845487067,287.68641112667547,923.3747155487067,917.77,911.26,False,10,True,-2.0473309999999856
2020-05-12,2020-05-13,AYTU,1,0,1.62,1.6248,0.2962962962962834,298.88986667538234,299.7958708666754,0.0,296.7655598666754,2.1243068087069332,1.62,0.0,True,10,False,-2.1243068087069332
2020-07-08,2020-07-09,DOCU,42,41,206.35,211.5,2.495759631693728,9099.315471680386,351.7376454736804,8747.577826206705,348.1463454716804,8751.169126208706,8666.699999999999,8671.5,False,10,True,-3.591300002000935
2020-09-30,2020-10-01,RUN,161,156,77.06999999999998,79.415,3.0426884650318176,12849.672761684398,406.7778377616844,12442.894923922713,401.19202276168437,12448.480738922713,12408.269999999997,12388.740000000002,False,10,True,-5.585815000000366
2021-05-25,2021-05-26,CHRD,222,221,82.95999999999998,83.29,0.3977820636451579,18948.14109030546,506.1437443223055,18441.997345983156,504.5555910903054,18443.585499215154,18417.119999999995,18407.09,False,10,True,-1.5881532319981488
2022-02-22,2022-02-23,CNQ,360,356,52.18,52.779999999999994,1.1498658489842661,19346.25420619427,514.7890416381942,18831.465164556073,510.2449542061943,18836.009251988075,18784.8,18789.679999999997,False,10,True,-4.544087432001106
2022-08-08,2022-08-09,TH,169,164,13.99,14.45,3.288062902072908,2854.5938461943624,475.43197707019425,2379.1618691241683,480.6425638461944,2373.951282348168,2364.31,2369.7999999999997,False,10,True,5.210586776000127
2023-11-27,2023-11-28,CNR,185,184,104.67,105.42,0.7165376898824904,20040.367986194426,577.0594129861945,19463.308573208233,577.7293779861945,19462.63860820823,19363.95,19397.28,False,10,True,0.6699650000009569
2024-07-15,2024-07-16,TRGP,165,164,134.34,134.89,0.40940896233436774,23116.245636194435,886.7319656361944,22229.51367055824,881.1264656361946,22235.11917055824,22166.100000000002,22121.96,False,10,True,-5.605499999997846
2026-03-06,2026-03-09,ERAS,2345,2326,15.47,15.6,0.8403361344537785,37669.20988119453,1332.2846598811946,36336.92522131334,1343.9034198811944,36325.30646131334,36277.15,36285.6,False,10,True,11.618759999997565
2026-04-22,2026-04-23,SU,390,388,63.43,63.75999999999999,0.5202585527352754,26356.276451194535,1551.5040014511947,24804.77244974334,1554.9490264511949,24801.32742474334,24737.7,24738.879999999997,False,10,True,3.4450250000008964
